排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,7205784,156436,33,6,第八集,93038
2,奇洛李维斯回信,48155379,538050,83,27,回信广播剧主创FT（上）,85974
3,洄天 第一季,25557212,234803,52,9,第十一期,86815
4,情蛊,37632583,411312,67,48,完结FT·下,86178
5,二哈和他的白猫师尊,163342254,3163945,77,0,第肆季-第十期,20741
6,囚于永夜,4681109,286025,1,0,织音发布会纯享PV · 概念预告,86822
7,放学等我 第一季,51853939,818246,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
8,早春晴朗,34637559,266071,57,24,完结FT,72230
9,小蘑菇 第一季,49894027,917576,33,17,白噪音·漫步荒原,29125
10,奇洛李维斯回信 番外篇,817347,55636,3,2,番外 ·  庆生宴,93420
11,我在无限游戏里封神 第四季,4876627,125732,31,10,第十集 · 拉塞尔公墓,86834
12,天官赐福 第四季,5068697,83623,12,0,花城生辰快乐,91718
13,天官赐福 第一季,84949651,952546,61,43,四千万福利·小剧场·从前有一位名师,52400
14,魔道祖师 第一季,258423922,2262282,39,22,主创FT<下>,15861
15,我在无限游戏里封神 第一季,72556194,982148,64,14,线下漫展VLOG,52347
16,见春天,12864112,227181,54,8,魏清越书信·02,80533
17,伪装学渣 第一季,102436396,1932937,30,17,千万福利·“叫妈妈”,58262
18,迪奥先生 第一季,79261610,1075470,30,15,王氏破产 铃声,23329
19,虚拟偶像团综丨《NEW DAYS（一起又出发）》,28698328,110951,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
20,一颗苹果,12852305,149076,80,34,启动音试听 · 谢青寄,90818
21,我喜欢你的信息素 第一季,99462612,1502481,48,21,四千万福利,58217
22,放学等我 第二季,30482548,438058,42,16,番外·恋爱纪念日,68837
23,小蘑菇 第二季,50968462,498309,48,34,破亿福利·《风过荒野》主役版,39605
24,交易沦陷,28078953,171009,138,99,特别福利·星空沦陷,54171
25,台风眼 第一季,34770100,293553,53,20,千万福利·富士山在等一片云,52404
26,将进酒 第一季,105334571,1432830,59,16,完结FT,25944
27,某某 第一季,97619951,1708661,43,28,伴奏|《梧桐说》,58219
28,重生之将门毒后 第一季,92659052,827397,82,27,主役reaction·片段03,43922
29,娘娘腔,37213148,707213,31,0,主役听剧Reaction,46640
30,于是麦麦决定离家出走,5365605,104238,49,31,花絮10,86179
31,坠落,10582302,172121,59,22,台风眼S02E17,76041
32,入蛊 全一季,428257,15780,10,4,Ⱄⱄᐝ第七回,93646
33,天官赐福 第三季,70241977,260370,67,43,小剧场·元宵·花灯,82040
34,干涸地,1842584,80381,1,0,概念预告,86725
35,再世权臣 第一季,21193148,255246,79,17,花絮07,71321
36,沉醉不醒,2970911,51414,31,13,第十一期,86740
37,我在无限游戏里封神 第三季,22527788,209674,91,21,破亿纪念单曲·神明所遗落的,81851
38,藏南晚星,18731189,198337,79,42,主题曲伴奏·途经,85110
39,伏特加与曼特宁,727300,45676,3,0,520小剧场·吻醒,92988
40,全球高考 第一季（全新版）,21025635,365452,37,11,— 「全季完结FT」—,60289
41,不二之臣,40711414,847990,16,0,大结局·下,25580
42,针锋对决,37586963,927040,19,0,完结FT  互动问答,19249
43,反差 全一季,7507633,58429,41,19,小剧场·家人的爱,86684
44,难哄,146081584,1573789,76,48,破亿福利·纪念FT,38074
45,FOG[电竞] 第一季,70158838,760625,39,14,2000W福利·whisper伴奏抒情版,29122
46,江医生 第一季,16078997,229062,49,27,千万播放福利第四弹·小剧场·猫,81852
47,偷偷藏不住,202161176,2413792,89,54,2亿福利·双人电话语音,34632
48,南方海啸,23530244,168303,102,68,花絮⑤,85492
49,魔道祖师 第三季,295885504,1539789,66,56,传讯符·忘羡,22602
50,娑婆,898786,29537,12,4,主题曲·色相,93178
51,天官赐福 第二季,71925590,349903,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
52,液态欲望 全一季,661128,28596,22,10,雪饼日记3.0,86692
53,吞海 第一季,50868955,524675,54,17,原创配乐·破晓,29187
54,二哈和他的白猫师尊,15032594,99091,669,603,完结FT,81979
55,初三的六一儿童节,27385264,60358,287,255,番外9 跨年夜,85562
56,虚拟偶像团综丨《一起再出发》,90502263,250838,179,0,中秋特辑·清道夫,58225
57,这题超纲了 第一季,20495027,489965,44,17,【回放】《这题超纲了》M星直播,41369
58,判官 第一季,38016349,647841,45,21,听剧reaction,37773
59,我在无限游戏里封神 第二季（下）,20114235,247007,55,14,花絮06,76557
60,你的距离,90031722,933138,70,27,完结FT·主创版,31552
61,重生之将门毒后 第二季,41273305,378399,83,26,破亿福利·白噪音·花灯,52293
62,虚拟偶像团综丨《LASER出道日》,82537935,676183,89,0,专业小课堂：电子竞技运动与管理专业,28989
63,偏偏宠爱,17305354,360753,49,13,四百万语音·江忍,52353
64,顶级掠食者 第二季,7513659,55209,48,17,OST·11永恒的吻,86789
65,逐玉 第一季,4423680,72551,43,14,原创配乐 · 凶夜,89245
66,虚拟偶像综艺 |《VANITY FAIR（名利场）》,27477371,126637,71,0,梦系列小剧场06·白日,78684
67,破云 第一季,58923991,1092274,20,15,圣诞特辑,59047
68,我在无限游戏里封神 第二季（上）,20025959,324431,42,11,花絮06,71605
69,魔道祖师 第二季,170570447,1414990,41,37,主役FT（下）,19059
70,我喜欢你的信息素 第二季,75943833,842559,43,26,国风版·星衍,58218
71,再世权臣 第三季（下）,330272,18256,10,5,第五集 ·  烈火真金,93437
72,夫人你马甲又掉了 第一季,64560695,1020007,25,0,小剧场3,32574
73,愚蠢的有钱人,1057094,24329,73,58,【花絮5】,93113
74,提灯看刺刀 上季,14328852,238193,32,8,花絮·韩楚,77771
75,谁把谁当真,14655401,772839,4,0,第四期,726
76,AWM 第二季,57016613,692544,47,28,【店庆释出】特供番外·咦？捡了个白色手机2,24494
77,君有疾否 第一季,26714599,459843,67,56,苏世誉 ✦ 第一季启动音,34592
78,FOG[电竞]第二季,57684325,432750,50,28,破亿特别直播回放,39588
79,君有疾否 第二季,25167687,257331,94,25,520 限定pv✦苏世誉 · 万蝶振翅,42645
80,欢迎进入梦魇直播间 第一季,23337043,192015,62,20,完结FT,75856
81,本能游戏,25372844,105256,221,158,雪地番外 · 04冰冷的家,69569
82,落池,68294362,1346296,15,0,落池·番外,22032
83,秉性下等,25525491,203963,99,35,两千万福利·时间的情书,64528
84,别来无恙 第一季,22850787,450227,48,22,1000W福利•《满心》（合唱版）,37937
85,你就当我死了吧  全一季,12732328,246637,30,0,主役版主题曲（纯享）,76841
86,欲言难止,239851,9907,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
87,失忆后死对头成了我男朋友？,4925235,97908,44,20,花絮·陆云笙,86693
88,虚拟偶像综艺丨《险象环声》,82764728,435678,138,0,三千万福利·偶像问答,38165
89,蜉蝣,407112,19274,14,3,ೀ˖˚ 小剧场·雨后屋顶,93202
90,燎原,37505569,388889,43,34,FT,63688
91,太傅他人人喊打 第二季,3366765,42061,34,19,番外2·《凭栏村篇》,86723
92,恩客,1879982,20594,77,62,番外·重逢,91870
93,秋燥 第一季,213247,12127,8,0,小剧场 · 第一聚,93438
94,逐玉 第二季,891598,15647,21,9,第十二集 · 回京,92520
95,有名,22874422,163866,60,32,制作FT,52382
96,陈年烈苟 第一季,28484615,225282,62,21,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
97,将进酒 第二季,72176503,810770,45,22,第二季完结FT,30383
98,AWM 第一季,85548203,1250743,43,20,第十四集·烙印,20284
99,百万UP学神天天演我 第一季,21740150,290575,73,43,花絮11,61608
100,如果月亮不抱你,83418303,1189504,24,0,全网2000万福利突击采访,25485
