排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,821765,57968,5,0,倒计时三,93038
2,洄天 第一季,18303203,200044,33,1,第三期,86815
3,我在无限游戏里封神 第四季,2504242,104403,13,2,第二集 · 阴山村,86834
4,反差 全一季,6424055,50160,29,11,第十集·以爱为囚,86684
5,液态欲望 全一季,78281,11687,1,0,周则枫生日福利,86692
6,伏特加与曼特宁,401376,30902,1,0,京儒♡生日快乐,92988
7,再世权臣 第三季（上）,2128618,45060,32,8,花絮03·都很敏感,86827
8,欢迎进入梦魇直播间 第二季,5304160,40974,22,10,第十集 ♱ 造啊造，造了个大的,90985
9,一诺一生 全一季,800865,26907,20,6,第八集,91354
10,沉醉不醒,1598983,39943,13,0,第三期,86740
11,降水概率百分百,373563,14730,7,0,˚.⊹ 主题曲 · 雨天恋爱定律 ♡₊˚,93005
12,顶级掠食者 第二季,5764150,50392,26,10,第十集,86789
13,恩客,738505,14541,26,13,19·要凶，要野,91870
14,太傅他人人喊打 第二季,2254774,36764,20,9,第九集,86723
15,愚蠢的有钱人,116542,10926,6,0,【声展：谢思文❤️舒书木】,93113
16,伏特加与曼特宁,101161,8059,9,0,°☆. 第5集 « *,92968
17,禁区,35426,3852,2,0,正式预告,92575
18,初三的六一儿童节 第二季（上）,54411,4465,1,0,预告,93154
19,怀火 全一季,123631,9107,12,1,第二集·失控,91418
20,沉浮事,93592,7228,15,5,第拾贰集 上瘾,92895
21,美人印,471390,27301,11,3,ost《诱他》,92611
22,逐玉 第二季,616803,12704,9,1,小剧场 · 小人偶,92520
23,君有疾否,1266742,30510,67,39,第50集,90896
24,重回我爸少年时 第一季,1225582,15837,42,13,第九集,91872
25,余污 第一季,165520,11332,9,0,小剧场01·斗百草,92701
26,语义错误 第一季,2892057,23065,15,3,Ep.06 CRASH,92155
27,吞雨,216924,11648,18,5,第七集 你一点也不喜欢我吗？,91589
28,落火 全一季,168007,10934,10,0,第二集,92245
29,穿成阴鸷反派的联姻对象 第二季,625782,20401,20,11,第十集·从来都不认识他,91771
30,这恋爱一定要谈吗,470204,17397,19,8,第十集,91787
