排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,22479113,221986,41,5,第七期,86815
2,一屋暗灯 全一季,4227675,120283,20,2,花絮03,93038
3,我在无限游戏里封神 第四季,3709244,116655,23,6,第六集 · 抢亲,86834
4,奇洛李维斯回信 番外篇,531032,42510,3,2,番外 ·  庆生宴,93420
5,液态欲望 全一季,421108,23986,12,3,EP03,86692
6,蜉蝣,175624,14833,7,0,ೀ˖˚ 第二集,93202
7,娑婆,547383,24733,6,0,第二集,93178
8,再世权臣 第三季（下）,110500,12248,4,1,小剧场 · 莫怨莫恨,93437
9,入蛊 全一季,31562,4968,2,0,主题曲♡不识情 伴奏,93646
10,沉入地球,34241,4036,6,0,第03集 · 1997 北京,93569
11,烟花情书,74888,3627,5,1,第三集,93337
12,愚蠢的有钱人,591057,18473,41,28,【花絮3】,93113
13,沉醉不醒,2237118,44646,23,6,ღ200万福利·晚安语音·苏墨,86740
14,再世权臣 第三季（上）,2577583,47695,34,10,第十集 ·  再度启程,86827
15,全球进化后我站在食物链顶端 第二季（下）,132031,9344,9,6,第二十一集,92775
16,闭嘴，你这假粉 全一季,1976549,24425,33,20,番外2 · 一日为友，终生为父,87641
17,语义错误 第一季,3563676,25380,25,8,300W · 小剧场「GAME TIME」,92155
18,君有疾否,1529934,32394,96,68,第79集,90896
19,禁区,217038,9469,35,14,22 邻居,92575
20,沉浮事,268518,10073,47,37,第肆拾肆集 卦象,92895
21,降水概率百分百,722255,19340,14,2,˚.⊹ 第五期 ♡₊˚,93005
22,逐玉 第二季,766768,14480,16,5,第八集 · 赐婚,92520
23,初三的六一儿童节 第二季（上）,529825,9219,7,3,第四集 · 绝命追捕,93154
24,美人印,601175,29266,17,8,小剧场3-来一口甜,92611
25,欲言难止,39461,2918,180,158,欲言难止 第171集 我做了一个很长的梦（完）,93138
26,余污 第一季,248271,13178,10,0,第三期,92701
27,落火 全一季,271688,13974,14,4,第六集,92245
28,精神科医生神经了,21847,4472,3,0,人物预告✫杨亚桐,93567
29,第二十八年春II,152312,5861,2,0,第五期,92633
30,嫁入高门的人,108156,4432,26,16,第22集,93169
