排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,7942000,164282,36,7,27852,10521,37.77%,6.40%,福利彩蛋·三折叠,93038
2,我在无限游戏里封神 第四季,5236779,128238,35,11,8995,6450,71.71%,5.03%,第十一集 · 如何拥有五栋楼,86834
3,洄天 第一季,26107143,237004,54,10,22083,10255,46.44%,4.33%,第十二期,86815
4,奇洛李维斯回信,48772316,541796,84,27,50659,26427,52.17%,4.88%,花絮10 · 破坏队形的花絮来了,85974
5,早春晴朗,34989052,268220,57,24,21554,14145,65.63%,5.27%,完结FT,72230
6,情蛊,38002176,414353,67,48,50382,31088,61.70%,7.50%,完结FT·下,86178
7,沉醉不醒,3144869,52384,35,17,4037,2362,58.51%,4.51%,დ300万福利剧场·小狗,86740
8,再世权臣 第三季（下）,382613,19219,11,6,1274,1105,86.73%,5.75%,第六集 ·  夫俱往矣,93437
9,小蘑菇 第二季,51093445,499201,48,34,51676,47538,91.99%,9.52%,破亿福利·《风过荒野》主役版,39605
10,天官赐福 第三季,70428515,261471,67,43,32554,26828,82.41%,10.26%,小剧场·元宵·花灯,82040
11,我在无限游戏里封神 第三季,22700017,210836,91,21,29072,21546,74.11%,10.22%,破亿纪念单曲·神明所遗落的,81851
12,小蘑菇 第一季,50034754,919013,33,17,58266,39104,67.11%,4.25%,白噪音·漫步荒原,29125
13,天官赐福 第二季,72078671,350909,61,43,37868,34455,90.99%,9.82%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,天官赐福 第一季,85176448,954473,61,43,68455,36749,53.68%,3.85%,四千万福利·小剧场·从前有一位名师,52400
15,愚蠢的有钱人,1236017,26255,82,66,2211,1177,53.23%,4.48%,【迷你小剧场：一起学习】,93113
16,娑婆,997341,30415,14,6,3047,628,20.61%,2.06%,作者原创小剧场·端午节,93178
17,放学等我 第一季,52091770,820483,53,18,63133,36358,57.59%,4.43%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,坠落,10886851,176225,59,22,14520,4806,33.10%,2.73%,台风眼S02E17,76041
19,放学等我 第二季,30625345,439525,42,16,44492,34415,77.35%,7.83%,番外·恋爱纪念日,68837
20,我在无限游戏里封神 第一季,72788879,984255,64,14,77102,43233,56.07%,4.39%,线下漫展VLOG,52347
21,反差 全一季,7582751,58805,42,19,4485,2783,62.05%,4.73%,端午节福利音,86684
22,藏南晚星,18851235,199142,79,42,19977,14745,73.81%,7.40%,主题曲伴奏·途经,85110
23,我在无限游戏里封神 第二季（下）,20233444,248101,55,14,27237,23230,85.29%,9.36%,花絮06,76557
24,魔道祖师 第三季,296051754,1540481,66,56,97590,89975,92.20%,5.84%,传讯符·忘羡,22602
25,一颗苹果,12963340,150500,80,34,12304,5349,43.47%,3.55%,启动音试听 · 谢青寄,90818
26,秋燥 第一季,257301,12807,10,1,1283,243,18.94%,1.90%,花絮①,93438
27,门生故旧,314552,13175,22,10,1222,804,65.79%,6.10%,☆ 15·信徒,93774
28,魔道祖师 第一季,258608500,2264419,39,22,97014,64588,66.58%,2.85%,主创FT<下>,15861
29,吞海 第一季,50999666,525844,54,17,44877,28150,62.73%,5.35%,原创配乐·破晓,29187
30,初三的六一儿童节,27606219,60874,287,255,7020,5744,81.82%,9.44%,番外9 跨年夜,85562
31,太傅他人人喊打 第二季,3451842,42486,35,20,3528,2449,69.42%,5.76%,小剧场·《苍梧佳期》,86723
32,交易沦陷,28297220,172001,138,99,17049,9950,58.36%,5.78%,特别福利·星空沦陷,54171
33,于是麦麦决定离家出走,5449460,104844,51,32,9307,5714,61.39%,5.45%,花絮11,86179
34,魔道祖师 第二季,170677474,1415722,41,37,88847,81578,91.82%,5.76%,主役FT（下）,19059
35,我在无限游戏里封神 第二季（上）,20106517,325441,42,11,33525,29036,86.61%,8.92%,花絮06,71605
36,某某 第一季,97732878,1710499,43,28,77476,45169,58.30%,2.64%,伴奏|《梧桐说》,58219
37,江医生 第一季,16182525,229951,49,27,22371,13530,60.48%,5.88%,千万播放福利第四弹·小剧场·猫,81852
38,将进酒 第一季,105464992,1434310,59,16,78339,53388,68.15%,3.72%,完结FT,25944
39,台风眼 第一季,34893813,295022,53,20,20931,13202,63.07%,4.47%,千万福利·富士山在等一片云,52404
40,台风眼 第二季,29238061,155310,50,32,13606,12569,92.38%,8.09%,完结 FT,68664
41,我喜欢你的信息素 第一季,99602526,1504238,48,21,72351,45024,62.23%,2.99%,四千万福利,58217
42,吞海 第二季,32206436,268459,56,19,25748,23975,93.11%,8.93%,新年祝福,67085
43,失忆后死对头成了我男朋友？,4983975,98572,44,20,6521,4405,67.55%,4.47%,花絮·陆云笙,86693
44,顶级掠食者 第二季,7608179,55502,49,18,5280,4283,81.12%,7.72%,番外·金龙舟,86789
45,陈年烈苟 第一季,28560400,225988,62,21,20926,14350,68.57%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
46,伪装学渣 第一季,102545229,1935099,30,17,79526,46853,58.92%,2.42%,千万福利·“叫妈妈”,58262
47,燎原,37567949,389410,43,34,39162,29819,76.14%,7.66%,FT,63688
48,吞海 第三季（上）,22277884,214267,38,16,18269,17114,93.68%,7.99%,OST·04 此地埋名,73221
49,陈年烈苟 第二季,15956993,124532,57,31,14095,13293,94.31%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
50,我喜欢你的信息素 第二季,76030221,843334,43,26,59007,49950,84.65%,5.92%,国风版·星衍,58218
