排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,7198499,156352,33,6,26461,9581,36.21%,6.13%,第八集,93038
2,洄天 第一季,25548955,234786,52,9,21661,9886,45.64%,4.21%,第十一期,86815
3,我在无限游戏里封神 第四季,4872861,125715,31,10,8536,5999,70.28%,4.77%,第十集 · 拉塞尔公墓,86834
4,奇洛李维斯回信,48147924,538017,83,27,50216,26171,52.12%,4.86%,回信广播剧主创FT（上）,85974
5,早春晴朗,34632551,266052,57,24,21374,14009,65.54%,5.27%,完结FT,72230
6,情蛊,37628624,411283,67,48,49996,30859,61.72%,7.50%,完结FT·下,86178
7,再世权臣 第三季（下）,329710,18249,10,5,1181,1009,85.44%,5.53%,第五集 ·  烈火真金,93437
8,沉醉不醒,2968966,51400,31,13,3908,2263,57.91%,4.40%,第十一期,86740
9,小蘑菇 第二季,50966504,498306,48,34,51599,47467,91.99%,9.53%,破亿福利·《风过荒野》主役版,39605
10,天官赐福 第三季,70239627,260362,67,43,32440,26726,82.39%,10.26%,小剧场·元宵·花灯,82040
11,娑婆,896382,29509,12,4,2972,574,19.31%,1.95%,主题曲·色相,93178
12,我在无限游戏里封神 第三季,22525961,209662,91,21,28913,21402,74.02%,10.21%,破亿纪念单曲·神明所遗落的,81851
13,小蘑菇 第一季,49892444,917570,33,17,58251,39098,67.12%,4.26%,白噪音·漫步荒原,29125
14,天官赐福 第二季,71923741,349894,61,43,37801,34395,90.99%,9.83%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,反差 全一季,7506682,58426,41,19,4416,2736,61.96%,4.68%,小剧场·家人的爱,86684
16,天官赐福 第一季,84947007,952530,61,43,68388,36716,53.69%,3.85%,四千万福利·小剧场·从前有一位名师,52400
17,放学等我 第一季,51851859,818229,53,18,62986,36341,57.70%,4.44%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,放学等我 第二季,30481042,438044,42,16,44447,34443,77.49%,7.86%,番外·恋爱纪念日,68837
19,我在无限游戏里封神 第一季,72553791,982139,64,14,76991,43206,56.12%,4.40%,线下漫展VLOG,52347
20,藏南晚星,18729645,198332,79,42,19853,14645,73.77%,7.38%,主题曲伴奏·途经,85110
21,愚蠢的有钱人,1054913,24306,73,58,2048,1066,52.05%,4.39%,【花絮5】,93113
22,于是麦麦决定离家出走,5364677,104233,49,31,9194,5630,61.24%,5.40%,花絮10,86179
23,吞海 第一季,50867340,524666,54,17,44812,28086,62.68%,5.35%,原创配乐·破晓,29187
24,交易沦陷,28075527,170998,138,99,16964,9897,58.34%,5.79%,特别福利·星空沦陷,54171
25,初三的六一儿童节,27381360,60351,287,255,6834,5576,81.59%,9.24%,番外9 跨年夜,85562
26,一颗苹果,12851021,149064,80,34,12177,5284,43.39%,3.54%,启动音试听 · 谢青寄,90818
27,我在无限游戏里封神 第二季（下）,20113087,246997,55,14,27139,23144,85.28%,9.37%,花絮06,76557
28,太傅他人人喊打 第二季,3365597,42056,34,19,3472,2398,69.07%,5.70%,番外2·《凭栏村篇》,86723
29,顶级掠食者 第二季,7512282,55206,48,17,5221,4220,80.83%,7.64%,OST·11永恒的吻,86789
30,魔道祖师 第三季,295883702,1539785,66,56,97541,89930,92.20%,5.84%,传讯符·忘羡,22602
31,魔道祖师 第一季,258422026,2262263,39,22,96967,64563,66.58%,2.85%,主创FT<下>,15861
32,将进酒 第一季,105332961,1432824,59,16,78301,53373,68.16%,3.73%,完结FT,25944
33,某某 第一季,97618924,1708652,43,28,77435,45140,58.29%,2.64%,伴奏|《梧桐说》,58219
34,吞海 第二季,32119078,267748,56,19,25686,23915,93.11%,8.93%,新年祝福,67085
35,燎原,37504664,388882,43,34,39128,29785,76.12%,7.66%,FT,63688
36,魔道祖师 第二季,170569202,1414986,41,37,88819,81549,91.81%,5.76%,主役FT（下）,19059
37,我在无限游戏里封神 第二季（上）,20025201,324422,42,11,33423,28945,86.60%,8.92%,花絮06,71605
38,我喜欢你的信息素 第一季,99460986,1502468,48,21,72386,45056,62.24%,3.00%,四千万福利,58217
39,陈年烈苟 第二季,15889986,124026,57,31,14027,13225,94.28%,10.66%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
40,台风眼 第二季,29151214,154408,50,32,13542,12509,92.37%,8.10%,完结 FT,68664
41,江医生 第一季,16077620,229054,49,27,22280,13455,60.39%,5.87%,千万播放福利第四弹·小剧场·猫,81852
42,台风眼 第一季,34768815,293541,53,20,20808,13150,63.20%,4.48%,千万福利·富士山在等一片云,52404
43,失忆后死对头成了我男朋友？,4924602,97903,44,20,6454,4356,67.49%,4.45%,花絮·陆云笙,86693
44,吞海 第三季（上）,22213070,213625,38,16,18224,17068,93.66%,7.99%,OST·04 此地埋名,73221
45,陈年烈苟 第一季,28483603,225272,62,21,20867,14302,68.54%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
46,偷风不偷月 上季,8350656,130234,41,18,10563,5919,56.04%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
47,秋燥 第一季,212769,12120,8,0,1178,0,0.00%,0.00%,小剧场 · 第一聚,93438
48,吞海 第三季（下）,19182121,189698,51,18,18685,16930,90.61%,8.92%,破亿纪念•抒情主役版「晓」,76879
49,伪装学渣 第一季,102435634,1932923,30,17,79812,46888,58.75%,2.43%,千万福利·“叫妈妈”,58262
50,将进酒 第二季,72175413,810766,45,22,67313,61180,90.89%,7.55%,第二季完结FT,30383
