排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,1600893,74674,11,0,花絮01,93038
2,洄天 第一季,19467979,206107,35,2,第四期,86815
3,我在无限游戏里封神 第四季,2745736,107435,15,3,第三集 · 阴间路,86834
4,欢迎进入梦魇直播间 第二季,5555765,41985,24,11,第十一集 ♱ 你好，梦魇,90985
5,再世权臣 第三季（上）,2285962,45974,33,9,第九集 ·  百岁何欢,86827
6,沉醉不醒,1754466,41377,15,2,主题曲《高热》· 主役版,86740
7,太傅他人人喊打 第二季,2438350,37505,21,10,第十集,86723
8,顶级掠食者 第二季,6059915,51255,28,11,第十一集,86789
9,愚蠢的有钱人,274920,13908,15,3,【花絮1】,93113
10,恩客,886375,15436,32,19,25·早有退意,91870
11,如果森林有童话,106938,4846,13,3,第五期-心旌摇曳,92601
12,反差 全一季,6565216,51391,30,12,彩蛋·总裁助理的自我修养,86684
13,头像是我，不满意？,17873,2358,3,0,第1集·上,93085
14,一诺一生 全一季,829160,27295,21,7,第九集,91354
15,岁岁未停,55281,4282,5,0,第一期-暗恋像一场大雨,93196
16,液态欲望 全一季,119607,14196,1,0,周则枫生日福利,86692
17,落火 全一季,192541,12192,11,1,第三集,92245
18,语义错误 第一季,3179073,23687,18,4,花絮>ERROR TIME 03,92155
19,初三的六一儿童节 第二季（上）,140711,6209,3,0,第一集 · 与狼共舞,93154
20,君有疾否,1322264,30897,73,45,第56集,90896
21,重回我爸少年时 第一季,1256659,16071,44,15,第十集,91872
22,降水概率百分百,490481,15956,8,0,˚.⊹ 第二期 ♡₊˚,93005
23,六州歌头 下季,626954,8467,79,74,78 生若不得生,92061
24,这恋爱一定要谈吗,501151,17677,20,9,第十一集,91787
25,逐玉 第二季,654345,13195,10,2,第五集 · 诛心,92520
26,怀火 全一季,137837,9484,14,2,第三集·标记,91418
27,美人印,504351,27834,12,4,ost《诱他》,92611
28,穿成阴鸷反派的联姻对象 第二季,672109,21025,22,13,小剧场·秦伦还算是个忠厚人,91771
29,禁区,45564,4736,3,0,主题曲《罪名成立》,92575
30,不良执念清除师 全一季,1010321,9081,10,0,第三集·人心之力,86818
