排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,8109013,166024,37,7,花絮05,93038
2,洄天 第一季,26226001,237490,54,10,第十二期,86815
3,满城衣冠 全一季,1006967,37833,4,0,倒计时三,90878
4,我在无限游戏里封神 第四季,5322850,128836,35,11,第十一集 · 如何拥有五栋楼,86834
5,虚拟偶像团综丨《去世界尽头》,189577,22139,2,0,MANTA端午特辑·“五”福临门,94354
6,当你叫醒我,182120,5839,3,0,第一集,94268
7,谁来言说夜晚 上季,103791,6635,6,0,预告·长留街往事·情动篇,94321
8,入蛊 全一季,541703,17283,14,7,Ⱄⱄᐝ第十回,93646
9,门生故旧,351831,13894,24,12,☆ 17·奖励,93774
10,再世权臣 第三季（下）,402259,19469,12,6,小剧场 · 我与狸奴不出门,93437
11,沉醉不醒,3179868,52555,35,17,დ300万福利剧场·小狗,86740
12,秋燥 第一季,272796,13051,11,2,第五集,93438
13,蜉蝣,489884,20567,18,5,ೀ˖˚ 第七集,93202
14,嫡谋·第一季,5229,550,1,0,总概念预告 此生不负,94462
15,逆鳞 第一季,214419,11487,12,1,第四剑,93750
16,愚蠢的有钱人,1273779,26438,83,66,【花絮6】,93113
17,绰约,1506692,26044,11,0,倒计时·3天,86680
18,娑婆,1015780,30573,14,6,作者原创小剧场·端午节,93178
19,奇洛李维斯回信 番外篇,873882,58215,3,2,番外 ·  庆生宴,93420
20,你克制一点 全一季,890314,25616,23,10,花絮④,87343
21,玫瑰美人 全一季,46628,6061,6,0,第三期,94009
22,全球进化后我站在食物链顶端 第二季（下）,240944,11622,17,11,第二十六集,92775
23,精神科医生神经了,169202,11064,16,0,小课堂②心境,93567
24,禁区,507373,12546,86,58,【50W福利音】早安,92575
25,液态欲望 全一季,712560,29241,24,11,番外·谣言,86692
26,沉浮事,559165,14479,83,72,花絮-贰,92895
27,只想和你好好的,143967,6004,7,0,✧ 第二期 ✧,94176
28,沉入地球,182000,6823,40,22,第34集 · 三拜,93569
29,降水概率百分百,1119640,22731,23,7,端午语音 ♡ 求雨符,93005
30,欲言难止,313304,11838,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
