排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,24217765,229152,49,7,花絮04 · 主役篇,86815
2,一屋暗灯 全一季,5753151,137854,30,4,福利彩蛋·交通安全,93038
3,我在无限游戏里封神 第四季,4302505,121340,27,8,第八集 · 百鬼夜行,86834
4,逆鳞 第一季,63272,7331,5,0,第一剑,93750
5,沉醉不醒,2664448,48535,29,11,儿童节迷你剧场,86740
6,入蛊 全一季,270068,12633,7,1,Ⱄⱄᐝ第四回,93646
7,秋燥 第一季,126511,10608,6,0,第二集,93438
8,门生故旧,41131,5597,2,0,预告,93774
9,愚蠢的有钱人,791463,20877,57,44,【第四十六集】 一直在一起,93113
10,逐玉 第二季,841623,15188,20,8,第十一集 · 阿娘,92520
11,奇洛李维斯回信 番外篇,726095,51511,3,2,番外 ·  庆生宴,93420
12,蜉蝣,312056,17602,11,1,ೀ˖˚ 第四集,93202
13,液态欲望 全一季,553085,26646,18,7,好狗好狗,86692
14,娑婆,760151,27948,9,2,作者原创小剧场·幼儿园,93178
15,再世权臣 第三季（下）,225664,16226,7,3,日历语音 · 关怀,93437
16,玫瑰美人 全一季,8090,2061,2,0,六一小剧场·盲盒,94009
17,全球进化后我站在食物链顶端 第二季（下）,176669,10397,12,8,第二十三集,92775
18,沉入地球,103419,5714,20,4,第16集 · 驶向首都,93569
19,禁区,336646,11262,58,32,37 糟糕,92575
20,初三的六一儿童节 第二季（上）,989083,10266,12,5,花絮② · 呼吸之间,93154
21,沉浮事,361559,11334,63,53,第陆拾集 阿福,92895
22,降水概率百分百,873689,20680,17,4,˚.⊹ 第七期 ♡₊˚,93005
23,美人印,655419,30051,20,11,小剧场4-浮生若梦,92611
24,欲言难止,144752,7090,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
25,烟花情书,107088,4324,7,3,第五集,93337
26,闭嘴，你这假粉 全一季,2018731,25002,33,20,番外2 · 一日为友，终生为父,87641
27,嫁入高门的人,146712,4959,37,26,第32集,93169
28,伏特加与曼特宁,253768,10170,53,44,°☆. 第49集 « *,92968
29,第二十八年春II,168327,6351,2,0,第五期,92633
30,余污 第一季,278014,13907,12,3,第五期,92701
