排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,8021664,165186,36,7,27964,10603,37.92%,6.42%,福利彩蛋·三折叠,93038
2,我在无限游戏里封神 第四季,5283413,128509,35,11,9036,6492,71.85%,5.05%,第十一集 · 如何拥有五栋楼,86834
3,洄天 第一季,26172157,237280,54,10,22115,10286,46.51%,4.33%,第十二期,86815
4,奇洛李维斯回信,48855218,542284,84,27,50705,26459,52.18%,4.88%,花絮10 · 破坏队形的花絮来了,85974
5,早春晴朗,35044636,268577,57,24,21590,14175,65.66%,5.28%,完结FT,72230
6,情蛊,38050871,414716,67,48,50425,31115,61.71%,7.50%,完结FT·下,86178
7,沉醉不醒,3162878,52492,35,17,4051,2370,58.50%,4.51%,დ300万福利剧场·小狗,86740
8,再世权臣 第三季（下）,393418,19350,12,6,1289,1113,86.35%,5.75%,小剧场 · 我与狸奴不出门,93437
9,小蘑菇 第二季,51109598,499323,48,34,51685,47546,91.99%,9.52%,破亿福利·《风过荒野》主役版,39605
10,天官赐福 第三季,70455768,261615,67,43,32571,26846,82.42%,10.26%,小剧场·元宵·花灯,82040
11,我在无限游戏里封神 第三季,22723921,210976,91,21,29084,21559,74.13%,10.22%,破亿纪念单曲·神明所遗落的,81851
12,小蘑菇 第一季,50053002,919184,33,17,58280,39113,67.11%,4.26%,白噪音·漫步荒原,29125
13,天官赐福 第二季,72102278,351038,61,43,37873,34459,90.99%,9.82%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,天官赐福 第一季,85207712,954726,61,43,68473,36755,53.68%,3.85%,四千万福利·小剧场·从前有一位名师,52400
15,愚蠢的有钱人,1256315,26375,83,66,2233,1191,53.34%,4.52%,【花絮6】,93113
16,娑婆,1006797,30488,14,6,3056,632,20.68%,2.07%,作者原创小剧场·端午节,93178
17,坠落,10924440,176627,59,22,14559,4817,33.09%,2.73%,台风眼S02E17,76041
18,放学等我 第一季,52122287,820764,53,18,63114,36347,57.59%,4.43%,1700W福利·P-特别小剧场「2022.12.2」,64911
19,放学等我 第二季,30643807,439698,42,16,44503,34424,77.35%,7.83%,番外·恋爱纪念日,68837
20,我在无限游戏里封神 第一季,72818756,984499,64,14,77117,43248,56.08%,4.39%,线下漫展VLOG,52347
21,反差 全一季,7593775,58829,42,19,4493,2790,62.10%,4.74%,端午节福利音,86684
22,藏南晚星,18869960,199254,79,42,19997,14761,73.82%,7.41%,主题曲伴奏·途经,85110
23,我在无限游戏里封神 第二季（下）,20248393,248228,55,14,27250,23242,85.29%,9.36%,花絮06,76557
24,门生故旧,333355,13530,23,11,1245,826,66.35%,6.10%,★ 16·挑衅,93774
25,魔道祖师 第三季,296076277,1540585,66,56,97591,89975,92.20%,5.84%,传讯符·忘羡,22602
26,一颗苹果,12978045,150675,80,34,12324,5366,43.54%,3.56%,启动音试听 · 谢青寄,90818
27,满城衣冠 全一季,974845,36989,3,0,879,0,0.00%,0.00%,预告二 · 月亮,90878
28,魔道祖师 第一季,258634764,2264664,39,22,97032,64594,66.57%,2.85%,主创FT<下>,15861
29,秋燥 第一季,260968,12863,10,1,1291,244,18.90%,1.90%,花絮①,93438
30,吞海 第一季,51019644,525991,54,17,44885,28153,62.72%,5.35%,原创配乐·破晓,29187
31,交易沦陷,28330836,172165,138,99,17065,9960,58.37%,5.79%,特别福利·星空沦陷,54171
32,太傅他人人喊打 第二季,3461089,42545,35,20,3538,2461,69.56%,5.78%,小剧场·《苍梧佳期》,86723
33,初三的六一儿童节,27638518,60963,287,255,7033,5756,81.84%,9.44%,番外9 跨年夜,85562
34,于是麦麦决定离家出走,5460841,104936,51,32,9322,5723,61.39%,5.45%,花絮11,86179
35,魔道祖师 第二季,170693249,1415829,41,37,88858,81588,91.82%,5.76%,主役FT（下）,19059
36,台风眼 第二季,29250647,155426,50,32,13617,12580,92.38%,8.09%,完结 FT,68664
37,江医生 第一季,16196934,230068,49,27,22383,13542,60.50%,5.89%,千万播放福利第四弹·小剧场·猫,81852
38,我在无限游戏里封神 第二季（上）,20117689,325559,42,11,33541,29051,86.61%,8.92%,花絮06,71605
39,将进酒 第一季,105483539,1434502,59,16,78341,53388,68.15%,3.72%,完结FT,25944
40,台风眼 第一季,34912027,295224,53,20,20950,13213,63.07%,4.48%,千万福利·富士山在等一片云,52404
41,某某 第一季,97747885,1710691,43,28,77457,45169,58.31%,2.64%,伴奏|《梧桐说》,58219
42,我喜欢你的信息素 第一季,99621416,1504462,48,21,72357,45027,62.23%,2.99%,四千万福利,58217
43,吞海 第二季,32218900,268547,56,19,25757,23984,93.12%,8.93%,新年祝福,67085
44,失忆后死对头成了我男朋友？,4995044,98724,44,20,6534,4412,67.52%,4.47%,花絮·陆云笙,86693
45,顶级掠食者 第二季,7620386,55557,49,18,5289,4290,81.11%,7.72%,番外·金龙舟,86789
46,陈年烈苟 第一季,28571479,226081,62,21,20938,14361,68.59%,6.35%,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
47,燎原,37578138,389467,43,34,39166,29825,76.15%,7.66%,FT,63688
48,吞海 第三季（上）,22287128,214356,38,16,18275,17119,93.67%,7.99%,OST·04 此地埋名,73221
49,伪装学渣 第一季,102560104,1935348,30,17,79497,46854,58.94%,2.42%,千万福利·“叫妈妈”,58262
50,陈年烈苟 第二季,15966413,124596,57,31,14105,13303,94.31%,10.68%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
