排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,逐玉 第一季,3949234,68984,43,14,2155,947,43.94%,原创配乐 · 凶夜,89245
2,奇洛李维斯回信,39742221,495838,79,23,45786,23060,50.36%,花絮09 ·小花絮又又又又又来了,85974
3,洄天 第一季,12643205,169511,27,0,7178,0,0.00%,倒计时1天,86815
4,情蛊,32489869,369934,60,41,44412,27243,61.34%,花絮12,86178
5,二哈和他的白猫师尊,159892176,3137644,69,0,121384,0,0.00%,第肆季-第七期,20741
6,一颗苹果,10466777,130188,67,26,9788,3651,37.30%,第15集 · 祷告 Breath by Breath,90818
7,放学等我 第一季,49260745,791247,53,18,62267,36314,58.32%,1700W福利·P-特别小剧场「2022.12.2」,64911
8,囚于永夜,3944240,250090,1,0,1824,0,0.00%,织音发布会纯享PV · 概念预告,86822
9,重生之将门毒后 第一季,90417982,815182,82,27,87894,42024,47.81%,主役reaction·片段03,43922
10,天官赐福 第一季,81324784,933211,61,43,67444,36179,53.64%,四千万福利·小剧场·从前有一位名师,52400
11,天官赐福 第四季,3336351,61461,10,0,4852,0,0.00%,新年小剧场《压岁钱》,91718
12,于是麦麦决定离家出走,3774445,89635,26,15,6757,3778,55.91%,小剧场✦小猫神,86179
13,魔道祖师 第一季,256559906,2243458,39,22,96726,64517,66.70%,主创FT<下>,15861
14,我在无限游戏里封神 第一季,70151054,960945,64,14,76137,42659,56.03%,线下漫展VLOG,52347
15,逐玉 第二季,468679,10486,6,0,282,0,0.00%,第二集 · 夜会,92520
16,虚拟偶像团综丨《NEW DAYS（一起又出发）》,23388879,105180,88,0,33140,0,0.00%,《一个房间》幕后花絮·杀青之今晚干点啥,84529
17,将进酒 第一季,103933653,1418006,59,16,78094,53241,68.18%,完结FT,25944
18,我在无限游戏里封神 第四季,1560528,91327,3,0,2904,0,0.00%,特别放送 · 大型恐怖游戏联赛火热进行中Ⅰ,86834
19,反差 全一季,5829626,47085,24,7,2869,1309,45.63%,愚人节福利花絮,86684
20,我喜欢你的信息素 第一季,98007441,1485402,48,21,72307,45212,62.53%,四千万福利,58217
21,早春晴朗,30369088,236626,57,24,18992,12464,65.63%,完结FT,72230
22,小蘑菇 第一季,48295602,901615,33,17,57860,38857,67.16%,白噪音·漫步荒原,29125
23,放学等我 第二季,28949905,420412,42,16,44004,34740,78.95%,番外·恋爱纪念日,68837
24,美人印,301074,22906,5,0,1346,0,0.00%,第二集,92611
25,娘娘腔,35681127,688254,31,0,69654,0,0.00%,主役听剧Reaction,46640
26,天官赐福 第三季,65990969,248174,66,42,31138,25550,82.05%,花絮·不坠主役,82040
27,语义错误 第一季,2101127,20964,11,1,1457,280,19.22%,Ep.04 SHIFT,92155
28,伪装学渣 第一季,101403615,1913123,30,17,80096,47127,58.84%,千万福利·“叫妈妈”,58262
29,藏南晚星,17267448,187358,79,42,18400,13429,72.98%,主题曲伴奏·途经,85110
30,某某 第一季,96419488,1690891,43,28,77266,45018,58.26%,伴奏|《梧桐说》,58219
31,初三的六一儿童节,21562725,46149,219,190,4806,3641,75.76%,Chapter.106B 赴汤蹈火（下）,85562
32,顶级掠食者 第二季,4646046,47895,21,8,3799,2771,72.94%,第八集,86789
33,重生之将门毒后 第二季,39993321,371705,83,26,49287,33025,67.01%,破亿福利·白噪音·花灯,52293
34,交易沦陷,25401710,157784,138,99,15747,9178,58.28%,特别福利·星空沦陷,54171
35,见春天,12031008,216951,54,8,26508,8234,31.06%,魏清越书信·02,80533
36,不二之臣,40062936,840367,16,0,49564,0,0.00%,大结局·下,25580
37,偷偷藏不住,200928427,2408751,89,54,139534,82466,59.10%,2亿福利·双人电话语音,34632
38,二哈和他的白猫师尊,13553168,91686,669,603,8994,4320,48.03%,完结FT,81979
39,难哄,144819401,1566521,76,48,98225,61077,62.18%,破亿福利·纪念FT,38074
40,全球高考 第一季（全新版）,20041125,353451,37,11,21409,9921,46.34%,— 「全季完结FT」—,60289
41,我在无限游戏里封神 第三季,20634767,197821,91,21,27503,20183,73.38%,破亿纪念单曲·神明所遗落的,81851
42,台风眼 第一季,33317695,279315,53,20,19673,12475,63.41%,千万福利·富士山在等一片云,52404
43,失忆后死对头成了我男朋友？,4273517,91181,44,20,5767,3813,66.12%,花絮·陆云笙,86693
44,魔道祖师 第三季,294050604,1532160,66,56,97580,90017,92.25%,传讯符·忘羡,22602
45,再世权臣 第一季,20175869,247095,79,17,22744,10623,46.71%,花絮07,71321
46,针锋对决,36908439,914226,19,0,53580,0,0.00%,完结FT  互动问答,19249
47,天官赐福 第二季,68630534,338787,61,43,36854,33515,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
48,君有疾否,1094738,29225,50,22,1309,251,19.17%,第33集,90896
49,骄阳似我 全一季,2904472,32677,38,15,943,356,37.75%,花絮 · 07,90737
50,吞海 第一季,49221725,510338,54,17,43700,27201,62.24%,原创配乐·破晓,29187
