排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,1194884,66621,8,0,第一集,93038
2,洄天 第一季,18958764,203108,34,1,沈酌生日福利 · 东方玄学,86815
3,顶级掠食者 第二季,5951146,50765,28,11,第十一集,86789
4,我在无限游戏里封神 第四季,2592063,105876,14,2,特别放送 · 大型恐怖游戏联赛火热进行中Ⅱ,86834
5,愚蠢的有钱人,213025,12851,12,0,【花絮1】,93113
6,逐玉 第二季,642354,13003,10,2,第五集 · 诛心,92520
7,降水概率百分百,451216,15454,8,0,˚.⊹ 第二期 ♡₊˚,93005
8,反差 全一季,6523765,50916,30,12,彩蛋·总裁助理的自我修养,86684
9,欢迎进入梦魇直播间 第二季,5460718,41417,23,10,《非诚忽扰》第４期,90985
10,语义错误 第一季,3102006,23409,17,4,Ep.07 BLUE,92155
11,伏特加与曼特宁,445050,32469,1,0,京儒♡生日快乐,92988
12,再世权臣 第三季（上）,2189479,45330,32,8,花絮03·都很敏感,86827
13,沉醉不醒,1650396,40373,13,0,第三期,86740
14,恩客,824500,15012,29,16,22·“猎物”,91870
15,美人印,489491,27609,12,4,ost《诱他》,92611
16,岁岁未停,43177,3325,2,0,倒计时3天-覃扶,93196
17,等你仰望,491504,14241,70,60,第六十八集,91661
18,太傅他人人喊打 第二季,2367342,37125,20,9,第九集,86723
19,液态欲望 全一季,109456,13301,1,0,周则枫生日福利,86692
20,伏特加与曼特宁,117965,8444,12,3,°☆. 第8集 « *,92968
21,穿成阴鸷反派的联姻对象 第二季,653794,20771,22,13,小剧场·秦伦还算是个忠厚人,91771
22,初三的六一儿童节 第二季（上）,104869,5452,2,0,主题曲 · 孤舟,93154
23,君有疾否,1293385,30610,70,42,第53集,90896
24,一诺一生 全一季,814082,27130,20,6,第八集,91354
25,泠声,460720,3997,6,0,花絮①,92770
26,沉浮事,110110,7569,18,8,第拾伍集 自愿,92895
27,余污 第一季,178714,11643,9,0,小剧场01·斗百草,92701
28,全球进化后我站在食物链顶端 第二季（下）,63627,7007,4,2,第十七集,92775
29,嫁入高门的人,24703,1973,3,0,24h倒计时-路小凡的日记,93169
30,第二十八年春II,114601,4641,2,0,第五期,92633
