排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,26542709,238959,56,11,第十三期,86815
2,一屋暗灯 全一季,8562519,169850,39,8,福利彩蛋·葡萄柚相亲记,93038
3,我在无限游戏里封神 第四季,5531745,130179,37,12,第十二集 · 烂尾楼,86834
4,满城衣冠 全一季,1154633,41537,7,0,第1集 · 旧人不覆,90878
5,虚拟偶像团综丨《去世界尽头》,247339,25725,2,0,MANTA端午特辑·“五”福临门,94354
6,绰约,1589323,27599,15,0,律法小贴士·1则,86680
7,谁来言说夜晚 上季,220861,9280,12,0,第3集,94321
8,理想型,316159,6682,9,0,04·期待,93439
9,入蛊 全一季,592394,17793,16,8,Ⱄⱄᐝ 第十一回,93646
10,嫡谋·第一季,28460,2026,5,0,第一集·「重来一次」下,94462
11,再世权臣 第三季（下）,443790,20067,13,7,第七集 ·  但梦梨花,93437
12,奇洛李维斯回信 番外篇,895650,59287,3,2,番外 ·  庆生宴,93420
13,请与我同眠,6670,1289,3,0,预告·沉溺,93966
14,娑婆,1062684,31070,15,7,第八集,93178
15,禁区,543747,12808,91,63,62 疯子,92575
16,楚乌 第一季,88030,4705,16,0,第一集,94336
17,门生故旧,408376,14563,28,16,☆ 21·博弈,93774
18,沉浮事,602010,15507,83,72,花絮-贰,92895
19,愚蠢的有钱人,1327895,26756,85,68,【花絮6】,93113
20,逆鳞 第一季,248757,12090,14,2,小剧场 · 吾家有龙初长成,93750
21,降水概率百分百,1187214,23370,24,8,˚.⊹ 第十一期 ♡₊˚,93005
22,欲言难止,342016,12642,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
23,当你叫醒我,269831,7021,4,0,片尾曲《普通市民2126》,94268
24,你克制一点 全一季,913654,26026,23,10,花絮④,87343
25,蜉蝣,522673,21108,18,5,ೀ˖˚ 第七集,93202
26,秋燥 第一季,294093,13322,11,2,第五集,93438
27,液态欲望 全一季,728188,29481,24,11,番外·谣言,86692
28,大王万万不可！ 第一季,105103,9997,8,0,第二集·既见君子,94259
29,只想和你好好的,170692,6292,8,0,✧ 主题曲《好好的》 ✧,94176
30,沉入地球,198129,6944,45,26,花絮 · 01,93569
