排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,7713244,161726,35,7,端午语音,93038
2,洄天 第一季,25939072,236338,54,10,第十二期,86815
3,我在无限游戏里封神 第四季,5109306,127466,35,11,第十一集 · 如何拥有五栋楼,86834
4,虚拟偶像团综丨《去世界尽头》,62064,11735,2,0,MANTA端午特辑·“五”福临门,94354
5,沉醉不醒,3097848,52103,34,16,小情侣的日常① · 运动,86740
6,再世权臣 第三季（下）,369144,18926,11,6,第六集 ·  夫俱往矣,93437
7,愚蠢的有钱人,1191743,25964,80,64,【花絮6】,93113
8,入蛊 全一季,496810,16746,13,6,Ⱄⱄᐝ第九回,93646
9,娑婆,977194,30217,14,6,作者原创小剧场·端午节,93178
10,奇洛李维斯回信 番外篇,849039,57065,3,2,番外 ·  庆生宴,93420
11,理想型,216641,3361,2,0,正式预告·IDEAL TYPE,93439
12,大王万万不可！ 第一季,69296,8700,7,0,端午,94259
13,初三的六一儿童节 第二季（上）,1595775,11377,16,8,第九集 · 花前喜事,93154
14,门生故旧,283816,12767,20,8,☆ 13·命令,93774
15,降水概率百分百,1078087,22419,23,7,端午语音 ♡ 求雨符,93005
16,沉浮事,516259,13979,81,70,番外-壹,92895
17,蜉蝣,454179,20043,17,4,ೀ˖˚ 端午祝福,93202
18,当你叫醒我,88025,3929,2,0,主题曲《烧过的木头》,94268
19,秋燥 第一季,248839,12666,10,1,花絮①,93438
20,沉入地球,166385,6597,38,20,插曲 · 三零零零,93569
21,欲言难止,278243,10936,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
22,禁区,467063,12141,81,54,54 早安,92575
23,精神科医生神经了,137108,10440,12,0,小剧场①胖大海历险记,93567
24,逆鳞 第一季,189925,11070,11,0,端午节福利音,93750
25,液态欲望 全一季,687307,28953,23,10,花絮04,86692
26,只想和你好好的,103603,5396,6,0,✧ 端午福利音 ✧,94176
27,你克制一点 全一季,855853,24778,23,10,花絮④,87343
28,嫁入高门的人,212401,5571,50,38,后记44,93169
29,全球进化后我站在食物链顶端 第二季（下）,226996,11405,16,10,白噪音·拉莱耶,92775
30,余污 第一季,310184,14744,15,6,第八期,92701
