排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,11280638,193194,51,12,32660,14205,43.49%,7.35%,启动音▪宋星阑,93038
2,我在无限游戏里封神 第四季,6964930,138392,56,15,10869,8361,76.93%,6.04%,特别放送 · emoji大挑战,86834
3,满城衣冠 全一季,1754472,49254,17,3,2677,633,23.65%,1.29%,第5集 · 不疯魔不成活,90878
4,奇洛李维斯回信,51810085,558245,98,41,52266,27662,52.93%,4.96%,OST A12 · 暗恋基本法,85974
5,洄天 第一季,27740491,244611,65,14,23146,11146,48.16%,4.56%,完结语音 · 高能量S级监护人的一天,86815
6,情蛊,39696303,430366,67,48,52125,32116,61.61%,7.46%,完结FT·下,86178
7,灯花笑 上季,1084152,36049,9,0,6011,0,0.00%,0.00%,盛京杂谈·壹,94733
8,天官赐福 第三季,71366409,267371,67,43,33168,27370,82.52%,10.24%,小剧场·元宵·花灯,82040
9,绰约,1916869,31045,27,3,1292,350,27.09%,1.13%,第五集·把柄,86680
10,我在无限游戏里封神 第三季,23506227,216309,91,21,29799,22169,74.40%,10.25%,破亿纪念单曲·神明所遗落的,81851
11,天官赐福 第二季,72906229,356210,61,43,38315,34853,90.96%,9.78%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
12,早春晴朗,36330405,274948,57,24,22181,14559,65.64%,5.30%,完结FT,72230
13,理想型,979628,15084,46,26,1299,734,56.51%,4.87%,37·我送你吧,93439
14,天官赐福 第一季,86354230,964284,61,43,68706,36951,53.78%,3.83%,四千万福利·小剧场·从前有一位名师,52400
15,一颗苹果,13538500,160129,82,35,13095,5757,43.96%,3.60%,完结FT · 谢谢光临,90818
16,谁来言说夜晚 上季,810691,13332,41,15,1275,516,40.47%,3.87%,第32集,94321
17,宋玉章 第一季,1477752,32564,5,0,759,0,0.00%,0.00%,倒计时陆 · 全员,86589
18,我在无限游戏里封神 第一季,73913807,994753,64,14,77463,43404,56.03%,4.36%,线下漫展VLOG,52347
19,放学等我 第一季,53213680,830761,53,18,62708,36092,57.56%,4.34%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,放学等我 第二季,31281525,446204,42,16,44521,34250,76.93%,7.68%,番外·恋爱纪念日,68837
21,魔道祖师 第三季,296853252,1544081,66,56,97554,89909,92.16%,5.82%,传讯符·忘羡,22602
22,我在无限游戏里封神 第二季（下）,20792407,253338,55,14,27740,23683,85.37%,9.35%,花絮06,76557
23,入戏,8832207,93319,80,54,7553,5813,76.96%,6.23%,新春语音,82289
24,再世权臣 第三季（下）,711476,23341,19,11,2028,1780,87.77%,7.63%,第十一集 ·  仍佑河山,93437
25,魔道祖师 第一季,259504219,2275139,39,22,97161,64646,66.53%,2.84%,主创FT<下>,15861
26,沉醉不醒,3753548,55435,42,23,4520,2773,61.35%,5.00%,第十六期,86740
27,搭界 第一季,234790,13227,9,2,1202,344,28.62%,2.60%,第三集 下,94617
28,藏南晚星,19415668,203468,79,42,20445,15133,74.02%,7.44%,主题曲伴奏·途经,85110
29,台风眼 第二季,29582016,159426,50,32,13949,12897,92.46%,8.09%,完结 FT,68664
30,默读 第五季,39166182,465816,47,34,46503,40098,86.23%,8.61%,电话,59100
31,小蘑菇 第二季,51598442,503178,51,34,51902,47694,91.89%,9.48%,破亿电话·双人,39605
32,小蘑菇 第一季,50603796,926408,33,17,58432,39215,67.11%,4.23%,白噪音·漫步荒原,29125
33,魔道祖师 第二季,171177053,1419288,41,37,88852,81586,91.82%,5.75%,主役FT（下）,19059
34,吞海 第一季,51683402,531967,54,17,45324,28483,62.84%,5.35%,原创配乐·破晓,29187
35,我在无限游戏里封神 第二季（上）,20485717,330478,42,11,33973,29418,86.59%,8.90%,花絮06,71605
36,台风眼 第一季,35460292,302118,53,20,21552,13538,62.82%,4.48%,千万福利·富士山在等一片云,52404
37,娑婆,1390491,34730,20,11,3411,888,26.03%,2.56%,第十一集,93178
38,我喜欢你的信息素 第一季,100283187,1513282,48,21,72278,44863,62.07%,2.96%,四千万福利,58217
39,囚于永夜,239323,11444,199,161,757,174,22.99%,1.52%,番外 少爷的生日7,94916
40,某某 第一季,98271454,1719220,43,28,77442,45106,58.24%,2.62%,伴奏|《梧桐说》,58219
41,江医生 第一季,16653108,234013,49,27,22720,13822,60.84%,5.91%,千万播放福利第四弹·小剧场·猫,81852
42,于是麦麦决定离家出走,5795666,110500,51,32,9864,6030,61.13%,5.46%,花絮11,86179
43,吞海 第二季,32620658,272070,56,19,26080,24293,93.15%,8.93%,新年祝福,67085
44,将进酒 第一季,106079916,1441658,59,16,78350,53337,68.08%,3.70%,完结FT,25944
45,默读 第四季,46020178,542935,31,23,42054,40204,95.60%,7.40%,骆一锅的一天,59099
46,降水概率百分百,1556222,26120,32,12,2441,1272,52.11%,4.87%,˚.⊹ 第十五期 ♡₊˚,93005
47,吞海 第三季（上）,22573789,217606,38,16,18549,17376,93.68%,7.99%,OST·04 此地埋名,73221
48,坠落,11441015,182592,59,22,15041,4995,33.21%,2.74%,番外二·新生,76041
49,合笼蛊,270139,8146,11,1,541,82,15.16%,1.01%,第三集·做梦,94418
50,重生之将门毒后 第二季,41966064,382861,83,26,50440,33905,67.22%,8.86%,破亿福利·白噪音·花灯,52293
