排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,6246268,143210,32,5,小剧场▪存钱罐,93038
2,奇洛李维斯回信,47441283,533372,83,27,回信广播剧主创FT（上）,85974
3,洄天 第一季,24681709,230909,50,8,第十期,86815
4,情蛊,37190675,407598,67,48,完结FT·下,86178
5,奇洛李维斯回信 番外篇,757463,52957,3,2,番外 ·  庆生宴,93420
6,二哈和他的白猫师尊,162882887,3160310,77,0,第肆季-第十期,20741
7,囚于永夜,4607336,281742,1,0,织音发布会纯享PV · 概念预告,86822
8,放学等我 第一季,51569843,815408,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
9,早春晴朗,34132869,262745,57,24,完结FT,72230
10,见春天,12795842,226290,54,8,魏清越书信·02,80533
11,我在无限游戏里封神 第四季,4497960,122761,29,9,第九集 · 纪念品,86834
12,天官赐福 第四季,4913834,81342,11,0,先导预告,91718
13,天官赐福 第一季,84671774,950383,61,43,四千万福利·小剧场·从前有一位名师,52400
14,魔道祖师 第一季,258208299,2259916,39,22,主创FT<下>,15861
15,小蘑菇 第一季,49700773,915537,33,17,白噪音·漫步荒原,29125
16,我在无限游戏里封神 第一季,72284827,979564,64,14,线下漫展VLOG,52347
17,伪装学渣 第一季,102307609,1930502,30,17,千万福利·“叫妈妈”,58262
18,虚拟偶像团综丨《NEW DAYS（一起又出发）》,28335939,110333,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
19,迪奥先生 第一季,79196761,1075043,30,15,王氏破产 铃声,23329
20,一颗苹果,12712295,147142,80,34,启动音试听 · 谢青寄,90818
21,娑婆,806366,28505,10,3,第五集,93178
22,我喜欢你的信息素 第一季,99293325,1500297,48,21,四千万福利,58217
23,放学等我 第二季,30313581,436167,42,16,番外·恋爱纪念日,68837
24,交易沦陷,27776855,169368,138,99,特别福利·星空沦陷,54171
25,于是麦麦决定离家出走,5268260,103323,48,30,花絮09,86179
26,将进酒 第一季,105172627,1430971,59,16,完结FT,25944
27,重生之将门毒后 第一季,92412992,825993,82,27,主役reaction·片段03,43922
28,小蘑菇 第二季,50756093,496883,48,34,破亿福利·《风过荒野》主役版,39605
29,娘娘腔,37049172,705225,31,0,主役听剧Reaction,46640
30,台风眼 第一季,34618310,291740,53,20,千万福利·富士山在等一片云,52404
31,某某 第一季,97484492,1706485,43,28,伴奏|《梧桐说》,58219
32,坠落,10463378,170679,59,22,台风眼S02E17,76041
33,再世权臣 第一季,21089419,254481,79,17,花絮07,71321
34,天官赐福 第三季,70001610,259090,67,43,小剧场·元宵·花灯,82040
35,伏特加与曼特宁,700117,44278,3,0,520小剧场·吻醒,92988
36,干涸地,1820314,78844,1,0,概念预告,86725
37,我在无限游戏里封神 第三季,22329799,208258,91,21,破亿纪念单曲·神明所遗落的,81851
38,反差 全一季,7396314,57797,40,19,完结福利音·应晏哄睡,86684
39,沉醉不醒,2775585,49408,30,12,第十期,86740
40,藏南晚星,18585042,197198,79,42,主题曲伴奏·途经,85110
41,初三的六一儿童节,27062423,59699,287,255,番外9 跨年夜,85562
42,全球高考 第一季（全新版）,20920102,364128,37,11,— 「全季完结FT」—,60289
43,入蛊 全一季,324936,13839,8,2,Ⱄⱄᐝ第五回,93646
44,难哄,145935676,1572930,76,48,破亿福利·纪念FT,38074
45,不二之臣,40631760,847032,16,0,大结局·下,25580
46,针锋对决,37504382,925604,19,0,完结FT  互动问答,19249
47,南方海啸,23313223,167504,102,68,花絮⑤,85492
48,偷偷藏不住,202029575,2413193,89,54,2亿福利·双人电话语音,34632
49,液态欲望 全一季,582845,27188,19,7,花絮03,86692
50,吞海 第一季,50713207,523235,54,17,原创配乐·破晓,29187
51,顶级掠食者 第二季,7390564,54842,48,17,OST·11永恒的吻,86789
52,魔道祖师 第三季,295691064,1538973,66,56,传讯符·忘羡,22602
53,二哈和他的白猫师尊,14876939,98344,669,603,完结FT,81979
54,天官赐福 第二季,71714363,348696,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
55,FOG[电竞] 第一季,70002202,759606,39,14,2000W福利·whisper伴奏抒情版,29122
56,江医生 第一季,15953642,227892,49,27,千万播放福利第四弹·小剧场·猫,81852
57,再世权臣 第三季（下）,261643,16964,8,4,第四集 ·  白鹿祥瑞,93437
