排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,9398147,177435,42,9,29804,11894,39.91%,6.70%,花絮06,93038
2,我在无限游戏里封神 第四季,5922745,132366,39,13,9713,7195,74.08%,5.44%,第十三集 · 召唤物,86834
3,洄天 第一季,26926128,240815,61,12,22562,10675,47.31%,4.43%,主题曲「你的方向」· 伴奏,86815
4,奇洛李维斯回信,49976587,548429,85,28,51356,26965,52.51%,4.92%,5000W福利第①弹 · 主役版《昨日歌》,85974
5,满城衣冠 全一季,1358630,44932,10,0,1937,0,0.00%,0.00%,第2集 · 债,90878
6,情蛊,38698829,420339,67,48,51068,31512,61.71%,7.50%,完结FT·下,86178
7,早春晴朗,35646319,271574,57,24,21873,14370,65.70%,5.29%,完结FT,72230
8,坠落,11246591,180338,59,22,14828,4913,33.13%,2.72%,番外二·新生,76041
9,我在无限游戏里封神 第三季,23025337,212904,91,21,29323,21772,74.25%,10.23%,破亿纪念单曲·神明所遗落的,81851
10,沉醉不醒,3464323,54039,39,20,4252,2549,59.95%,4.72%,第十四期,86740
11,天官赐福 第三季,70803350,263606,67,43,32794,27054,82.50%,10.26%,小剧场·元宵·花灯,82040
12,天官赐福 第二季,72414236,352873,61,43,38043,34615,90.99%,9.81%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
13,天官赐福 第一季,85619304,958113,61,43,68568,36843,53.73%,3.85%,四千万福利·小剧场·从前有一位名师,52400
14,再世权臣 第三季（下）,513456,21007,15,8,1539,1363,88.56%,6.49%,第八集 ·  走投无路,93437
15,小蘑菇 第二季,51330921,500718,51,34,51792,47607,91.92%,9.51%,破亿电话·双人,39605
16,放学等我 第一季,52555280,824670,53,18,63024,36266,57.54%,4.40%,1700W福利·P-特别小剧场「2022.12.2」,64911
17,放学等我 第二季,30896452,442355,42,16,44573,34365,77.10%,7.77%,番外·恋爱纪念日,68837
18,我在无限游戏里封神 第一季,73223522,988260,64,14,77251,43324,56.08%,4.38%,线下漫展VLOG,52347
19,绰约,1728792,29725,18,0,1026,0,0.00%,0.00%,律法小贴士·2则,86680
20,愚蠢的有钱人,1403732,27192,87,70,2338,1282,54.83%,4.71%,【花絮6】,93113
21,默读 第五季,39073526,464560,47,34,46448,40047,86.22%,8.62%,电话,59100
22,魔道祖师 第三季,296392066,1541923,66,56,97599,89977,92.19%,5.84%,传讯符·忘羡,22602
23,我在无限游戏里封神 第二季（下）,20455475,250082,55,14,27414,23392,85.33%,9.35%,花絮06,76557
24,小蘑菇 第一季,50277285,921621,33,17,58351,39157,67.11%,4.25%,白噪音·漫步荒原,29125
25,藏南晚星,19094276,200935,79,42,20199,14927,73.90%,7.43%,主题曲伴奏·途经,85110
26,魔道祖师 第一季,258975919,2268481,39,22,97096,64623,66.56%,2.85%,主创FT<下>,15861
27,门生故旧,495458,15443,36,24,1499,1081,72.11%,7.00%,☆ 29·沉睡,93774
28,一颗苹果,13177690,153008,81,34,12562,5487,43.68%,3.59%,花絮08 · 客官很可以,90818
29,台风眼 第二季,29387868,157015,50,32,13734,12694,92.43%,8.08%,完结 FT,68664
30,魔道祖师 第二季,170890338,1417184,41,37,88855,81580,91.81%,5.76%,主役FT（下）,19059
31,吞海 第一季,51286220,528217,54,17,45056,28288,62.78%,5.36%,原创配乐·破晓,29187
32,台风眼 第一季,35132949,297732,53,20,21158,13335,63.03%,4.48%,千万福利·富士山在等一片云,52404
33,我在无限游戏里封神 第二季（上）,20256216,327356,42,11,33699,29179,86.59%,8.91%,花絮06,71605
34,理想型,496703,10152,22,5,842,295,35.04%,2.91%,16·大冒险,93439
35,某某 第一季,97945493,1713833,43,28,77560,45187,58.26%,2.64%,伴奏|《梧桐说》,58219
36,秋燥 第一季,339316,14109,12,3,1464,457,31.22%,3.24%,第六集,93438
37,默读 第四季,45931804,541594,31,23,42007,40159,95.60%,7.41%,骆一锅的一天,59099
38,江医生 第一季,16373073,231486,49,27,22487,13645,60.68%,5.89%,千万播放福利第四弹·小剧场·猫,81852
39,我喜欢你的信息素 第一季,99864528,1507571,48,21,72387,45010,62.18%,2.99%,四千万福利,58217
40,将进酒 第一季,105719766,1437155,59,16,78353,53376,68.12%,3.71%,完结FT,25944
41,入戏,8523943,90323,80,54,7423,5710,76.92%,6.32%,新春语音,82289
42,逆鳞 第一季,293388,12746,16,3,1291,500,38.73%,3.92%,花絮②,93750
43,吞海 第二季,32384069,269980,56,19,25874,24094,93.12%,8.92%,新年祝福,67085
44,交易沦陷,28734656,173813,138,99,17228,10059,58.39%,5.79%,特别福利·星空沦陷,54171
45,沉浮事,701878,17539,84,72,1285,799,62.18%,4.56%,花絮-叁,92895
46,太傅他人人喊打 第二季,3579532,43205,36,21,3658,2580,70.53%,5.97%,小剧场·《龙床》,86723
47,娑婆,1132537,31733,16,8,3173,725,22.85%,2.28%,第九集,93178
48,伪装学渣 第一季,102746678,1938935,30,17,80073,47018,58.72%,2.42%,千万福利·“叫妈妈”,58262
49,默读 第三季,37366145,599685,17,14,35561,33100,93.08%,5.52%,甜甜生日特别篇,59098
50,吞海 第三季（上）,22403329,215632,38,16,18379,17217,93.68%,7.98%,OST·04 此地埋名,73221
