排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,5354550,133282,28,4,22785,7001,30.73%,5.25%,伴奏▪未说的,93038
2,洄天 第一季,23729891,227284,47,7,20342,8670,42.62%,3.81%,1500W特别福利 · 白晟的小算盘,86815
3,我在无限游戏里封神 第四季,4128170,119968,27,8,7354,4748,64.56%,3.96%,第八集 · 百鬼夜行,86834
4,奇洛李维斯回信,46766952,529211,83,27,49363,25597,51.85%,4.84%,回信广播剧主创FT（上）,85974
5,再世权臣 第三季（下）,198391,15408,6,3,905,724,80.00%,4.70%,第三集 · 启程南京,93437
6,情蛊,36758973,404034,67,48,49073,30255,61.65%,7.49%,完结FT·下,86178
7,早春晴朗,33680540,259841,57,24,20892,13693,65.54%,5.27%,完结FT,72230
8,娑婆,718062,27283,8,1,2721,324,11.91%,1.19%,第四集,93178
9,沉醉不醒,2533069,47085,27,9,3511,1890,53.83%,4.01%,苏墨♡生日快乐,86740
10,奇洛李维斯回信 番外篇,684270,49656,3,2,3878,3111,80.22%,6.27%,番外 ·  庆生宴,93420
11,初三的六一儿童节,26606169,58469,283,251,6556,5324,81.21%,9.11%,番外7 生生生活（2）,85562
12,天官赐福 第三季,69747121,257765,67,43,32171,26494,82.35%,10.28%,小剧场·元宵·花灯,82040
13,我在无限游戏里封神 第三季,22140481,207027,91,21,28619,21143,73.88%,10.21%,破亿纪念单曲·神明所遗落的,81851
14,放学等我 第一季,51298359,812640,53,18,62839,36359,57.86%,4.47%,1700W福利·P-特别小剧场「2022.12.2」,64911
15,反差 全一季,7221928,56520,37,18,4047,2400,59.30%,4.25%,第十五集·爱为新生,86684
16,顶级掠食者 第二季,7235418,54428,37,17,5063,4059,80.17%,7.46%,番外·官宣,86789
17,天官赐福 第二季,71500827,347482,61,43,37601,34201,90.96%,9.84%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,放学等我 第二季,30152740,434347,42,16,44412,34556,77.81%,7.96%,番外·恋爱纪念日,68837
19,天官赐福 第一季,84407263,948243,61,43,68155,36580,53.67%,3.86%,四千万福利·小剧场·从前有一位名师,52400
20,一颗苹果,12587137,145698,80,34,11868,5113,43.08%,3.51%,启动音试听 · 谢青寄,90818
21,于是麦麦决定离家出走,5150362,102388,46,29,8896,5430,61.04%,5.30%,花絮08,86179
22,藏南晚星,18441254,196119,79,42,19578,14417,73.64%,7.35%,主题曲伴奏·途经,85110
23,降水概率百分百,839017,20398,17,4,1787,643,35.98%,3.15%,˚.⊹ 第七期 ♡₊˚,93005
24,交易沦陷,27489093,167997,138,99,16688,9738,58.35%,5.80%,特别福利·星空沦陷,54171
25,吞海 第一季,50556064,521794,54,17,44562,27865,62.53%,5.34%,原创配乐·破晓,29187
26,我在无限游戏里封神 第一季,72033781,977243,64,14,76804,43091,56.11%,4.41%,线下漫展VLOG,52347
27,太傅他人人喊打 第二季,3092504,40817,30,16,3192,2109,66.07%,5.17%,第十五集,86723
28,我在无限游戏里封神 第二季（下）,19853555,244585,55,14,26915,22936,85.22%,9.38%,花絮06,76557
29,液态欲望 全一季,510468,25796,16,5,1582,640,40.46%,2.48%,花絮2,86692
30,魔道祖师 第三季,295505669,1538187,66,56,97581,89973,92.20%,5.85%,传讯符·忘羡,22602
31,燎原,37344894,387534,43,34,39033,29707,76.11%,7.67%,FT,63688
32,初三的六一儿童节 第二季（上）,853682,9948,10,5,773,510,65.98%,5.13%,第六集 · 亲传门徒,93154
33,小蘑菇 第二季,50442209,494845,46,33,50492,46982,93.05%,9.49%,全剧五千万福利,39605
34,吞海 第二季,31908267,266056,56,19,25493,23730,93.08%,8.92%,新年祝福,67085
35,魔道祖师 第一季,258012278,2257871,39,22,96873,64521,66.60%,2.86%,主创FT<下>,15861
36,某某 第一季,97357302,1704490,43,28,77308,45084,58.32%,2.65%,伴奏|《梧桐说》,58219
37,我在无限游戏里封神 第二季（上）,19853125,322049,42,11,33235,28787,86.62%,8.94%,花絮06,71605
38,吞海 第三季（上）,22061245,212051,38,16,18064,16915,93.64%,7.98%,OST·04 此地埋名,73221
39,将进酒 第一季,105028331,1429381,59,16,78241,53351,68.19%,3.73%,完结FT,25944
40,偷风不偷月 上季,8206932,128811,41,18,10470,5847,55.85%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
41,台风眼 第二季,28970442,152603,50,32,13377,12350,92.32%,8.09%,完结 FT,68664
42,魔道祖师 第二季,170334474,1413376,41,37,88780,81505,91.81%,5.77%,主役FT（下）,19059
43,台风眼 第一季,34476846,290321,53,20,20538,12991,63.25%,4.47%,千万福利·富士山在等一片云,52404
44,我喜欢你的信息素 第一季,99138005,1498320,48,21,72321,45042,62.28%,3.01%,四千万福利,58217
45,吞海 第三季（下）,19008894,188087,51,18,18479,16727,90.52%,8.89%,破亿纪念•抒情主役版「晓」,76879
46,愚蠢的有钱人,722310,19663,53,40,1683,805,47.83%,4.09%,【花絮4】,93113
47,小蘑菇 第一季,49501775,912738,33,17,58125,38998,67.09%,4.27%,白噪音·漫步荒原,29125
48,欢迎进入梦魇直播间 第二季,6170330,45396,28,11,3531,2560,72.50%,5.64%,《今日没说法》⑤ ·「不平安疗养院」,90985
49,失忆后死对头成了我男朋友？,4782401,96301,44,20,6293,4231,67.23%,4.39%,花絮·陆云笙,86693
50,陈年烈苟 第二季,15714880,122805,57,31,13897,13098,94.25%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
