排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,19733425,207871,35,2,17289,5429,31.40%,第四期,86815
2,我在无限游戏里封神 第四季,2820487,108391,15,3,5776,3102,53.70%,第三集 · 阴间路,86834
3,一屋暗灯 全一季,1791308,79043,11,0,10339,0,0.00%,花絮01,93038
4,奇洛李维斯回信,43726589,510833,79,23,47256,24067,50.93%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,34521214,386173,63,44,46601,28622,61.42%,花絮14,86178
6,早春晴朗,31850822,247403,57,24,19860,13035,65.63%,完结FT,72230
7,沉醉不醒,1800750,41707,16,3,2590,959,37.03%,小剧场·晚安小酒窝,86740
8,于是麦麦决定离家出走,4530426,97089,31,18,8089,4880,60.33%,小剧场✦三分钟热度,86179
9,一颗苹果,11933027,138726,80,34,11062,4624,41.80%,启动音试听 · 谢青寄,90818
10,初三的六一儿童节,24436424,52639,248,216,5815,4625,79.54%,番外2 小陆的故事（11）,85562
11,顶级掠食者 第二季,6098059,51418,28,11,4305,3285,76.31%,第十一集,86789
12,反差 全一季,6626173,51820,31,13,3431,1844,53.75%,第十一集·选择坠落,86684
13,天官赐福 第三季,68663609,252755,67,43,31607,26000,82.26%,小剧场·元宵·花灯,82040
14,我在无限游戏里封神 第三季,21362904,202357,91,21,28036,20620,73.55%,破亿纪念单曲·神明所遗落的,81851
15,惹祸精,835969,28332,35,13,1448,736,50.83%,彩蛋小剧场·《连天雪心情记录》,90987
16,恩客,921189,15656,34,21,1176,675,57.40%,27·罪加一等,91870
17,天官赐福 第二季,70587874,342922,61,43,37167,33808,90.96%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,天官赐福 第一季,83385579,940255,61,43,67772,36365,53.66%,四千万福利·小剧场·从前有一位名师,52400
19,放学等我 第一季,50187852,801300,53,18,62383,36274,58.15%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,偷风不偷月 上季,7885740,125299,41,18,10252,5685,55.45%,300w福利·楚识琛（沈若臻）·风月语录,71389
21,藏南晚星,17813960,191706,79,42,18991,13915,73.27%,主题曲伴奏·途经,85110
22,再世权臣 第三季（上）,2317338,46212,33,9,3247,2434,74.96%,第九集 ·  百岁何欢,86827
23,放学等我 第二季,29502580,426927,42,16,44236,34677,78.39%,番外·恋爱纪念日,68837
24,降水概率百分百,507539,16160,9,0,1157,0,0.00%,˚.⊹ 主题曲伴奏 · 雨天恋爱定律 ♡₊˚,93005
25,欢迎进入梦魇直播间 第二季,5610314,42267,25,11,3216,2313,71.92%,500W特别彩蛋「如何创造一个神」,90985
26,我在无限游戏里封神 第一季,71054920,968719,64,14,76485,42869,56.05%,线下漫展VLOG,52347
27,吞海 第一季,49859329,515685,54,17,44086,27492,62.36%,原创配乐·破晓,29187
28,偷风不偷月 下季,3416512,60590,35,17,4400,4128,93.82%,100W福利·白噪音,77591
29,太傅他人人喊打 第二季,2469595,37712,21,10,2710,1579,58.27%,第十集,86723
30,魔道祖师 第三季,294728169,1535066,66,56,97623,90047,92.24%,传讯符·忘羡,22602
31,美人印,512278,27969,12,4,1841,418,22.71%,ost《诱他》,92611
32,你的距离,89223613,928528,70,27,78246,56161,71.77%,完结FT·主创版,31552
33,小蘑菇 第二季,49919782,491284,46,33,50319,46823,93.05%,全剧五千万福利,39605
34,我在无限游戏里封神 第二季（下）,19331397,240154,55,14,26487,22541,85.10%,花絮06,76557
35,愚蠢的有钱人,308876,15056,17,5,1157,320,27.66%,【花絮1】,93113
36,魔道祖师 第一季,257217533,2250237,39,22,96812,64548,66.67%,主创FT<下>,15861
37,吞海 第二季,31447919,262249,56,19,25103,23358,93.05%,新年祝福,67085
38,逐玉 第二季,661094,13321,10,2,428,82,19.16%,第五集 · 诛心,92520
39,将进酒 第一季,104445648,1423407,59,16,78188,53313,68.19%,完结FT,25944
40,吞海 第三季（上）,21723716,208577,38,16,17708,16570,93.57%,OST·04 此地埋名,73221
41,魔道祖师 第二季,169860038,1410233,41,37,88762,81506,91.83%,主役FT（下）,19059
42,我在无限游戏里封神 第二季（上）,19503842,317559,42,11,32840,28428,86.57%,花絮06,71605
43,某某 第一季,96842000,1697045,43,28,77226,45076,58.37%,伴奏|《梧桐说》,58219
44,重生之将门毒后 第二季,40473071,374069,83,26,49570,33246,67.07%,破亿福利·白噪音·花灯,52293
45,吞海 第三季（下）,18642748,184527,51,18,18050,16312,90.37%,破亿纪念•抒情主役版「晓」,76879
46,小蘑菇 第一季,48983810,906943,33,17,57971,38927,67.15%,白噪音·漫步荒原,29125
47,我喜欢你的信息素 第一季,98547313,1491368,48,21,72455,45221,62.41%,四千万福利,58217
48,初三的六一儿童节 第二季（上）,154402,6537,3,0,405,0,0.00%,第一集 · 与狼共舞,93154
49,欢迎进入梦魇直播间 第一季,22825182,187755,62,20,18943,8242,43.51%,完结FT,75856
50,将进酒 第二季,71596150,807369,45,22,67094,60991,90.90%,第二季完结FT,30383
