排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,早春晴朗,45537713,383849,D2,57,24,26098,16969,65.02%,4.42%,完结FT,72230
2,天官赐福 第四季,10116830,128435,D2,27,6,12161,6636,54.57%,5.17%,第四集·不能尽善问心有憾,91718
3,奇洛李维斯回信,55137562,576166,D2,98,41,54013,29049,53.78%,5.04%,OST A12 · 暗恋基本法,85974
4,你的雪人能活多久 第一季,1480017,57131,D2,27,6,5468,974,17.81%,1.70%,小剧场03 · 戒指,93787
5,情蛊,42142603,451136,D2,68,49,54764,33950,61.99%,7.53%,4000w福利·山大王,86178
6,灯花笑 上季,3676133,57712,D2,30,13,8532,1982,23.23%,3.43%,第16集,94733
7,伏特加与曼特宁,1995761,65708,D2,26,4,3633,1413,38.89%,2.15%,✦店长来啦！⑤,92988
8,尾钩,574365,20125,D2,22,9,2106,1124,53.37%,5.59%,主题曲② · 让他着陆,95503
9,天官赐福 第三季,72977602,276148,D2,68,44,34288,28403,82.84%,10.29%,小剧场·元宵·花灯,82040
10,宋玉章 第一季,4085435,45755,D2,23,3,3038,1064,35.02%,2.33%,第六折 ·  瞒天过海,86589
11,恒星时刻 第一季,766531,61318,D2,4,0,9174,0,0.00%,0.00%,第一集♬R&R,94789
12,天官赐福 第一季,88218671,978111,D2,61,43,69033,37294,54.02%,3.81%,四千万福利·小剧场·从前有一位名师,52400
13,天官赐福 第二季,74380297,364561,D2,61,43,39036,35531,91.02%,9.75%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,我在无限游戏里封神 第四季,8069349,145903,D2,56,15,12061,9522,78.95%,6.53%,特别放送 · emoji大挑战,86834
15,满城衣冠 全一季,2631307,56095,D2,34,10,3457,1503,43.48%,2.68%,第11集 · 离巢,90878
16,一屋暗灯 全一季,13173710,208455,D2,54,14,34821,16135,46.34%,7.74%,主役版主题曲▪未说的,93038
17,沉浮事,956130,17155,D2,17,6,1832,1062,57.97%,6.19%,浊世篇·第六集,94775
18,囚于永夜,1479771,32434,D2,200,161,3269,1029,31.48%,3.17%,番外 少爷的生日7,94916
19,藏南晚星,20212836,209464,D2,81,44,21165,15714,74.25%,7.50%,✧2000万福利·番外·美梦,85110
20,炽火难熄 全一季,404078,21116,D2,17,5,1616,720,44.55%,3.41%,第七集 · 喜不喜欢？,94917
21,放学等我 第一季,54712886,842847,D2,53,18,61914,35805,57.83%,4.25%,1700W福利·P-特别小剧场「2022.12.2」,64911
22,放学等我 第二季,32133746,453914,D2,42,16,44389,33858,76.28%,7.46%,番外·恋爱纪念日,68837
23,魔道祖师 第三季,297887296,1548572,D2,66,56,97550,89857,92.11%,5.80%,传讯符·忘羡,22602
