排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,9116985,123856,26,5,11569,5969,51.59%,4.82%,第三集·叫天不应叫地不灵,91718
2,早春晴朗,40382434,322103,57,24,24024,15573,64.82%,4.83%,完结FT,72230
3,灯花笑 上季,3265922,54638,27,10,8251,1670,20.24%,3.06%,第13集,94733
4,奇洛李维斯回信,54655838,573889,98,41,53852,28893,53.65%,5.03%,OST A12 · 暗恋基本法,85974
5,你的雪人能活多久 第一季,1323930,55151,24,4,5239,765,14.60%,1.39%,小剧场02 · 喜糖,93787
6,情蛊,41816257,448775,68,49,54566,33788,61.92%,7.53%,4000w福利·山大王,86178
7,宋玉章 第一季,3658913,45129,20,2,2848,881,30.93%,1.95%,第五折 · 夕饮冰,86589
8,伏特加与曼特宁,1836187,64492,24,3,3469,1217,35.08%,1.89%,主题曲·泊岸·祝京儒版,92988
9,我在无限游戏里封神 第四季,7938240,144940,56,15,11942,9404,78.75%,6.49%,特别放送 · emoji大挑战,86834
10,天官赐福 第三季,72624842,274728,68,44,34135,28258,82.78%,10.29%,小剧场·元宵·花灯,82040
11,一屋暗灯 全一季,12990189,207066,54,14,34679,15975,46.07%,7.71%,主役版主题曲▪未说的,93038
12,满城衣冠 全一季,2500144,55010,32,9,3343,1380,41.28%,2.51%,第10集 · 蒋振兴案,90878
13,天官赐福 第二季,73986963,363217,61,43,38884,35378,90.98%,9.74%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,天官赐福 第一季,87779703,975892,61,43,69099,37250,53.91%,3.82%,四千万福利·小剧场·从前有一位名师,52400
15,囚于永夜,1331239,30814,200,161,3054,932,30.52%,3.02%,番外 少爷的生日7,94916
16,炽火难熄 全一季,358330,20546,15,4,1538,660,42.91%,3.21%,第六集 ·“顺路”,94917
17,尾钩,310218,15579,14,3,1550,561,36.19%,3.60%,第10集 · Whole,95503
18,沉浮事,803964,16245,16,5,1754,992,56.56%,6.11%,中元小剧场·百鬼集市,94775
19,我在无限游戏里封神 第三季,24272632,221010,91,21,30432,22693,74.57%,10.27%,破亿纪念单曲·神明所遗落的,81851
20,放学等我 第一季,54484574,841251,53,18,61932,35835,57.86%,4.26%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,藏南晚星,20050984,208563,80,43,21012,15578,74.14%,7.47%,七夕小剧场 · 小许老师买菜记,85110
22,放学等我 第二季,32008000,452917,42,16,44398,33884,76.32%,7.48%,番外·恋爱纪念日,68837
23,魔道祖师 第三季,297709364,1547938,66,56,97540,89848,92.11%,5.80%,传讯符·忘羡,22602
24,魔道祖师 第一季,260439891,2285282,39,22,97099,64594,66.52%,2.83%,主创FT<下>,15861
25,江医生 第一季,17179191,238391,49,27,23195,14187,61.16%,5.95%,千万播放福利第四弹·小剧场·猫,81852
26,台风眼 第二季,29963736,163581,50,32,14328,13261,92.55%,8.11%,完结 FT,68664
27,魔道祖师 第二季,171718316,1423102,41,37,88894,81633,91.83%,5.74%,主役FT（下）,19059
28,我在无限游戏里封神 第一季,74969282,1004045,64,14,77752,43552,56.01%,4.34%,线下漫展VLOG,52347
29,台风眼 第一季,36013428,309349,53,20,22220,13881,62.47%,4.49%,千万福利·富士山在等一片云,52404
30,触礁,310468,12669,17,6,1320,900,68.18%,7.10%,EP05⟢| 吻痕如刀 |,95034
31,我喜欢你的信息素 第一季,101001637,1521238,48,21,72058,44653,61.97%,2.94%,四千万福利,58217
32,我在无限游戏里封神 第二季（下）,21319831,257804,55,14,28297,24183,85.46%,9.38%,花絮06,76557
33,江医生 第二季,8538360,123220,44,36,13815,12858,93.07%,10.43%,主役版·绝对,85256
34,某某 第一季,98861797,1727218,43,28,77041,45055,58.48%,2.61%,伴奏|《梧桐说》,58219
35,降水概率百分百,2028446,29010,42,17,2972,1736,58.41%,5.98%,特别语音 ♡ 烘焙指南,93005
36,吞海 第一季,52325847,537536,54,17,45783,28840,62.99%,5.37%,原创配乐·破晓,29187
37,一颗苹果,14011080,165892,82,35,13753,6089,44.27%,3.67%,完结FT · 谢谢光临,90818
38,我喜欢你的信息素 第二季,76921502,851071,43,26,59008,49776,84.35%,5.85%,国风版·星衍,58218
39,重生之将门毒后 第二季,42596332,386421,83,26,50843,34249,67.36%,8.86%,破亿福利·白噪音·花灯,52293
40,我在无限游戏里封神 第二季（上）,20863749,334826,42,11,34412,29805,86.61%,8.90%,花絮06,71605
41,伪装学渣 第一季,103650119,1954087,30,17,80141,47034,58.69%,2.41%,千万福利·“叫妈妈”,58262
42,将进酒 第一季,106708924,1448057,59,16,78393,53346,68.05%,3.68%,完结FT,25944
43,难言之欲,217398,10126,7,2,745,337,45.23%,3.33%,E3,94857
44,某某 第二季,66781128,834781,67,39,68648,51382,74.85%,6.16%,破亿纪念·《正年少》,58220
45,洄天 第一季,28368806,247766,65,14,23555,11388,48.35%,4.60%,完结语音 · 高能量S级监护人的一天,86815
46,沉醉不醒,4211199,57564,50,31,4952,3120,63.00%,5.42%,დ400万福利剧场·桑拿,86740
47,吞海 第二季,33043065,275420,56,19,26425,24626,93.19%,8.94%,新年祝福,67085
48,解瘾,485500,13823,24,5,920,381,41.41%,2.76%,第七集,94782
49,你的距离,91133437,939781,70,27,78804,56534,71.74%,6.02%,完结FT·主创版,31552
50,小蘑菇 第二季,51986738,506075,51,34,52105,47880,91.89%,9.46%,破亿电话·双人,39605
