排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,7748683,113560,20,1,10047,4007,39.88%,3.53%,第一集·立天地神人破铜炉,91718
2,奇洛李维斯回信,53722325,569083,98,41,53426,28544,53.43%,5.02%,OST A12 · 暗恋基本法,85974
3,灯花笑 上季,2560619,49035,20,6,7620,1143,15.00%,2.33%,第10集,94733
4,一屋暗灯 全一季,12503021,203320,53,13,34203,15529,45.40%,7.64%,福利彩蛋·看星星,93038
5,我在无限游戏里封神 第四季,7662549,143067,56,15,11650,9112,78.21%,6.37%,特别放送 · emoji大挑战,86834
6,情蛊,41107394,442969,68,49,53764,33210,61.77%,7.50%,4000w福利·山大王,86178
7,满城衣冠 全一季,2236862,53350,27,6,3147,1197,38.04%,2.24%,第8集 · 暗涌,90878
8,你的雪人能活多久 第一季,983090,50597,16,0,4572,0,0.00%,0.00%,小剧场01 · 雪人便当,93787
9,伏特加与曼特宁,1509682,61486,17,0,2681,0,0.00%,0.00%,✦店长来啦！②,92988
10,宋玉章 第一季,2952745,43465,16,0,2387,0,0.00%,0.00%,第三折 ·  啼笑因缘,86589
11,囚于永夜,956512,26567,200,161,2335,650,27.84%,2.45%,温然生日小剧场,94916
12,天官赐福 第三季,72134465,271894,68,44,33752,27896,82.65%,10.26%,小剧场·元宵·花灯,82040
13,炽火难熄 全一季,273653,18935,11,2,1389,501,36.07%,2.65%,第四集 ·“哥哥”,94917
14,天官赐福 第二季,73555693,360452,61,43,38634,35144,90.97%,9.75%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,87205596,971496,61,43,68902,37100,53.84%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,沉浮事,534177,14162,12,1,1508,697,46.22%,4.92%,浊世篇·第三集,94775
17,我在无限游戏里封神 第三季,24030070,219561,91,21,30225,22533,74.55%,10.26%,破亿纪念单曲·神明所遗落的,81851
18,早春晴朗,37095447,278404,57,24,22529,14764,65.53%,5.30%,完结FT,72230
19,放学等我 第一季,54005796,837208,53,18,62375,36020,57.75%,4.30%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,我在无限游戏里封神 第一季,74635018,1001326,64,14,77666,43483,55.99%,4.34%,线下漫展VLOG,52347
21,放学等我 第二季,31737815,450359,42,16,44427,33998,76.53%,7.55%,番外·恋爱纪念日,68837
22,魔道祖师 第三季,297385862,1546490,66,56,97502,89829,92.13%,5.81%,传讯符·忘羡,22602
23,魔道祖师 第一季,260108169,2281806,39,22,97119,64635,66.55%,2.83%,主创FT<下>,15861
24,我在无限游戏里封神 第二季（下）,21152082,256435,55,14,28103,24003,85.41%,9.36%,花絮06,76557
25,台风眼 第二季,29814477,162091,50,32,14177,13116,92.52%,8.09%,完结 FT,68664
26,藏南晚星,19772784,206476,79,42,20775,15380,74.03%,7.45%,主题曲伴奏·途经,85110
27,江医生 第一季,16997611,236945,49,27,23034,14068,61.07%,5.94%,千万播放福利第四弹·小剧场·猫,81852
28,绰约,2121546,32141,36,6,1486,552,37.15%,1.72%,律法小贴士·8则,86680
29,台风眼 第一季,35817746,306760,53,20,21982,13762,62.61%,4.49%,千万福利·富士山在等一片云,52404
30,魔道祖师 第二季,171521182,1421654,41,37,88863,81597,91.82%,5.74%,主役FT（下）,19059
31,解瘾,372760,13148,20,3,857,311,36.29%,2.37%,第五集,94782
32,触礁,184059,10857,12,3,1123,694,61.80%,6.39%,✰花絮·01✰,95034
33,我喜欢你的信息素 第一季,100747538,1518739,48,21,72050,44657,61.98%,2.94%,四千万福利,58217
34,我在无限游戏里封神 第二季（上）,20739813,333495,42,11,34255,29660,86.59%,8.89%,花絮06,71605
35,降水概率百分百,1864322,28277,35,15,2805,1608,57.33%,5.69%,˚.⊹ 第十八期 ♡₊˚,93005
36,沉醉不醒,4096113,57158,48,29,4845,3039,62.72%,5.32%,番外·墨源·下,86740
37,一颗苹果,13851986,163995,82,35,13540,5983,44.19%,3.65%,完结FT · 谢谢光临,90818
38,再世权臣 第三季（下）,891270,25576,21,12,2322,2067,89.02%,8.08%,第十二集 ·  雨后风荷,93437
39,某某 第一季,98649405,1724580,43,28,77211,45099,58.41%,2.62%,伴奏|《梧桐说》,58219
40,嫁给一个死太监 第一季,3887126,78079,34,12,4649,2592,55.75%,3.32%,新春福利音,66726
41,搭界 第一季,401081,15754,20,7,1584,820,51.77%,5.21%,花絮03,94617
42,吞海 第一季,52091527,535631,54,17,45636,28719,62.93%,5.36%,原创配乐·破晓,29187
43,江医生 第二季,8417638,122306,44,36,13680,12725,93.02%,10.40%,主役版·绝对,85256
44,洄天 第一季,28184630,246698,65,14,23407,11310,48.32%,4.58%,完结语音 · 高能量S级监护人的一天,86815
45,重生之将门毒后 第二季,42375598,385128,83,26,50697,34124,67.31%,8.86%,破亿福利·白噪音·花灯,52293
46,我喜欢你的信息素 第二季,76750259,849688,43,26,59002,49813,84.43%,5.86%,国风版·星衍,58218
47,伪装学渣 第一季,103448041,1951454,30,17,80123,46989,58.65%,2.41%,千万福利·“叫妈妈”,58262
48,小蘑菇 第二季,51856442,505116,51,34,52019,47797,91.88%,9.46%,破亿电话·双人,39605
49,将进酒 第一季,106482330,1445951,59,16,78391,53350,68.06%,3.69%,完结FT,25944
50,谁来言说夜晚 上季,1326391,15118,74,38,1629,884,54.27%,5.85%,第55集,94321
