排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,9481737,178272,42,9,29904,11978,40.05%,6.72%,花絮06,93038
2,我在无限游戏里封神 第四季,5970527,132633,39,13,9772,7247,74.16%,5.46%,第十三集 · 召唤物,86834
3,洄天 第一季,26995875,241034,61,12,22598,10708,47.38%,4.44%,主题曲「你的方向」· 伴奏,86815
4,奇洛李维斯回信,50086636,548910,86,29,51417,27017,52.54%,4.92%,5000W福利第②弹 · 主役版《共你我》,85974
5,满城衣冠 全一季,1374772,45133,10,0,1963,0,0.00%,0.00%,第2集 · 债,90878
6,情蛊,38749290,420788,67,48,51111,31531,61.69%,7.49%,完结FT·下,86178
7,早春晴朗,35688874,271783,57,24,21889,14381,65.70%,5.29%,完结FT,72230
8,坠落,11264454,180516,59,22,14843,4919,33.14%,2.72%,番外二·新生,76041
9,我在无限游戏里封神 第三季,23049965,213061,91,21,29347,21790,74.25%,10.23%,破亿纪念单曲·神明所遗落的,81851
10,天官赐福 第三季,70831482,263770,67,43,32818,27074,82.50%,10.26%,小剧场·元宵·花灯,82040
11,沉醉不醒,3481063,54118,39,20,4260,2553,59.93%,4.72%,第十四期,86740
12,天官赐福 第二季,72439270,353038,61,43,38052,34624,90.99%,9.81%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
13,天官赐福 第一季,85653066,958385,61,43,68579,36852,53.74%,3.85%,四千万福利·小剧场·从前有一位名师,52400
14,再世权臣 第三季（下）,520025,21117,15,8,1552,1376,88.66%,6.52%,第八集 ·  走投无路,93437
15,放学等我 第一季,52590030,824999,53,18,62995,36264,57.57%,4.40%,1700W福利·P-特别小剧场「2022.12.2」,64911
16,放学等我 第二季,30916515,442559,42,16,44557,34335,77.06%,7.76%,番外·恋爱纪念日,68837
17,小蘑菇 第二季,51346691,500821,51,34,51802,47616,91.92%,9.51%,破亿电话·双人,39605
18,绰约,1742464,29818,18,0,1041,0,0.00%,0.00%,律法小贴士·2则,86680
19,我在无限游戏里封神 第一季,73256091,988554,64,14,77267,43330,56.08%,4.38%,线下漫展VLOG,52347
20,默读 第五季,39078580,464631,47,34,46450,40048,86.22%,8.62%,电话,59100
21,愚蠢的有钱人,1412607,27283,87,70,2347,1288,54.88%,4.72%,【花絮6】,93113
22,魔道祖师 第三季,296415417,1542029,66,56,97604,89984,92.19%,5.84%,传讯符·忘羡,22602
23,我在无限游戏里封神 第二季（下）,20471856,250236,55,14,27439,23413,85.33%,9.36%,花絮06,76557
24,魔道祖师 第一季,259003408,2268786,39,22,97128,64655,66.57%,2.85%,主创FT<下>,15861
25,藏南晚星,19111366,201046,79,42,20203,14933,73.91%,7.43%,主题曲伴奏·途经,85110
26,门生故旧,507481,15577,37,25,1505,1090,72.43%,7.00%,★ 30·爱,93774
27,小蘑菇 第一季,50295559,921821,33,17,58358,39164,67.11%,4.25%,白噪音·漫步荒原,29125
28,一颗苹果,13193238,153198,81,34,12590,5494,43.64%,3.59%,花絮08 · 客官很可以,90818
29,魔道祖师 第二季,170905311,1417302,41,37,88851,81576,91.81%,5.76%,主役FT（下）,19059
30,台风眼 第二季,29398032,157121,50,32,13744,12704,92.43%,8.09%,完结 FT,68664
31,理想型,519127,10498,23,6,878,347,39.52%,3.31%,17·尊重欲望,93439
32,吞海 第一季,51307427,528416,54,17,45069,28295,62.78%,5.35%,原创配乐·破晓,29187
33,台风眼 第一季,35149880,297913,53,20,21183,13346,63.00%,4.48%,千万福利·富士山在等一片云,52404
34,我在无限游戏里封神 第二季（上）,20266976,327495,42,11,33708,29184,86.58%,8.91%,花絮06,71605
35,默读 第四季,45936573,541668,31,23,42007,40159,95.60%,7.41%,骆一锅的一天,59099
36,入戏,8551948,90632,80,54,7433,5719,76.94%,6.31%,新春语音,82289
37,某某 第一季,97961460,1714110,43,28,77537,45183,58.27%,2.64%,伴奏|《梧桐说》,58219
38,秋燥 第一季,342836,14162,12,3,1472,460,31.25%,3.25%,第六集,93438
39,江医生 第一季,16386165,231586,49,27,22494,13652,60.69%,5.90%,千万播放福利第四弹·小剧场·猫,81852
40,我喜欢你的信息素 第一季,99885713,1507848,48,21,72380,45005,62.18%,2.98%,四千万福利,58217
41,将进酒 第一季,105737218,1437367,59,16,78357,53380,68.12%,3.71%,完结FT,25944
42,逆鳞 第一季,297106,12796,16,3,1300,505,38.85%,3.95%,花絮②,93750
43,吞海 第二季,32397874,270072,56,19,25886,24106,93.12%,8.93%,新年祝福,67085
44,交易沦陷,28764443,173925,138,99,17242,10068,58.39%,5.79%,特别福利·星空沦陷,54171
45,沉浮事,709005,17598,84,72,1295,806,62.24%,4.58%,花絮-叁,92895
46,默读 第三季,37371076,599772,17,14,35561,33102,93.09%,5.52%,甜甜生日特别篇,59098
47,谁来言说夜晚 上季,457750,11072,23,0,877,0,0.00%,0.00%,第14集,94321
48,娑婆,1140195,31830,16,8,3184,729,22.90%,2.29%,第九集,93178
49,吞海 第三季（上）,22412176,215741,38,16,18386,17224,93.68%,7.98%,OST·04 此地埋名,73221
50,太傅他人人喊打 第二季,3587483,43249,36,21,3661,2582,70.53%,5.97%,小剧场·《龙床》,86723
