排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,4968436,129202,24,3,22018,6332,28.76%,4.90%,花絮04,93038
2,洄天 第一季,23307933,225646,44,6,20120,8418,41.84%,3.73%,第八期,86815
3,我在无限游戏里封神 第四季,3984620,118794,25,7,7175,4558,63.53%,3.84%,第七集 · 记忆折叠,86834
4,奇洛李维斯回信,46438295,527662,81,25,49218,25471,51.75%,4.83%,回信广播剧完结FT（下） · 花都冰室,85974
5,再世权臣 第三季（下）,166653,14505,5,2,803,618,76.96%,4.26%,第二集 ·  同舟共济,93437
6,情蛊,36544912,402458,67,48,48904,30143,61.64%,7.49%,完结FT·下,86178
7,早春晴朗,33431861,258108,57,24,20799,13629,65.53%,5.28%,完结FT,72230
8,娑婆,662865,26494,7,0,2593,0,0.00%,0.00%,第三集,93178
9,沉醉不醒,2446771,46211,27,9,3413,1818,53.27%,3.93%,苏墨♡生日快乐,86740
10,初三的六一儿童节,26362668,58016,279,247,6474,5246,81.03%,9.04%,番外6 春光（1）,85562
11,我在无限游戏里封神 第三季,22054132,206594,91,21,28570,21100,73.85%,10.21%,破亿纪念单曲·神明所遗落的,81851
12,奇洛李维斯回信 番外篇,639856,47769,3,2,3784,3041,80.36%,6.37%,番外 ·  庆生宴,93420
13,天官赐福 第三季,69609024,257180,67,43,32098,26433,82.35%,10.28%,小剧场·元宵·花灯,82040
14,反差 全一季,7161250,56134,37,18,3991,2348,58.83%,4.18%,第十五集·爱为新生,86684
15,放学等我 第一季,51192360,811750,53,18,62822,36369,57.89%,4.48%,1700W福利·P-特别小剧场「2022.12.2」,64911
16,顶级掠食者 第二季,7140422,54257,36,16,5002,3998,79.93%,7.37%,启动音征集,86789
17,一颗苹果,12526280,145041,80,34,11807,5072,42.96%,3.50%,启动音试听 · 谢青寄,90818
18,放学等我 第二季,30083785,433732,42,16,44389,34563,77.86%,7.97%,番外·恋爱纪念日,68837
19,天官赐福 第二季,71389041,346951,61,43,37543,34151,90.97%,9.84%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
20,天官赐福 第一季,84275490,947331,61,43,68120,36553,53.66%,3.86%,四千万福利·小剧场·从前有一位名师,52400
21,于是麦麦决定离家出走,5075918,101795,44,27,8813,5373,60.97%,5.28%,麦麦剧场✦霸道皇爷俏公公·大结局,86179
22,藏南晚星,18368029,195697,79,42,19529,14374,73.60%,7.35%,主题曲伴奏·途经,85110
23,我在无限游戏里封神 第一季,71931475,976433,64,14,76751,43060,56.10%,4.41%,线下漫展VLOG,52347
24,降水概率百分百,792916,20000,16,3,1724,580,33.64%,2.90%,520语音 ♡ 餐桌故事,93005
25,吞海 第一季,50474852,521172,54,17,44520,27823,62.50%,5.34%,原创配乐·破晓,29187
26,交易沦陷,27323111,167228,138,99,16624,9690,58.29%,5.79%,特别福利·星空沦陷,54171
27,液态欲望 全一季,484507,25100,15,5,1536,599,39.00%,2.39%,EP04,86692
28,太傅他人人喊打 第二季,3011216,40511,28,15,3096,2003,64.70%,4.94%,第十四集,86723
29,初三的六一儿童节 第二季（上）,733419,9708,9,4,759,490,64.56%,5.05%,522福利音 · 懒觉福利,93154
30,我在无限游戏里封神 第二季（下）,19793792,244142,55,14,26870,22892,85.20%,9.38%,花絮06,76557
31,魔道祖师 第三季,295414662,1537894,66,56,97584,89975,92.20%,5.85%,传讯符·忘羡,22602
32,吞海 第二季,31852034,265674,56,19,25449,23686,93.07%,8.92%,新年祝福,67085
33,燎原,37297988,387168,43,34,39015,29692,76.10%,7.67%,FT,63688
34,小蘑菇 第二季,50357659,494464,46,33,50477,46966,93.04%,9.50%,全剧五千万福利,39605
35,魔道祖师 第一季,257920432,2257119,39,22,96836,64508,66.62%,2.86%,主创FT<下>,15861
36,某某 第一季,97304370,1703845,43,28,77301,45095,58.34%,2.65%,伴奏|《梧桐说》,58219
37,愚蠢的有钱人,672431,19200,49,36,1629,757,46.47%,3.94%,【花絮4】,93113
38,我在无限游戏里封神 第二季（上）,19815491,321611,42,11,33197,28751,86.61%,8.94%,花絮06,71605
39,吞海 第三季（上）,22020167,211694,38,16,18024,16875,93.63%,7.97%,OST·04 此地埋名,73221
40,台风眼 第二季,28934603,152312,50,32,13352,12327,92.32%,8.09%,完结 FT,68664
41,将进酒 第一季,104952909,1428684,59,16,78227,53340,68.19%,3.73%,完结FT,25944
42,偷风不偷月 上季,8166128,128359,41,18,10438,5827,55.82%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
43,魔道祖师 第二季,170281324,1413075,41,37,88782,81506,91.80%,5.77%,主役FT（下）,19059
44,惹祸精,1079040,31335,42,14,1765,985,55.81%,3.14%,100福利·斯昭起床福利音,90987
45,台风眼 第一季,34414966,289795,53,20,20502,12965,63.24%,4.47%,千万福利·富士山在等一片云,52404
46,欢迎进入梦魇直播间 第二季,6127045,45120,28,11,3513,2543,72.39%,5.64%,《今日没说法》⑤ ·「不平安疗养院」,90985
47,吞海 第三季（下）,18962689,187721,51,18,18416,16670,90.52%,8.88%,破亿纪念•抒情主役版「晓」,76879
48,我喜欢你的信息素 第一季,99074805,1497589,48,21,72330,45052,62.29%,3.01%,四千万福利,58217
49,小蘑菇 第一季,49431802,912149,33,17,58111,38997,67.11%,4.28%,白噪音·漫步荒原,29125
50,伪装学渣 第一季,102143647,1927208,30,17,79825,46905,58.76%,2.43%,千万福利·“叫妈妈”,58262
