排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,5885936,138755,31,5,23779,7627,32.07%,5.50%,第七集,93038
2,洄天 第一季,24303069,229494,49,7,20690,8987,43.44%,3.92%,花絮04 · 主役篇,86815
3,我在无限游戏里封神 第四季,4335002,121611,28,8,7703,5120,66.47%,4.21%,特别放送 · 副本通关大作战 · 百鬼夜行,86834
4,奇洛李维斯回信,47182564,531661,83,27,49621,25751,51.90%,4.84%,回信广播剧主创FT（上）,85974
5,再世权臣 第三季（下）,230670,16412,7,3,973,795,81.71%,4.84%,日历语音 · 关怀,93437
6,情蛊,37027747,406239,67,48,49352,30444,61.69%,7.49%,完结FT·下,86178
7,早春晴朗,33937559,261287,57,24,20997,13772,65.59%,5.27%,完结FT,72230
8,娑婆,774196,28115,10,3,2811,422,15.01%,1.50%,第五集,93178
9,沉醉不醒,2684022,48660,29,11,3656,2034,55.63%,4.18%,儿童节迷你剧场,86740
10,奇洛李维斯回信 番外篇,733782,51831,3,2,4008,3203,79.92%,6.18%,番外 ·  庆生宴,93420
11,天官赐福 第三季,69904541,258583,67,43,32248,26555,82.35%,10.27%,小剧场·元宵·花灯,82040
12,反差 全一季,7351330,57572,40,19,4254,2597,61.05%,4.51%,完结福利音·应晏哄睡,86684
13,初三的六一儿童节,26901491,59383,287,255,6675,5431,81.36%,9.15%,番外9 跨年夜,85562
14,我在无限游戏里封神 第三季,22259573,207750,91,21,28713,21220,73.90%,10.21%,破亿纪念单曲·神明所遗落的,81851
15,顶级掠食者 第二季,7331985,54679,48,17,5108,4105,80.36%,7.51%,OST·11永恒的吻,86789
16,天官赐福 第二季,71634018,348227,61,43,37670,34267,90.97%,9.84%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
17,天官赐福 第一季,84569447,949544,61,43,68188,36624,53.71%,3.86%,四千万福利·小剧场·从前有一位名师,52400
18,放学等我 第一季,51467459,814259,53,18,62885,36352,57.81%,4.46%,1700W福利·P-特别小剧场「2022.12.2」,64911
19,放学等我 第二季,30251680,435445,42,16,44470,34561,77.72%,7.94%,番外·恋爱纪念日,68837
20,于是麦麦决定离家出走,5227642,103043,47,30,9005,5494,61.01%,5.33%,500w福利✦活动日,86179
21,小蘑菇 第二季,50614710,496002,48,34,51124,47222,92.37%,9.52%,破亿福利·《风过荒野》主役版,39605
22,吞海 第一季,50654527,522652,54,17,44654,27973,62.64%,5.35%,原创配乐·破晓,29187
23,交易沦陷,27670294,168809,138,99,16765,9778,58.32%,5.79%,特别福利·星空沦陷,54171
24,降水概率百分百,889805,20824,18,5,1836,692,37.69%,3.32%,˚.⊹ 第八期 ♡₊˚,93005
25,藏南晚星,18528327,196752,79,42,19653,14485,73.70%,7.36%,主题曲伴奏·途经,85110
26,一颗苹果,12663621,146543,80,34,11956,5174,43.28%,3.53%,启动音试听 · 谢青寄,90818
