排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,3388560,107918,16,1,花絮02,93038
2,洄天 第一季,21543152,217593,39,4,第六期,86815
3,奇洛李维斯回信 番外篇,283955,27091,3,2,番外 ·  庆生宴,93420
4,娑婆,241235,18883,5,0,主题曲·莫拜观音,93178
5,我在无限游戏里封神 第四季,3393764,114156,21,5,第五集 · 纸鬼桥,86834
6,反差 全一季,6849279,53747,33,15,第十三集·向死之心,86684
7,液态欲望 全一季,328914,22127,8,1,EP02,86692
8,精神科医生神经了,8596,2590,1,0,先导预告·陵游&刺桐,93567
9,沉醉不醒,2109305,43752,23,6,ღ200万福利·晚安语音·苏墨,86740
10,再世权臣 第三季（下）,46726,6891,2,0,日历语音 · 梦中人,93437
11,太傅他人人喊打 第二季,2725004,39140,25,13,第十二集,86723
12,再世权臣 第三季（上）,2507417,47222,34,10,第十集 ·  再度启程,86827
13,恩客,1147310,17024,48,35,40·戒酒,91870
14,重回我爸少年时 第一季,1339157,17260,49,19,花絮13,91872
15,愚蠢的有钱人,488086,17254,33,20,【花絮3】,93113
16,烟花情书,49427,2915,4,0,第二集,93337
17,蜉蝣,50122,10088,4,0,ೀ˖˚ 倒计时1天,93202
18,闭嘴，你这假粉 全一季,1937349,23816,33,20,番外2 · 一日为友，终生为父,87641
19,吞雨,311855,13161,26,9,第十集 Je t'ai toujours aimé,91589
20,君有疾否,1464477,31988,88,60,第71集,90896
21,禁区,165645,8886,25,6,14 熟人,92575
22,语义错误 第一季,3402991,24816,22,7,Ep.09 DESIRE,92155
23,美人印,569326,28903,15,6,母亲节小剧场,92611
24,六州歌头 下季,705327,8946,99,94,98 古今兴亡事,92061
25,逐玉 第二季,731011,14115,15,4,小剧场 · 退学记,92520
26,降水概率百分百,632617,18234,12,1,˚.⊹ 第四期 ♡₊˚,93005
27,初三的六一儿童节 第二季（上）,383945,8396,5,2,第三集 · 明德小事,93154
28,落火 全一季,241668,13282,13,3,第五集,92245
29,沉浮事,214935,9329,39,29,第叁拾陆集 请罪,92895
30,岁岁未停,88880,5620,8,2,第三期-你是我最大的秘密,93196
