排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,7095331,104890,17,0,7895,0,0.00%,0.00%,新年小剧场《压岁钱》,91718
2,奇洛李维斯回信,53324866,566991,98,41,53174,28353,53.32%,5.00%,OST A12 · 暗恋基本法,85974
3,一屋暗灯 全一季,12318574,201648,53,13,34013,15327,45.06%,7.60%,福利彩蛋·看星星,93038
4,我在无限游戏里封神 第四季,7538921,142189,56,15,11514,8980,77.99%,6.32%,特别放送 · emoji大挑战,86834
5,满城衣冠 全一季,2129922,52651,25,5,3042,1077,35.40%,2.05%,主题曲② · 失控的月亮,90878
6,灯花笑 上季,2305053,47020,18,4,7371,897,12.17%,1.91%,第8集,94733
7,情蛊,40806466,440402,68,49,53493,33013,61.71%,7.50%,4000w福利·山大王,86178
8,宋玉章 第一季,2671601,42721,15,0,2210,0,0.00%,0.00%,第二折 · 小团圆,86589
9,伏特加与曼特宁,1406974,60490,16,0,2600,0,0.00%,0.00%,第二期,92988
10,你的雪人能活多久 第一季,822671,47787,15,0,4290,0,0.00%,0.00%,第二集 · 现在开始同居生活？,93787
11,炽火难熄 全一季,238811,17983,10,1,1307,389,29.76%,2.16%,第三集 · 升级,94917
12,囚于永夜,784672,22441,200,161,1949,532,27.30%,2.37%,温然生日小剧场,94916
13,天官赐福 第三季,71943044,270762,68,44,33613,27775,82.63%,10.26%,小剧场·元宵·花灯,82040
14,天官赐福 第二季,73400783,359365,61,43,38553,35062,90.94%,9.76%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,87007024,969658,61,43,68833,37056,53.83%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,沉浮事,445231,13551,12,1,1429,590,41.29%,4.35%,浊世篇·第三集,94775
17,我在无限游戏里封神 第三季,23928438,218926,91,21,30143,22458,74.50%,10.26%,破亿纪念单曲·神明所遗落的,81851
18,我在无限游戏里封神 第一季,74495740,1000077,64,14,77631,43448,55.97%,4.34%,线下漫展VLOG,52347
19,早春晴朗,36916756,277567,57,24,22450,14720,65.57%,5.30%,完结FT,72230
20,放学等我 第一季,53830360,835732,53,18,62476,36019,57.65%,4.31%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,放学等我 第二季,31635530,449303,42,16,44417,34021,76.59%,7.57%,番外·恋爱纪念日,68837
22,魔道祖师 第三季,297267390,1545959,66,56,97501,89836,92.14%,5.81%,传讯符·忘羡,22602
23,我在无限游戏里封神 第二季（下）,21085018,255842,55,14,28033,23943,85.41%,9.36%,花絮06,76557
24,绰约,2072936,31940,34,5,1460,523,35.82%,1.64%,200W播放纪念·裴廷约,86680
25,魔道祖师 第一季,259977827,2280361,39,22,97146,64662,66.56%,2.84%,主创FT<下>,15861
26,解瘾,329379,12692,18,2,790,224,28.35%,1.76%,戏曲选段❃武家坡,94782
27,台风眼 第二季,29761147,161482,50,32,14134,13075,92.51%,8.10%,完结 FT,68664
28,一颗苹果,13788858,163138,82,35,13441,5929,44.11%,3.63%,完结FT · 谢谢光临,90818
29,江医生 第一季,16924553,236354,49,27,22967,14018,61.04%,5.93%,千万播放福利第四弹·小剧场·猫,81852
30,清白之年,366496,12542,13,0,1018,0,0.00%,0.00%,第四集·人生难得是欢聚,94838
31,台风眼 第一季,35743631,305705,53,20,21879,13709,62.66%,4.48%,千万福利·富士山在等一片云,52404
32,藏南晚星,19690110,205719,79,42,20706,15324,74.01%,7.45%,主题曲伴奏·途经,85110
33,嫁给一个死太监 第一季,3851442,77408,34,12,4595,2559,55.69%,3.31%,新春福利音,66726
34,我在无限游戏里封神 第二季（上）,20689269,332931,42,11,34203,29616,86.59%,8.90%,花絮06,71605
35,再世权臣 第三季（下）,868342,25263,21,12,2285,2035,89.06%,8.06%,第十二集 ·  雨后风荷,93437
36,魔道祖师 第二季,171446751,1421110,41,37,88871,81606,91.83%,5.74%,主役FT（下）,19059
37,谁来言说夜晚 上季,1175630,14775,69,33,1592,847,53.20%,5.73%,第50集,94321
38,我喜欢你的信息素 第一季,100648980,1517582,48,21,72047,44646,61.97%,2.94%,四千万福利,58217
39,搭界 第一季,374155,15403,18,6,1554,784,50.45%,5.09%,小剧场 · 请墨宝,94617
40,沉醉不醒,4035874,56890,48,29,4788,2994,62.53%,5.26%,番外·墨源·下,86740
41,降水概率百分百,1786781,27698,34,14,2678,1492,55.71%,5.39%,˚.⊹ 第十七期 ♡₊˚,93005
42,洄天 第一季,28104016,246262,65,14,23348,11277,48.30%,4.58%,完结语音 · 高能量S级监护人的一天,86815
43,某某 第一季,98568846,1723401,43,28,77228,45073,58.36%,2.62%,伴奏|《梧桐说》,58219
44,江医生 第二季,8371611,121875,44,36,13630,12676,93.00%,10.40%,主役版·绝对,85256
45,吞海 第一季,51999028,534847,54,17,45577,28665,62.89%,5.36%,原创配乐·破晓,29187
46,重生之将门毒后 第二季,42286893,384662,83,26,50651,34085,67.29%,8.86%,破亿福利·白噪音·花灯,52293
47,小蘑菇 第二季,51803169,504706,51,34,51999,47780,91.89%,9.47%,破亿电话·双人,39605
48,我喜欢你的信息素 第二季,76684046,849135,43,26,59070,49900,84.48%,5.88%,国风版·星衍,58218
49,默读 第五季,39247730,466720,47,34,46545,40141,86.24%,8.60%,电话,59100
50,伪装学渣 第一季,103371165,1950229,30,17,80135,47002,58.65%,2.41%,千万福利·“叫妈妈”,58262
