排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,6363176,144641,32,5,小剧场▪存钱罐,93038
2,奇洛李维斯回信,47537354,534080,83,27,回信广播剧主创FT（上）,85974
3,洄天 第一季,24797076,231446,50,8,第十期,86815
4,情蛊,37251862,408131,67,48,完结FT·下,86178
5,奇洛李维斯回信 番外篇,766601,53412,3,2,番外 ·  庆生宴,93420
6,二哈和他的白猫师尊,162959377,3160911,77,0,第肆季-第十期,20741
7,囚于永夜,4618816,282406,1,0,织音发布会纯享PV · 概念预告,86822
8,放学等我 第一季,51617416,815921,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
9,早春晴朗,34194971,263190,57,24,完结FT,72230
10,见春天,12807433,226443,54,8,魏清越书信·02,80533
11,我在无限游戏里封神 第四季,4551386,123185,29,9,第九集 · 纪念品,86834
12,天官赐福 第一季,84713001,950705,61,43,四千万福利·小剧场·从前有一位名师,52400
13,天官赐福 第四季,4930607,81685,11,0,先导预告,91718
14,小蘑菇 第一季,49730299,915925,33,17,白噪音·漫步荒原,29125
15,魔道祖师 第一季,258236888,2260305,39,22,主创FT<下>,15861
16,我在无限游戏里封神 第一季,72324797,979952,64,14,线下漫展VLOG,52347
17,伪装学渣 第一季,102330178,1930953,30,17,千万福利·“叫妈妈”,58262
18,虚拟偶像团综丨《NEW DAYS（一起又出发）》,28391471,110420,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
19,迪奥先生 第一季,79206195,1075099,30,15,王氏破产 铃声,23329
20,一颗苹果,12731620,147424,80,34,启动音试听 · 谢青寄,90818
21,我喜欢你的信息素 第一季,99317630,1500641,48,21,四千万福利,58217
22,放学等我 第二季,30339354,436512,42,16,番外·恋爱纪念日,68837
23,交易沦陷,27814608,169624,138,99,特别福利·星空沦陷,54171
24,娑婆,814760,28612,10,3,第五集,93178
25,将进酒 第一季,105193411,1431262,59,16,完结FT,25944
26,小蘑菇 第二季,50791258,497166,48,34,破亿福利·《风过荒野》主役版,39605
27,于是麦麦决定离家出走,5281381,103471,48,30,花絮09,86179
28,重生之将门毒后 第一季,92446532,826184,82,27,主役reaction·片段03,43922
29,某某 第一季,97504335,1706830,43,28,伴奏|《梧桐说》,58219
30,台风眼 第一季,34640498,292002,53,20,千万福利·富士山在等一片云,52404
31,娘娘腔,37073292,705542,31,0,主役听剧Reaction,46640
32,坠落,10478051,170853,59,22,台风眼S02E17,76041
33,再世权臣 第一季,21102431,254592,79,17,花絮07,71321
34,天官赐福 第三季,70034407,259274,67,43,小剧场·元宵·花灯,82040
35,伏特加与曼特宁,703656,44496,3,0,520小剧场·吻醒,92988
36,干涸地,1823912,79104,1,0,概念预告,86725
37,我在无限游戏里封神 第三季,22356563,208477,91,21,破亿纪念单曲·神明所遗落的,81851
38,反差 全一季,7419281,57887,41,19,小剧场·家人的爱,86684
39,沉醉不醒,2794727,49588,30,12,第十期,86740
40,藏南晚星,18605137,197374,79,42,主题曲伴奏·途经,85110
41,入蛊 全一季,336190,14145,8,2,Ⱄⱄᐝ第五回,93646
42,全球高考 第一季（全新版）,20934714,364316,37,11,— 「全季完结FT」—,60289
43,难哄,145955417,1573058,76,48,破亿福利·纪念FT,38074
44,初三的六一儿童节,27111034,59777,287,255,番外9 跨年夜,85562
45,针锋对决,37515735,925842,19,0,完结FT  互动问答,19249
46,不二之臣,40642231,847169,16,0,大结局·下,25580
47,南方海啸,23341010,167625,102,68,花絮⑤,85492
48,偷偷藏不住,202045860,2413270,89,54,2亿福利·双人电话语音,34632
49,液态欲望 全一季,597941,27507,20,8,EP06（上）,86692
50,吞海 第一季,50734204,523445,54,17,原创配乐·破晓,29187
51,魔道祖师 第三季,295715798,1539074,66,56,传讯符·忘羡,22602
52,FOG[电竞] 第一季,70023345,759773,39,14,2000W福利·whisper伴奏抒情版,29122
53,二哈和他的白猫师尊,14897723,98489,669,603,完结FT,81979
54,天官赐福 第二季,71743636,348872,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
55,顶级掠食者 第二季,7408238,54918,48,17,OST·11永恒的吻,86789
56,江医生 第一季,15969564,228024,49,27,千万播放福利第四弹·小剧场·猫,81852
57,虚拟偶像团综丨《一起再出发》,90268763,250460,179,0,中秋特辑·清道夫,58225
58,判官 第一季,37940746,647064,45,21,听剧reaction,37773
59,你的距离,89912631,932421,70,27,完结FT·主创版,31552
60,这题超纲了 第一季,20431604,489085,44,17,【回放】《这题超纲了》M星直播,41369
61,再世权臣 第三季（下）,267610,17151,8,4,第四集 ·  白鹿祥瑞,93437
62,我在无限游戏里封神 第二季（下）,19998023,245920,55,14,花絮06,76557
63,偏偏宠爱,17250419,360050,49,13,四百万语音·江忍,52353
64,蜉蝣,346040,18192,12,1,ೀ˖˚ 高考加油,93202
65,重生之将门毒后 第二季,41153814,377729,83,26,破亿福利·白噪音·花灯,52293
66,虚拟偶像团综丨《LASER出道日》,82433050,675679,89,0,专业小课堂：电子竞技运动与管理专业,28989
67,虚拟偶像综艺 |《VANITY FAIR（名利场）》,27364522,126320,71,0,梦系列小剧场06·白日,78684
68,破云 第一季,58871377,1091081,20,15,圣诞特辑,59047
69,逐玉 第一季,4395565,72321,43,14,原创配乐 · 凶夜,89245
70,魔道祖师 第二季,170463627,1414253,41,37,主役FT（下）,19059
71,我在无限游戏里封神 第二季（上）,19949363,323358,42,11,花絮06,71605
72,提灯看刺刀 上季,14277499,237586,32,8,花絮·韩楚,77771
73,我喜欢你的信息素 第二季,75854339,841732,43,26,国风版·星衍,58218
74,夫人你马甲又掉了 第一季,64483278,1019408,25,0,小剧场3,32574
75,谁把谁当真,14634901,772041,4,0,第四期,726
76,秉性下等,25462165,203391,99,35,两千万福利·时间的情书,64528
77,AWM 第二季,56967752,692256,47,28,【店庆释出】特供番外·咦？捡了个白色手机2,24494
78,燎原,37437558,388304,43,34,FT,63688
79,太傅他人人喊打 第二季,3264597,41553,32,18,番外1·《汶阳篇》,86723
80,别来无恙 第一季,22802693,449503,48,22,1000W福利•《满心》（合唱版）,37937
81,有名,22785857,163431,60,32,制作FT,52382
82,失忆后死对头成了我男朋友？,4863375,97229,44,20,花絮·陆云笙,86693
83,落池,68250716,1345717,15,0,落池·番外,22032
84,本能游戏,25233692,104643,221,158,雪地番外 · 04冰冷的家,69569
85,逐玉 第二季,861344,15362,20,8,第十一集 · 阿娘,92520
86,欢迎进入梦魇直播间 第一季,23264339,191402,62,20,完结FT,75856
87,君有疾否 第一季,26656648,459069,67,56,苏世誉 ✦ 第一季启动音,34592
88,你就当我死了吧  全一季,12672592,245804,30,0,主役版主题曲（纯享）,76841
89,FOG[电竞]第二季,57561343,432250,50,28,破亿特别直播回放,39588
90,君有疾否 第二季,25107975,256856,94,25,520 限定pv✦苏世誉 · 万蝶振翅,42645
91,虚拟偶像综艺丨《险象环声》,82631945,435378,138,0,三千万福利·偶像问答,38165
92,欲言难止,183967,8342,182,160,欲言难止 第171集 我做了一个很长的梦（完）,93138
93,悬日 上季,11447407,149993,52,18,ଫ苏洄生日福利,88192
94,将进酒 第二季,72088473,810235,45,22,第二季完结FT,30383
95,愚蠢的有钱人,878098,21748,65,50,【花絮4】,93113
96,AWM 第一季,85492721,1250129,43,20,第十四集·烙印,20284
97,如果月亮不抱你,83365132,1189117,24,0,全网2000万福利突击采访,25485
98,等风热吻你,16422016,308226,56,18,插曲《约定》,52292
99,陈年烈苟 第一季,28397871,224259,62,21,《陈年烈苟》第一季 ✦ 陶淮南启动音,61128
100,封建糟粕,15634704,149497,143,110,充电·李叔堂,87589
