排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,16774982,192017,30,0,13649,0,0.00%,第二期,86815
2,我在无限游戏里封神 第四季,2218346,100425,11,1,4742,1916,40.40%,第一集 · 羔羊,86834
3,奇洛李维斯回信,41553586,502461,79,23,46480,23531,50.63%,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,33501317,377590,61,42,45497,27949,61.43%,番外·此为情蛊,86178
5,于是麦麦决定离家出走,4191461,94045,29,17,7568,4486,59.28%,第十二期,86179
6,顶级掠食者 第二季,5408613,49568,24,9,4030,3017,74.86%,第九集,86789
7,逐玉 第一季,4099794,70214,43,14,2190,973,44.43%,原创配乐 · 凶夜,89245
8,一颗苹果,11265081,133753,78,32,10422,4202,40.32%,启动音试听 · 谢青寄,90818
9,反差 全一季,6188156,49267,27,9,3135,1558,49.70%,第九集·孤注的告白,86684
10,天官赐福 第三季,67435027,250388,67,43,31375,25783,82.18%,小剧场·元宵·花灯,82040
11,沉醉不醒,1415164,38764,12,0,1837,0,0.00%,ღ100万福利·早安语音·丁竞元,86740
12,初三的六一儿童节,22790227,48837,234,202,5386,4202,78.02%,【回放】R361有声剧完结FT,85562
13,早春晴朗,30866623,240177,57,24,19270,12638,65.58%,完结FT,72230
14,美人印,430296,26439,9,2,1677,245,14.61%,小剧场1-病娇弟弟,92611
15,惹祸精,661164,25534,31,10,1232,572,46.43%,第十二集,90987
16,再世权臣 第三季（上）,1984879,44280,30,7,2845,1988,69.88%,第七集 ·  相思何味,86827
17,偷风不偷月 上季,7699442,123256,41,18,10115,5574,55.11%,300w福利·楚识琛（沈若臻）·风月语录,71389
18,天官赐福 第二季,69704434,340690,61,43,36992,33644,90.95%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
19,我在无限游戏里封神 第三季,20975304,199834,91,21,27778,20394,73.42%,破亿纪念单曲·神明所遗落的,81851
20,天官赐福 第一季,82352446,936496,61,43,67570,36251,53.65%,四千万福利·小剧场·从前有一位名师,52400
21,欢迎进入梦魇直播间 第二季,4963904,39972,21,9,2967,2060,69.43%,第九集 ♱ 三个问题,90985
22,藏南晚星,17517398,189357,79,42,18685,13659,73.10%,主题曲伴奏·途经,85110
23,太傅他人人喊打 第二季,2031685,36016,18,8,2513,1358,54.04%,第八集,86723
24,逐玉 第二季,575387,11902,7,0,365,0,0.00%,第三集 · 比试,92520
25,放学等我 第一季,49678589,795598,53,18,62380,36318,58.22%,1700W福利·P-特别小剧场「2022.12.2」,64911
26,放学等我 第二季,29197566,423149,42,16,44073,34687,78.70%,番外·恋爱纪念日,68837
27,偷风不偷月 下季,3304515,59087,35,17,4290,4019,93.68%,100W福利·白噪音,77591
28,吞海 第一季,49502356,512884,54,17,43888,27324,62.26%,原创配乐·破晓,29187
29,重生之将门毒后 第二季,40211742,372788,83,26,49421,33136,67.05%,破亿福利·白噪音·花灯,52293
30,小蘑菇 第二季,49227420,489492,46,33,50228,46738,93.05%,全剧五千万福利,39605
31,将进酒 第一季,104163111,1420454,59,16,78151,53272,68.17%,完结FT,25944
32,我在无限游戏里封神 第一季,70570455,964496,64,14,76295,42778,56.07%,线下漫展VLOG,52347
33,魔道祖师 第三季,294346706,1533413,66,56,97609,90037,92.24%,传讯符·忘羡,22602
34,魔道祖师 第一季,256849810,2246437,39,22,96754,64524,66.69%,主创FT<下>,15861
35,吞海 第二季,31221046,260434,56,19,24918,23181,93.03%,新年祝福,67085
36,小蘑菇 第一季,48562166,904028,33,17,57913,38883,67.14%,白噪音·漫步荒原,29125
37,我在无限游戏里封神 第二季（下）,19080667,237949,55,14,26292,22366,85.07%,花絮06,76557
38,重生之将门毒后 第一季,90802345,817236,82,27,88018,42115,47.85%,主役reaction·片段03,43922
39,魔道祖师 第二季,169632999,1408640,41,37,88712,81472,91.84%,主役FT（下）,19059
40,你的距离,88887221,926446,70,27,78156,56104,71.78%,完结FT·主创版,31552
41,吞海 第三季（上）,21566510,206841,38,16,17559,16425,93.54%,OST·04 此地埋名,73221
42,我喜欢你的信息素 第一季,98255652,1488132,48,21,72392,45221,62.47%,四千万福利,58217
43,将进酒 第二季,71408361,806164,45,22,67016,60919,90.90%,第二季完结FT,30383
44,某某 第一季,96608524,1693553,43,28,77238,45031,58.30%,伴奏|《梧桐说》,58219
45,吞海 第三季（下）,18470974,182757,51,18,17859,16129,90.31%,破亿纪念•抒情主役版「晓」,76879
46,失忆后死对头成了我男朋友？,4383366,92212,44,20,5871,3897,66.38%,花絮·陆云笙,86693
47,我在无限游戏里封神 第二季（上）,19334122,315315,42,11,32696,28294,86.54%,花絮06,71605
48,欢迎进入梦魇直播间 第一季,22589204,186011,62,20,18789,8150,43.38%,完结FT,75856
49,纸飞机,9491392,179567,47,25,12655,7099,56.10%,小剧场 占有欲 ,53304
50,再世权臣 第一季,20347852,248679,79,17,22876,10703,46.79%,花絮07,71321
