排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,洄天 第一季,22256984,220868,41,5,第七期,86815
2,一屋暗灯 全一季,4019775,116960,20,2,花絮03,93038
3,我在无限游戏里封神 第四季,3630043,115959,23,6,第六集 · 抢亲,86834
4,奇洛李维斯回信 番外篇,483709,39879,3,2,番外 ·  庆生宴,93420
5,娑婆,509944,23969,6,0,第二集,93178
6,不良执念清除师 全一季,1094947,10440,16,3,第六集·流浪之人,86818
7,入蛊 全一季,15971,3065,2,0,主题曲♡不识情 伴奏,93646
8,再世权臣 第三季（下）,96080,11282,3,1,第一集 ·  草原之王,93437
9,液态欲望 全一季,390694,23299,11,2,雪饼日记1.0,86692
10,恩客,1270369,17659,55,41,46·抹黑,91870
11,沉醉不醒,2211992,44432,23,6,ღ200万福利·晚安语音·苏墨,86740
12,余污 第一季,242830,13029,10,0,第三期,92701
13,愚蠢的有钱人,565251,18142,39,26,【花絮3】,93113
14,再世权臣 第三季（上）,2562068,47579,34,10,第十集 ·  再度启程,86827
15,蜉蝣,145140,14070,6,0,ೀ˖˚ 主题曲·浮游,93202
16,禁区,204751,9354,33,12,20 公主,92575
17,欲言难止,27260,2202,180,158,欲言难止 第171集 我做了一个很长的梦（完）,93138
18,语义错误 第一季,3531275,25288,25,8,300W · 小剧场「GAME TIME」,92155
19,落火 全一季,264382,13815,14,4,第六集,92245
20,君有疾否,1513151,32294,94,66,第77集,90896
21,美人印,594485,29193,17,8,小剧场3-来一口甜,92611
22,降水概率百分百,705173,19182,14,2,˚.⊹ 第五期 ♡₊˚,93005
23,初三的六一儿童节 第二季（上）,498481,9052,7,3,第四集 · 绝命追捕,93154
24,沉浮事,256174,9969,45,35,第肆拾贰集 情动,92895
25,逐玉 第二季,761135,14403,16,5,第八集 · 赐婚,92520
26,闭嘴，你这假粉 全一季,1966833,24241,33,20,番外2 · 一日为友，终生为父,87641
27,烟花情书,64766,3345,4,0,第二集,93337
28,岁岁未停,97630,5902,9,3,第四期-我该如何回应你,93196
29,全球进化后我站在食物链顶端 第二季（下）,124931,9169,8,5,小剧场·全球进化,92775
30,第二十八年春II,149970,5774,2,0,第五期,92633
