排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,20609370,212876,37,3,18100,6253,34.55%,第五期,86815
2,我在无限游戏里封神 第四季,3093973,111387,19,4,6129,3475,56.70%,第四集 · 生魂,86834
3,一屋暗灯 全一季,2605775,93382,14,0,13781,0,0.00%,五一彩蛋,93038
4,奇洛李维斯回信,44314328,515171,79,23,47717,24345,51.02%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,35014234,390386,65,46,47273,29011,61.37%,花絮15,86178
6,早春晴朗,32153272,249284,57,24,20053,13164,65.65%,完结FT,72230
7,沉醉不醒,1942075,42704,19,5,2798,1186,42.39%,五一迷你剧场,86740
8,于是麦麦决定离家出走,4644466,97956,33,20,8225,4983,60.58%,婚礼OST♪麦麦的婚礼进行曲,86179
9,初三的六一儿童节,24876959,54096,257,225,5958,4761,79.91%,番外2 小陆的故事（20）,85562
10,一颗苹果,12087473,140465,80,34,11259,4746,42.15%,启动音试听 · 谢青寄,90818
11,天官赐福 第三季,68859248,253850,67,43,31734,26104,82.26%,小剧场·元宵·花灯,82040
12,我在无限游戏里封神 第三季,21523006,203463,91,21,28167,20733,73.61%,破亿纪念单曲·神明所遗落的,81851
13,反差 全一季,6721200,52688,32,14,3523,1927,54.70%,第十二集·接住你了,86684
14,顶级掠食者 第二季,6299212,52033,30,12,4409,3392,76.93%,第十二集,86789
15,恩客,1016942,16174,40,27,1238,743,60.02%,33·各奔前程,91870
16,放学等我 第一季,50439570,804165,53,18,62546,36303,58.04%,1700W福利·P-特别小剧场「2022.12.2」,64911
17,降水概率百分百,567378,17051,10,0,1265,0,0.00%,˚.⊹ 第三期 ♡₊˚,93005
18,天官赐福 第二季,70774780,343927,61,43,37256,33881,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
19,惹祸精,915714,29204,37,14,1557,830,53.31%,小剧场④《不能碰》,90987
20,藏南晚星,17930182,192704,79,42,19108,14020,73.37%,主题曲伴奏·途经,85110
21,天官赐福 第一季,83582400,942008,61,43,67859,36410,53.66%,四千万福利·小剧场·从前有一位名师,52400
22,放学等我 第二季,29637343,428775,42,16,44301,34668,78.26%,番外·恋爱纪念日,68837
23,我在无限游戏里封神 第一季,71276884,970911,64,14,76580,42921,56.05%,线下漫展VLOG,52347
24,再世权臣 第三季（上）,2421984,46788,34,10,3361,2558,76.11%,第十集 ·  再度启程,86827
25,偷风不偷月 上季,7946825,125981,41,18,10295,5719,55.55%,300w福利·楚识琛（沈若臻）·风月语录,71389
26,愚蠢的有钱人,387105,15966,25,12,1276,445,34.87%,【读诗】,93113
27,初三的六一儿童节 第二季（上）,243668,7525,4,1,610,272,44.59%,第二集 · 监狱风云,93154
28,欢迎进入梦魇直播间 第二季,5789601,43023,28,11,3332,2393,71.82%,《今日没说法》⑤ ·「不平安疗养院」,90985
29,吞海 第一季,49986465,516802,54,17,44180,27554,62.37%,原创配乐·破晓,29187
30,太傅他人人喊打 第二季,2582033,38397,23,11,2814,1696,60.27%,第十一集,86723
31,魔道祖师 第三季,294877610,1535789,66,56,97624,90040,92.23%,传讯符·忘羡,22602
32,偷风不偷月 下季,3453101,61111,35,17,4447,4174,93.86%,100W福利·白噪音,77591
33,我在无限游戏里封神 第二季（下）,19436678,241222,55,14,26587,22628,85.11%,花絮06,76557
34,你的距离,89331347,929209,70,27,78132,56181,71.91%,完结FT·主创版,31552
35,魔道祖师 第一季,257378731,2251942,39,22,96868,64576,66.66%,主创FT<下>,15861
36,小蘑菇 第二季,50011548,492091,46,33,50360,46861,93.05%,全剧五千万福利,39605
37,吞海 第二季,31530624,262945,56,19,25177,23431,93.07%,新年祝福,67085
38,吞海 第三季（上）,21783385,209255,38,16,17771,16629,93.57%,OST·04 此地埋名,73221
39,我在无限游戏里封神 第二季（上）,19577140,318659,42,11,32928,28504,86.56%,花絮06,71605
40,将进酒 第一季,104554267,1424712,59,16,78184,53314,68.19%,完结FT,25944
41,魔道祖师 第二季,169951996,1410982,41,37,88771,81510,91.82%,主役FT（下）,19059
42,某某 第一季,96949973,1698802,43,28,77243,45111,58.40%,伴奏|《梧桐说》,58219
43,美人印,537496,28432,13,5,1878,454,24.17%,第六集,92611
44,初三的六一儿童节 第一季,11155729,55736,53,16,3226,1552,48.11%,新年♥快乐,85497
45,吞海 第三季（下）,18706827,185204,51,18,18114,16376,90.41%,破亿纪念•抒情主役版「晓」,76879
46,我喜欢你的信息素 第一季,98668785,1492937,48,21,72398,45154,62.37%,四千万福利,58217
47,逐玉 第二季,692252,13735,13,3,438,94,21.46%,五一劳动节 · 谢征,92520
48,交易沦陷,26445133,162892,138,99,16222,9447,58.24%,特别福利·星空沦陷,54171
49,台风眼 第二季,28702255,150044,50,32,13172,12166,92.36%,完结 FT,68664
50,欢迎进入梦魇直播间 第一季,22901570,188426,62,20,19031,8281,43.51%,完结FT,75856
