排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,11190986,192636,49,12,32525,14114,43.39%,7.33%,番外一,93038
2,我在无限游戏里封神 第四季,6918411,138132,56,15,10819,8311,76.82%,6.02%,特别放送 · emoji大挑战,86834
3,满城衣冠 全一季,1725826,49049,16,2,2639,558,21.14%,1.14%,小剧场 · 绯闻,90878
4,奇洛李维斯回信,51724985,557767,98,41,52220,27619,52.89%,4.95%,OST A12 · 暗恋基本法,85974
5,洄天 第一季,27707832,244526,65,14,23131,11134,48.13%,4.55%,完结语音 · 高能量S级监护人的一天,86815
6,情蛊,39647442,429989,67,48,52079,32097,61.63%,7.46%,完结FT·下,86178
7,灯花笑 上季,1027107,35258,9,0,5920,0,0.00%,0.00%,盛京杂谈·壹,94733
8,天官赐福 第三季,71337935,267183,67,43,33150,27357,82.52%,10.24%,小剧场·元宵·花灯,82040
9,我在无限游戏里封神 第三季,23479596,216142,91,21,29769,22141,74.38%,10.24%,破亿纪念单曲·神明所遗落的,81851
10,绰约,1903169,30927,26,2,1264,310,24.53%,1.00%,大暑·白噪音·裴廷约,86680
11,早春晴朗,36296277,274802,57,24,22168,14547,65.62%,5.29%,完结FT,72230
12,天官赐福 第二季,72880634,356064,61,43,38298,34838,90.97%,9.78%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
13,理想型,957546,14920,45,25,1287,723,56.18%,4.85%,36·疲惫,93439
14,天官赐福 第一季,86319498,963983,61,43,68698,36953,53.79%,3.83%,四千万福利·小剧场·从前有一位名师,52400
15,一颗苹果,13523925,159980,82,35,13074,5747,43.96%,3.59%,完结FT · 谢谢光临,90818
16,谁来言说夜晚 上季,794717,13260,40,14,1269,508,40.03%,3.83%,第31集,94321
17,我在无限游戏里封神 第一季,73878573,994469,64,14,76305,42033,55.09%,4.23%,线下漫展VLOG,52347
18,宋玉章 第一季,1428829,32344,4,0,736,0,0.00%,0.00%,预告贰 · 销金窟,86589
19,放学等我 第一季,53180673,830496,53,18,62694,36096,57.57%,4.35%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,放学等我 第二季,31262081,446010,42,16,44522,34249,76.93%,7.68%,番外·恋爱纪念日,68837
21,魔道祖师 第三季,296828688,1543985,66,56,97550,89906,92.16%,5.82%,传讯符·忘羡,22602
22,我在无限游戏里封神 第二季（下）,20774419,253182,55,14,27721,23668,85.38%,9.35%,花絮06,76557
23,入戏,8822598,93235,80,54,7546,5806,76.94%,6.23%,新春语音,82289
24,再世权臣 第三季（下）,696224,23205,19,11,2000,1753,87.65%,7.55%,第十一集 ·  仍佑河山,93437
25,魔道祖师 第一季,259476713,2274841,39,22,97149,64652,66.55%,2.84%,主创FT<下>,15861
26,沉醉不醒,3729907,55321,42,23,4496,2747,61.10%,4.97%,第十六期,86740
27,藏南晚星,19399428,203362,79,42,20432,15118,73.99%,7.43%,主题曲伴奏·途经,85110
28,默读 第五季,39161518,465752,47,34,46500,40095,86.23%,8.61%,电话,59100
29,台风眼 第二季,29571773,159305,50,32,13938,12886,92.45%,8.09%,完结 FT,68664
30,小蘑菇 第二季,51586014,503074,51,34,51893,47687,91.89%,9.48%,破亿电话·双人,39605
31,小蘑菇 第一季,50590043,926224,33,17,58428,39214,67.12%,4.23%,白噪音·漫步荒原,29125
32,魔道祖师 第二季,171162004,1419174,41,37,88858,81592,91.82%,5.75%,主役FT（下）,19059
33,吞海 第一季,51665497,531804,54,17,45308,28473,62.84%,5.35%,原创配乐·破晓,29187
34,我在无限游戏里封神 第二季（上）,20473167,330332,42,11,33953,29398,86.58%,8.90%,花絮06,71605
35,台风眼 第一季,35443034,301898,53,20,21535,13525,62.80%,4.48%,千万福利·富士山在等一片云,52404
36,搭界 第一季,223238,12902,9,2,1149,258,22.45%,2.00%,第三集 下,94617
37,娑婆,1377087,34653,20,11,3402,884,25.98%,2.55%,第十一集,93178
38,某某 第一季,98254793,1719013,43,28,77457,45116,58.25%,2.62%,伴奏|《梧桐说》,58219
39,我喜欢你的信息素 第一季,100263061,1513016,48,21,72278,44868,62.08%,2.97%,四千万福利,58217
40,江医生 第一季,16638246,233887,49,27,22714,13815,60.82%,5.91%,千万播放福利第四弹·小剧场·猫,81852
41,于是麦麦决定离家出走,5785444,110390,51,32,9842,6022,61.19%,5.46%,花絮11,86179
42,吞海 第二季,32608822,271962,56,19,26065,24280,93.15%,8.93%,新年祝福,67085
43,坠落,11433523,182517,59,22,15029,4995,33.24%,2.74%,番外二·新生,76041
44,默读 第四季,46015708,542870,31,23,42050,40200,95.60%,7.41%,骆一锅的一天,59099
45,将进酒 第一季,106060925,1441467,59,16,78344,53333,68.08%,3.70%,完结FT,25944
46,降水概率百分百,1542268,26004,32,12,2425,1259,51.92%,4.84%,˚.⊹ 第十五期 ♡₊˚,93005
47,吞海 第三季（上）,22564445,217511,38,16,18537,17366,93.68%,7.98%,OST·04 此地埋名,73221
48,囚于永夜,202435,10521,192,154,688,148,21.51%,1.41%,《囚于永夜》座谈会之完结FT,94916
49,重生之将门毒后 第二季,41947177,382744,83,26,50422,33889,67.21%,8.85%,破亿福利·白噪音·花灯,52293
50,伪装学渣 第一季,103052225,1945085,30,17,80080,46985,58.67%,2.42%,千万福利·“叫妈妈”,58262
