排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,8220714,118182,22,3,10728,4929,45.95%,4.17%,第二集·明明如昨好风送我,91718
2,你的雪人能活多久 第一季,1136564,52644,21,2,4886,507,10.38%,0.96%,百万福利 · 傅让夷,93787
3,奇洛李维斯回信,54095738,570968,98,41,53607,28693,53.52%,5.03%,OST A12 · 暗恋基本法,85974
4,伏特加与曼特宁,1630030,62749,20,1,3051,645,21.14%,1.03%,✦店长来啦！③,92988
5,灯花笑 上季,2804525,51131,21,6,7826,1293,16.52%,2.53%,盛京杂谈·贰,94733
6,宋玉章 第一季,3227233,44193,19,1,2646,571,21.58%,1.29%,主题曲 · 玉堂春· 伴奏,86589
7,情蛊,41391885,445378,68,49,54133,33475,61.84%,7.52%,4000w福利·山大王,86178
8,一屋暗灯 全一季,12707008,204849,54,14,34416,15720,45.68%,7.67%,主役版主题曲▪未说的,93038
9,我在无限游戏里封神 第四季,7775374,143858,56,15,11780,9240,78.44%,6.42%,特别放送 · emoji大挑战,86834
10,满城衣冠 全一季,2344423,53880,30,8,3210,1267,39.47%,2.35%,第9集 · 正义,90878
11,天官赐福 第三季,72324159,272976,68,44,33871,28011,82.70%,10.26%,小剧场·元宵·花灯,82040
12,炽火难熄 全一季,307551,19779,13,3,1467,567,38.65%,2.87%,第五集 · 生日快乐,94917
13,囚于永夜,1114674,28366,200,161,2648,771,29.12%,2.72%,温然生日小剧场,94916
14,天官赐福 第二季,73715766,361515,61,43,38709,35215,90.97%,9.74%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,87411916,973098,61,43,68964,37143,53.86%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,沉浮事,639531,15039,14,3,1590,811,51.01%,5.39%,七夕小剧场·红线,94775
17,早春晴朗,37360820,280378,57,24,22655,14839,65.50%,5.29%,完结FT,72230
18,我在无限游戏里封神 第三季,24128459,220160,91,21,30306,22588,74.53%,10.26%,破亿纪念单曲·神明所遗落的,81851
19,放学等我 第一季,54176648,838703,53,18,62223,35997,57.85%,4.29%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,放学等我 第二季,31839010,451340,42,16,44410,33938,76.42%,7.52%,番外·恋爱纪念日,68837
21,藏南晚星,19882954,207376,80,43,20881,15468,74.08%,7.46%,七夕小剧场 · 小许老师买菜记,85110
22,我在无限游戏里封神 第一季,74764605,1002380,64,14,77720,43521,56.00%,4.34%,线下漫展VLOG,52347
23,魔道祖师 第三季,297508509,1547020,66,56,97525,89844,92.12%,5.81%,传讯符·忘羡,22602
24,魔道祖师 第一季,260233380,2283139,39,22,97140,64622,66.52%,2.83%,主创FT<下>,15861
25,触礁,232322,11677,13,3,1178,745,63.24%,6.38%,七夕福利音,95034
26,台风眼 第二季,29872579,162652,50,32,14242,13181,92.55%,8.10%,完结 FT,68664
27,江医生 第一季,17069772,237465,49,27,23090,14122,61.16%,5.95%,千万播放福利第四弹·小剧场·猫,81852
28,我在无限游戏里封神 第二季（下）,21219046,257003,55,14,28175,24069,85.43%,9.37%,花絮06,76557
29,台风眼 第一季,35893428,307710,53,20,22077,13808,62.54%,4.49%,千万福利·富士山在等一片云,52404
30,魔道祖师 第二季,171596372,1422179,41,37,88888,81620,91.82%,5.74%,主役FT（下）,19059
31,降水概率百分百,1935635,28640,39,16,2875,1666,57.95%,5.82%,七夕语音 ♡ 晚安好梦,93005
32,我喜欢你的信息素 第一季,100847078,1519722,48,21,72078,44653,61.95%,2.94%,四千万福利,58217
33,我在无限游戏里封神 第二季（上）,20787698,334067,42,11,34323,29719,86.59%,8.90%,花絮06,71605
34,某某 第一季,98729329,1725580,43,28,77211,45110,58.42%,2.61%,伴奏|《梧桐说》,58219
35,沉醉不醒,4143650,57332,49,30,4898,3081,62.90%,5.37%,七夕迷你剧场,86740
36,江医生 第二季,8465745,122676,44,36,13730,12773,93.03%,10.41%,主役版·绝对,85256
37,绰约,2159640,32339,37,7,1517,580,38.23%,1.79%,第九集·把你赔给我,86680
38,搭界 第一季,426795,16067,22,9,1620,855,52.78%,5.32%,第七集,94617
39,再世权臣 第三季（下）,912277,25897,21,12,2362,2104,89.08%,8.12%,第十二集 ·  雨后风荷,93437
40,吞海 第一季,52181765,536327,54,17,45692,28767,62.96%,5.36%,原创配乐·破晓,29187
41,一颗苹果,13915579,164792,82,35,13617,6018,44.19%,3.65%,完结FT · 谢谢光临,90818
42,重生之将门毒后 第二季,42464834,385659,83,26,50760,34180,67.34%,8.86%,破亿福利·白噪音·花灯,52293
43,我喜欢你的信息素 第二季,76815770,850244,43,26,58983,49777,84.39%,5.85%,国风版·星衍,58218
44,解瘾,409557,13289,21,3,874,332,37.99%,2.50%,福利音❃七夕,94782
45,伪装学渣 第一季,103521961,1952409,30,17,80144,47008,58.65%,2.41%,千万福利·“叫妈妈”,58262
46,洄天 第一季,28257713,247116,65,14,23456,11342,48.35%,4.59%,完结语音 · 高能量S级监护人的一天,86815
47,将进酒 第一季,106566552,1446679,59,16,78376,53336,68.05%,3.69%,完结FT,25944
48,小蘑菇 第二季,51908713,505488,51,34,52060,47836,91.89%,9.46%,破亿电话·双人,39605
49,嫁给一个死太监 第一季,3919334,78623,34,12,4708,2626,55.78%,3.34%,新春福利音,66726
50,默读 第五季,39292126,467160,47,34,46561,40160,86.25%,8.60%,电话,59100
