排名,剧名,播放量,订阅数,宣发策略,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,早春晴朗,48187479,407324,D2,57,24,26893,17475,64.98%,4.29%,完结FT,72230
2,天官赐福 第四季,11146284,131872,D2,29,8,12672,7232,57.07%,5.48%,新年小剧场《压岁钱》,91718
3,你的雪人能活多久 第一季,1641715,59560,D2,29,7,5674,1179,20.78%,1.98%,教师节福利彩蛋,93787
4,尾钩,794747,22163,D2,29,15,2362,1414,59.86%,6.38%,花絮1 · 全世界都说河南话,95503
5,奇洛李维斯回信,55544002,578015,D2,98,41,54147,29173,53.88%,5.05%,OST A12 · 暗恋基本法,85974
6,恒星时刻 第一季,1008041,64031,D2,6,0,9957,0,0.00%,0.00%,第二集♬Midwest Emo,94789
7,情蛊,42421510,453252,D2,68,49,54920,34053,62.00%,7.51%,4000w福利·山大王,86178
8,灯花笑 上季,4043124,60653,D2,32,15,8796,2235,25.41%,3.68%,第18集,94733
9,伏特加与曼特宁,2104989,66557,D2,30,7,3729,1519,40.73%,2.28%,✧200万·祝京儒日记·自由,92988
10,天官赐福 第三季,73411709,277393,D2,68,44,34459,28572,82.92%,10.30%,小剧场·元宵·花灯,82040
11,天官赐福 第一季,88684924,980036,D2,61,43,69049,37336,54.07%,3.81%,四千万福利·小剧场·从前有一位名师,52400
12,天官赐福 第二季,74843830,365742,D2,61,43,39129,35625,91.05%,9.74%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
13,宋玉章 第一季,4401718,46396,D2,25,4,3139,1186,37.78%,2.56%,宋玉章 · 教师节特别语音,86589
14,我在无限游戏里封神 第四季,8178371,146622,D2,56,15,12141,9600,79.07%,6.55%,特别放送 · emoji大挑战,86834
15,满城衣冠 全一季,2766122,56997,D2,36,11,3590,1631,45.43%,2.86%,第12集 · 绑架,90878
16,一屋暗灯 全一季,13312669,209368,D2,54,14,34960,16251,46.48%,7.76%,主役版主题曲▪未说的,93038
17,囚于永夜,1591888,33555,D2,200,161,3412,1096,32.12%,3.27%,番外 少爷的生日7,94916
18,藏南晚星,20345952,210287,D2,81,44,21266,15797,74.28%,7.51%,✧2000万福利·番外·美梦,85110
19,全职高手广播剧第四季 上,35261,4054,D2,2,0,193,0,0.00%,0.00%,正式预告,96092
20,放学等我 第一季,54891912,844172,D2,53,18,61934,35833,57.86%,4.24%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,放学等我 第二季,32237464,454736,D2,42,16,44367,33824,76.24%,7.44%,番外·恋爱纪念日,68837
22,魔道祖师 第三季,298036313,1549031,D2,66,56,97576,89881,92.11%,5.80%,传讯符·忘羡,22602
23,魔道祖师 第一季,260767125,2288062,D2,39,22,97116,64613,66.53%,2.82%,主创FT<下>,15861
24,沉浮事,1067848,17629,D2,17,6,1872,1099,58.71%,6.23%,浊世篇·第六集,94775
25,江医生 第一季,17352305,239539,D2,49,27,23298,14280,61.29%,5.96%,千万播放福利第四弹·小剧场·猫,81852
26,我在无限游戏里封神 第三季,24483626,222154,D2,91,21,30562,22811,74.64%,10.27%,破亿纪念单曲·神明所遗落的,81851
27,魔道祖师 第二季,171922553,1424208,D2,41,37,88912,81654,91.84%,5.73%,主役FT（下）,19059
28,台风眼 第二季,30109850,164719,D2,50,32,14431,13362,92.59%,8.11%,完结 FT,68664
29,台风眼 第一季,36195689,311423,D2,53,20,22374,13976,62.47%,4.49%,千万福利·富士山在等一片云,52404
30,江医生 第二季,8657143,124009,D2,44,36,13932,12972,93.11%,10.46%,主役版·绝对,85256
31,某某 第一季,99051214,1728992,D2,43,28,76980,45067,58.54%,2.61%,伴奏|《梧桐说》,58219
32,炽火难熄 全一季,442506,21570,D2,18,6,1661,781,47.02%,3.62%,第八集 · 夜店,94917
33,我喜欢你的信息素 第一季,101213758,1523145,D2,48,21,72118,44690,61.97%,2.93%,四千万福利,58217
34,将进酒 第一季,106958026,1450074,D2,59,16,78408,53373,68.07%,3.68%,完结FT,25944
35,吞海 第一季,52561286,539191,D2,54,17,45902,28935,63.04%,5.37%,原创配乐·破晓,29187
36,我在无限游戏里封神 第一季,75242349,1006186,D2,64,14,77863,43619,56.02%,4.34%,线下漫展VLOG,52347
