排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,逐玉 第一季,3967282,69102,43,14,2157,949,44.00%,原创配乐 · 凶夜,89245
2,洄天 第一季,13352806,175408,28,0,10946,0,0.00%,第一期,86815
3,奇洛李维斯回信,39869250,496514,79,23,45829,23098,50.40%,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,32617119,370688,61,42,44528,27340,61.40%,番外·此为情蛊,86178
5,我在无限游戏里封神 第四季,1619570,92167,5,0,3122,0,0.00%,主题曲 · 失控Out of Control · 伴奏,86834
6,顶级掠食者 第二季,4728887,48093,23,8,3814,2787,73.07%,主题曲·天分·伴奏,86789
7,一颗苹果,10523507,130478,67,26,9815,3676,37.45%,第15集 · 祷告 Breath by Breath,90818
8,于是麦麦决定离家出走,3800003,89883,26,15,6787,3803,56.03%,小剧场✦小猫神,86179
9,反差 全一季,5844089,47268,24,7,2884,1317,45.67%,愚人节福利花絮,86684
10,再世权臣 第三季（上）,1764331,42870,29,6,2643,1772,67.05%,第六集 ·  到此为止,86827
11,太傅他人人喊打 第二季,1761934,34878,17,7,2357,1189,50.45%,第七集,86723
12,天官赐福 第三季,66108059,248347,66,42,31162,25578,82.08%,花絮·不坠主役,82040
13,欢迎进入梦魇直播间 第二季,4268970,38164,18,8,2775,1889,68.07%,第八集 ♱ MINE MARRY,90985
14,天官赐福 第二季,68728609,338939,61,43,36873,33532,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,惹祸精,563199,23607,30,9,1100,472,42.91%,第十一集,90987
16,天官赐福 第一季,81408774,933523,61,43,67466,36190,53.64%,四千万福利·小剧场·从前有一位名师,52400
17,重生之将门毒后 第二季,40014586,371814,83,26,49303,33039,67.01%,破亿福利·白噪音·花灯,52293
18,藏南晚星,17287099,187527,79,42,18414,13439,72.98%,主题曲伴奏·途经,85110
19,初三的六一儿童节,21673420,46272,220,191,4819,3653,75.80%,Chapter.107A 传家宝贝（上）,85562
20,偷风不偷月 上季,7536841,121419,41,18,10013,5504,54.97%,300w福利·楚识琛（沈若臻）·风月语录,71389
21,我在无限游戏里封神 第三季,20667457,198039,91,21,27529,20201,73.38%,破亿纪念单曲·神明所遗落的,81851
22,早春晴朗,30403416,236814,57,24,19004,12471,65.62%,完结FT,72230
23,放学等我 第一季,49298435,791697,53,18,62292,36313,58.29%,1700W福利·P-特别小剧场「2022.12.2」,64911
24,放学等我 第二季,28972784,420709,42,16,44010,34734,78.92%,番外·恋爱纪念日,68837
25,沉醉不醒,1104696,35329,9,0,1404,0,0.00%,第一期,86740
26,失忆后死对头成了我男朋友？,4282824,91260,44,20,5771,3815,66.11%,花絮·陆云笙,86693
27,重生之将门毒后 第一季,90454021,815365,82,27,87902,42036,47.82%,主役reaction·片段03,43922
28,将进酒 第一季,103954424,1418243,59,16,78102,53245,68.17%,完结FT,25944
29,逐玉 第二季,480246,10648,6,0,289,0,0.00%,第二集 · 夜会,92520
30,魔道祖师 第三季,294076021,1532286,66,56,97589,90024,92.25%,传讯符·忘羡,22602
31,小蘑菇 第二季,48651960,488126,46,33,50126,46641,93.05%,全剧五千万福利,39605
32,吞海 第一季,49242052,510588,54,17,43718,27213,62.25%,原创配乐·破晓,29187
33,魔道祖师 第一季,256586816,2243772,39,22,96723,64523,66.71%,主创FT<下>,15861
34,偷风不偷月 下季,3215160,57794,35,17,4202,3932,93.57%,100W福利·白噪音,77591
35,美人印,319964,23395,6,0,1392,0,0.00%,OST《美人印》,92611
36,魔道祖师 第二季,169474032,1407543,41,37,88667,81434,91.84%,主役FT（下）,19059
37,小蘑菇 第一季,48314009,901875,33,17,57873,38864,67.15%,白噪音·漫步荒原,29125
38,太傅他人人喊打 第一季,6456900,116661,46,31,8069,4798,59.46%,充电·燕迟,73214
39,将进酒 第二季,71267014,805265,45,22,66975,60881,90.90%,第二季完结FT,30383
40,吞海 第二季,31056082,259020,56,19,24755,23024,93.01%,新年祝福,67085
41,我在无限游戏里封神 第一季,70190989,961326,64,14,76154,42672,56.03%,线下漫展VLOG,52347
42,某某 第一季,96436177,1691169,43,28,77276,45014,58.25%,伴奏|《梧桐说》,58219
43,吞海 第三季（上）,21451543,205499,38,16,17419,16290,93.52%,OST·04 此地埋名,73221
44,再世权臣 第一季,20192981,247319,79,17,22756,10631,46.72%,花絮07,71321
45,语义错误 第一季,2137843,21095,11,1,1472,293,19.90%,Ep.04 SHIFT,92155
46,你的距离,88624869,924892,70,27,78096,56060,71.78%,完结FT·主创版,31552
47,我在无限游戏里封神 第二季（下）,18884342,236259,55,14,26113,22209,85.05%,花絮06,76557
48,欢迎进入梦魇直播间 第一季,22391130,184783,62,20,18641,8063,43.25%,完结FT,75856
49,我喜欢你的信息素 第一季,98029226,1485667,48,21,72312,45207,62.52%,四千万福利,58217
50,吞海 第三季（下）,18346718,181377,51,18,17700,15972,90.24%,破亿纪念•抒情主役版「晓」,76879
