排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,6540080,146662,32,5,24915,8265,33.17%,5.64%,小剧场▪存钱罐,93038
2,洄天 第一季,24996706,232426,51,8,21292,9570,44.95%,4.12%,2000W特别福利 · 今日幸运值,86815
3,我在无限游戏里封神 第四季,4628670,123858,29,9,8162,5618,68.83%,4.54%,第九集 · 纪念品,86834
4,奇洛李维斯回信,47713161,535165,83,27,49983,25978,51.97%,4.85%,回信广播剧主创FT（上）,85974
5,再世权臣 第三季（下）,283873,17487,9,4,1099,919,83.62%,5.26%,小剧场 · 剑道何在,93437
6,早春晴朗,34322626,264034,57,24,21219,13907,65.54%,5.27%,完结FT,72230
7,情蛊,37361087,409023,67,48,49700,30661,61.69%,7.50%,完结FT·下,86178
8,沉醉不醒,2832184,50175,30,12,3793,2160,56.95%,4.30%,第十期,86740
9,娑婆,829324,28786,10,3,2891,483,16.71%,1.68%,第五集,93178
10,小蘑菇 第二季,50853560,497608,48,34,51507,47391,92.01%,9.52%,破亿福利·《风过荒野》主役版,39605
11,天官赐福 第三季,70093726,259582,67,43,32353,26644,82.35%,10.26%,小剧场·元宵·花灯,82040
12,反差 全一季,7451032,58059,41,19,4350,2680,61.61%,4.62%,小剧场·家人的爱,86684
13,我在无限游戏里封神 第三季,22405105,208798,91,21,28818,21309,73.94%,10.21%,破亿纪念单曲·神明所遗落的,81851
14,小蘑菇 第一季,49781046,916493,33,17,58239,39081,67.10%,4.26%,白噪音·漫步荒原,29125
15,天官赐福 第二季,71799477,349146,61,43,37758,34350,90.97%,9.84%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
16,天官赐福 第一季,84780796,951189,61,43,68285,36673,53.71%,3.86%,四千万福利·小剧场·从前有一位名师,52400
17,放学等我 第一季,51683502,816523,53,18,62877,36305,57.74%,4.45%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,顶级掠食者 第二季,7439850,55005,48,17,5171,4174,80.72%,7.59%,OST·11永恒的吻,86789
19,放学等我 第二季,30381278,436933,42,16,44477,34503,77.57%,7.90%,番外·恋爱纪念日,68837
20,初三的六一儿童节,27193511,59927,287,255,6765,5513,81.49%,9.20%,番外9 跨年夜,85562
21,藏南晚星,18646172,197733,79,42,19766,14567,73.70%,7.37%,主题曲伴奏·途经,85110
22,交易沦陷,27890589,170059,138,99,16885,9853,58.35%,5.79%,特别福利·星空沦陷,54171
23,吞海 第一季,50774213,523808,54,17,44745,28040,62.67%,5.35%,原创配乐·破晓,29187
