排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,5030692,130076,24,3,22110,6381,28.86%,4.91%,花絮04,93038
2,洄天 第一季,23403566,226082,45,6,16651,8461,50.81%,3.74%,花絮03,86815
3,我在无限游戏里封神 第四季,4012284,119071,25,7,7198,4586,63.71%,3.85%,第七集 · 记忆折叠,86834
4,奇洛李维斯回信,46523649,528039,83,27,49263,25513,51.79%,4.83%,回信广播剧主创FT（上）,85974
5,再世权臣 第三季（下）,171587,14746,5,2,816,628,76.96%,4.26%,第二集 ·  同舟共济,93437
6,情蛊,36597137,402807,67,48,48945,30167,61.63%,7.49%,完结FT·下,86178
7,早春晴朗,33491826,258535,57,24,20820,13643,65.53%,5.28%,完结FT,72230
8,娑婆,672632,26669,7,0,2607,0,0.00%,0.00%,第三集,93178
9,沉醉不醒,2471621,46447,27,9,3441,1837,53.39%,3.96%,苏墨♡生日快乐,86740
10,初三的六一儿童节,26424000,58135,280,248,6495,5265,81.06%,9.06%,番外6 春光（2）,85562
11,奇洛李维斯回信 番外篇,651311,48254,3,2,3810,3061,80.34%,6.34%,番外 ·  庆生宴,93420
12,我在无限游戏里封神 第三季,22074702,206693,91,21,28589,21119,73.87%,10.22%,破亿纪念单曲·神明所遗落的,81851
13,天官赐福 第三季,69644564,257305,67,43,32117,26449,82.35%,10.28%,小剧场·元宵·花灯,82040
14,反差 全一季,7179559,56214,37,18,4014,2371,59.07%,4.22%,第十五集·爱为新生,86684
15,放学等我 第一季,51217642,811934,53,18,62802,36354,57.89%,4.48%,1700W福利·P-特别小剧场「2022.12.2」,64911
16,顶级掠食者 第二季,7155990,54292,36,16,5009,4005,79.96%,7.38%,启动音征集,86789
17,放学等我 第二季,30100700,433867,42,16,44398,34567,77.86%,7.97%,番外·恋爱纪念日,68837
18,一颗苹果,12540550,145202,80,34,11819,5079,42.97%,3.50%,启动音试听 · 谢青寄,90818
19,天官赐福 第二季,71416018,347082,61,43,37553,34160,90.96%,9.84%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
20,天官赐福 第一季,84307285,947558,61,43,68121,36554,53.66%,3.86%,四千万福利·小剧场·从前有一位名师,52400
21,于是麦麦决定离家出走,5097381,101982,45,28,8839,5393,61.01%,5.29%,花絮07,86179
22,藏南晚星,18386723,195798,79,42,19545,14389,73.62%,7.35%,主题曲伴奏·途经,85110
23,降水概率百分百,800352,20055,16,3,1729,583,33.72%,2.91%,520语音 ♡ 餐桌故事,93005
24,我在无限游戏里封神 第一季,71955714,976603,64,14,76765,43071,56.11%,4.41%,线下漫展VLOG,52347
25,吞海 第一季,50496468,521313,54,17,44530,27836,62.51%,5.34%,原创配乐·破晓,29187
26,液态欲望 全一季,490874,25287,15,5,1546,608,39.33%,2.40%,EP04,86692
27,交易沦陷,27364381,167440,138,99,16631,9696,58.30%,5.79%,特别福利·星空沦陷,54171
28,太傅他人人喊打 第二季,3026264,40587,28,15,3102,2010,64.80%,4.95%,第十四集,86723
29,初三的六一儿童节 第二季（上）,757622,9773,9,4,761,493,64.78%,5.04%,522福利音 · 懒觉福利,93154
30,我在无限游戏里封神 第二季（下）,19808367,244239,55,14,26885,22904,85.19%,9.38%,花絮06,76557
31,魔道祖师 第三季,295436651,1537957,66,56,97581,89972,92.20%,5.85%,传讯符·忘羡,22602
32,燎原,37309758,387256,43,34,39020,29698,76.11%,7.67%,FT,63688
33,吞海 第二季,31866157,265767,56,19,25462,23700,93.08%,8.92%,新年祝福,67085
34,小蘑菇 第二季,50379231,494583,46,33,50483,46972,93.05%,9.50%,全剧五千万福利,39605
35,魔道祖师 第一季,257943284,2257314,39,22,96839,64509,66.61%,2.86%,主创FT<下>,15861
36,某某 第一季,97317122,1703968,43,28,77297,45085,58.33%,2.65%,伴奏|《梧桐说》,58219
37,我在无限游戏里封神 第二季（上）,19824239,321713,42,11,33211,28764,86.61%,8.94%,花絮06,71605
38,愚蠢的有钱人,686459,19351,50,37,1654,777,46.98%,4.02%,【花絮4】,93113
39,吞海 第三季（上）,22030717,211769,38,16,18037,16888,93.63%,7.97%,OST·04 此地埋名,73221
40,偷风不偷月 上季,8176547,128469,41,18,10441,5829,55.83%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
41,将进酒 第一季,104971674,1428841,59,16,78232,53344,68.19%,3.73%,完结FT,25944
42,台风眼 第二季,28943847,152369,50,32,13359,12333,92.32%,8.09%,完结 FT,68664
43,魔道祖师 第二季,170294028,1413138,41,37,88785,81508,91.80%,5.77%,主役FT（下）,19059
44,台风眼 第一季,34430935,289918,53,20,20513,12973,63.24%,4.47%,千万福利·富士山在等一片云,52404
45,惹祸精,1083049,31366,42,14,1768,990,56.00%,3.16%,100福利·斯昭起床福利音,90987
46,吞海 第三季（下）,18974192,187799,51,18,18435,16687,90.52%,8.89%,破亿纪念•抒情主役版「晓」,76879
47,欢迎进入梦魇直播间 第二季,6138236,45184,28,11,3517,2547,72.42%,5.64%,《今日没说法》⑤ ·「不平安疗养院」,90985
48,我喜欢你的信息素 第一季,99090112,1497756,48,21,72334,45054,62.29%,3.01%,四千万福利,58217
49,小蘑菇 第一季,49449538,912298,33,17,58123,39005,67.11%,4.28%,白噪音·漫步荒原,29125
50,再世权臣 第三季（上）,2636979,48144,35,10,3563,2763,77.55%,5.74%,花絮04 · 谢谢谢谢,86827
