排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,5662762,137049,29,4,23420,7282,31.09%,5.31%,六一彩蛋,93038
2,洄天 第一季,24118310,228805,49,7,20616,8922,43.28%,3.90%,花絮04 · 主役篇,86815
3,我在无限游戏里封神 第四季,4272962,121099,27,8,7625,5045,66.16%,4.17%,第八集 · 百鬼夜行,86834
4,奇洛李维斯回信,47024412,530899,83,27,49562,25715,51.88%,4.84%,回信广播剧主创FT（上）,85974
5,再世权臣 第三季（下）,219003,16038,7,3,953,773,81.11%,4.82%,日历语音 · 关怀,93437
6,情蛊,36929575,405501,67,48,49262,30391,61.69%,7.49%,完结FT·下,86178
7,早春晴朗,33836692,260715,57,24,20963,13741,65.55%,5.27%,完结FT,72230
8,娑婆,750530,27851,9,2,2781,388,13.95%,1.39%,作者原创小剧场·幼儿园,93178
9,沉醉不醒,2640805,48377,29,11,3623,2003,55.29%,4.14%,儿童节迷你剧场,86740
10,奇洛李维斯回信 番外篇,717903,51179,3,2,3974,3174,79.87%,6.20%,番外 ·  庆生宴,93420
11,初三的六一儿童节,26775663,59058,287,255,6627,5388,81.30%,9.12%,番外9 跨年夜,85562
12,天官赐福 第三季,69844152,258311,67,43,32231,26541,82.35%,10.27%,小剧场·元宵·花灯,82040
13,我在无限游戏里封神 第三季,22216392,207527,91,21,28685,21201,73.91%,10.22%,破亿纪念单曲·神明所遗落的,81851
14,反差 全一季,7304258,57410,38,19,4213,2557,60.69%,4.45%,第十六集·如果梦境成真,86684
15,放学等我 第一季,51416399,813826,53,18,62874,36361,57.83%,4.47%,1700W福利·P-特别小剧场「2022.12.2」,64911
16,顶级掠食者 第二季,7292285,54589,37,17,5093,4090,80.31%,7.49%,番外·官宣,86789
17,天官赐福 第二季,71582246,347988,61,43,37639,34236,90.96%,9.84%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,天官赐福 第一季,84507989,949147,61,43,68189,36610,53.69%,3.86%,四千万福利·小剧场·从前有一位名师,52400
19,放学等我 第二季,30218277,435179,42,16,44452,34560,77.75%,7.94%,番外·恋爱纪念日,68837
20,于是麦麦决定离家出走,5202151,102866,47,30,8979,5475,60.98%,5.32%,500w福利✦活动日,86179
21,一颗苹果,12635918,146284,80,34,11927,5150,43.18%,3.52%,启动音试听 · 谢青寄,90818
22,吞海 第一季,50615637,522372,54,17,44649,27949,62.60%,5.35%,原创配乐·破晓,29187
23,交易沦陷,27596024,168503,138,99,16739,9765,58.34%,5.80%,特别福利·星空沦陷,54171
24,降水概率百分百,865540,20623,17,4,1805,656,36.34%,3.18%,˚.⊹ 第七期 ♡₊˚,93005
25,藏南晚星,18492033,196508,79,42,19620,14460,73.70%,7.36%,主题曲伴奏·途经,85110
26,我在无限游戏里封神 第一季,72135531,978227,64,14,76829,43106,56.11%,4.41%,线下漫展VLOG,52347
27,太傅他人人喊打 第二季,3147368,41023,30,16,3259,2179,66.86%,5.31%,第十五集,86723
28,我在无限游戏里封神 第二季（下）,19902966,245050,55,14,26955,22971,85.22%,9.37%,花絮06,76557
29,燎原,37374777,387806,43,34,39042,29715,76.11%,7.66%,FT,63688
30,小蘑菇 第二季,50501571,495387,46,33,50517,47002,93.04%,9.49%,全剧五千万福利,39605
31,魔道祖师 第三季,295575600,1538513,66,56,97584,89978,92.21%,5.85%,传讯符·忘羡,22602
32,液态欲望 全一季,543690,26454,18,7,1645,712,43.28%,2.69%,好狗好狗,86692
33,吞海 第二季,31946517,266412,56,19,25539,23773,93.09%,8.92%,新年祝福,67085
34,魔道祖师 第一季,258088482,2258750,39,22,96867,64527,66.61%,2.86%,主创FT<下>,15861
35,某某 第一季,97411198,1705339,43,28,77341,45104,58.32%,2.64%,伴奏|《梧桐说》,58219
36,我在无限游戏里封神 第二季（上）,19886151,322496,42,11,33279,28818,86.60%,8.94%,花絮06,71605
37,吞海 第三季（上）,22088867,212378,38,16,18098,16945,93.63%,7.98%,OST·04 此地埋名,73221
38,将进酒 第一季,105078731,1430030,59,16,78269,53370,68.19%,3.73%,完结FT,25944
39,偷风不偷月 上季,8233434,129058,41,18,10488,5861,55.88%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
40,小蘑菇 第一季,49564185,913595,33,17,58153,39014,67.09%,4.27%,白噪音·漫步荒原,29125
41,魔道祖师 第二季,170377109,1413678,41,37,88792,81517,91.81%,5.77%,主役FT（下）,19059
42,吞海 第三季（下）,19042009,188442,51,18,18522,16771,90.55%,8.90%,破亿纪念•抒情主役版「晓」,76879
43,台风眼 第二季,29003379,152937,50,32,13398,12371,92.33%,8.09%,完结 FT,68664
44,愚蠢的有钱人,770123,20564,56,43,1737,832,47.90%,4.05%,【花絮4】,93113
45,我喜欢你的信息素 第一季,99198544,1499129,48,21,72320,45039,62.28%,3.00%,四千万福利,58217
46,台风眼 第一季,34529144,290921,53,20,20584,13014,63.22%,4.47%,千万福利·富士山在等一片云,52404
47,失忆后死对头成了我男朋友？,4809468,96619,44,20,6330,4257,67.25%,4.41%,花絮·陆云笙,86693
48,陈年烈苟 第二季,15749438,123041,57,31,13916,13117,94.26%,10.66%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
49,伪装学渣 第一季,102241166,1929157,30,17,79845,46918,58.76%,2.43%,千万福利·“叫妈妈”,58262
50,初三的六一儿童节 第二季（上）,951858,10203,12,5,787,520,66.07%,5.10%,花絮② · 呼吸之间,93154
