排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,18954611,203094,34,1,16508,4344,26.31%,沈酌生日福利 · 东方玄学,86815
2,我在无限游戏里封神 第四季,2591465,105862,14,2,5404,2679,49.57%,特别放送 · 大型恐怖游戏联赛火热进行中Ⅱ,86834
3,一屋暗灯 全一季,1192269,66558,8,0,7503,0,0.00%,第一集,93038
4,奇洛李维斯回信,43251589,507577,79,23,46984,23875,50.82%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,34177289,383130,63,44,46192,28368,61.41%,花絮14,86178
6,于是麦麦决定离家出走,4440967,96338,31,18,7965,4796,60.21%,小剧场✦三分钟热度,86179
7,早春晴朗,31531011,245305,57,24,19678,12903,65.57%,完结FT,72230
8,顶级掠食者 第二季,5948709,50761,28,11,4248,3222,75.85%,第十一集,86789
9,一颗苹果,11782391,137296,80,34,10862,4509,41.51%,启动音试听 · 谢青寄,90818
10,沉醉不醒,1649978,40370,13,0,2163,0,0.00%,第三期,86740
11,反差 全一季,6523349,50911,30,12,3321,1730,52.09%,彩蛋·总裁助理的自我修养,86684
12,初三的六一儿童节,24034428,51405,243,211,5677,4490,79.09%,番外2 小陆的故事（6）,85562
13,天官赐福 第三季,68462650,251958,67,43,31522,25919,82.23%,小剧场·元宵·花灯,82040
14,惹祸精,782238,27687,34,12,1378,680,49.35%,第十四集,90987
15,我在无限游戏里封神 第三季,21231326,201495,91,21,27950,20540,73.49%,破亿纪念单曲·神明所遗落的,81851
16,偷风不偷月 上季,7825413,124692,41,18,10209,5655,55.39%,300w福利·楚识琛（沈若臻）·风月语录,71389
17,天官赐福 第二季,70431782,342138,61,43,37123,33766,90.96%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,天官赐福 第一季,83187225,938862,61,43,67689,36332,53.67%,四千万福利·小剧场·从前有一位名师,52400
19,藏南晚星,17714488,190976,79,42,18880,13821,73.20%,主题曲伴奏·途经,85110
20,美人印,489243,27610,12,4,1792,373,20.81%,ost《诱他》,92611
21,放学等我 第一季,49998053,799129,53,18,62382,36283,58.16%,1700W福利·P-特别小剧场「2022.12.2」,64911
22,恩客,823662,15009,29,16,876,382,43.61%,22·“猎物”,91870
23,欢迎进入梦魇直播间 第二季,5459310,41415,23,10,3107,2203,70.90%,《非诚忽扰》第４期,90985
24,放学等我 第二季,29391563,425474,42,16,44132,34655,78.53%,番外·恋爱纪念日,68837
25,再世权臣 第三季（上）,2189156,45330,32,8,3000,2154,71.80%,花絮03·都很敏感,86827
26,偷风不偷月 下季,3381086,60121,35,17,4363,4092,93.79%,100W福利·白噪音,77591
27,太傅他人人喊打 第二季,2366698,37124,20,9,2647,1509,57.01%,第九集,86723
28,我在无限游戏里封神 第一季,70876894,967126,64,14,76380,42822,56.06%,线下漫展VLOG,52347
29,吞海 第一季,49745553,514682,54,17,44019,27445,62.35%,原创配乐·破晓,29187
30,降水概率百分百,450562,15449,8,0,1080,0,0.00%,˚.⊹ 第二期 ♡₊˚,93005
31,魔道祖师 第三季,294593333,1534460,66,56,97639,90069,92.25%,传讯符·忘羡,22602
32,小蘑菇 第二季,49815982,490669,46,33,50289,46798,93.06%,全剧五千万福利,39605
33,你的距离,89127384,927913,70,27,78228,56150,71.78%,完结FT·主创版,31552
34,将进酒 第一季,104352057,1422405,59,16,78194,53307,68.17%,完结FT,25944
35,我在无限游戏里封神 第二季（下）,19245236,239366,55,14,26415,22482,85.11%,花絮06,76557
36,逐玉 第二季,642191,13003,10,2,421,72,17.10%,第五集 · 诛心,92520
37,魔道祖师 第一季,257084823,2248799,39,22,96796,64543,66.68%,主创FT<下>,15861
38,吞海 第二季,31371494,261610,56,19,25042,23301,93.05%,新年祝福,67085
39,重生之将门毒后 第二季,40384330,373657,83,26,49519,33210,67.07%,破亿福利·白噪音·花灯,52293
40,吞海 第三季（上）,21670016,207958,38,16,17652,16517,93.57%,OST·04 此地埋名,73221
41,魔道祖师 第二季,169778012,1409644,41,37,88750,81500,91.83%,主役FT（下）,19059
42,小蘑菇 第一季,48891816,905939,33,17,57956,38911,67.14%,白噪音·漫步荒原,29125
43,某某 第一季,96756314,1695716,43,28,77275,45061,58.31%,伴奏|《梧桐说》,58219
44,逐玉 第一季,4176773,70729,43,14,2218,990,44.63%,原创配乐 · 凶夜,89245
45,我在无限游戏里封神 第二季（上）,19443939,316754,42,11,32791,28383,86.56%,花絮06,71605
46,吞海 第三季（下）,18584403,183896,51,18,17980,16246,90.36%,破亿纪念•抒情主役版「晓」,76879
47,将进酒 第二季,71531960,806924,45,22,67064,60965,90.91%,第二季完结FT,30383
48,我喜欢你的信息素 第一季,98448517,1490216,48,21,72459,45238,62.43%,四千万福利,58217
49,欢迎进入梦魇直播间 第一季,22752496,187115,62,20,18886,8210,43.47%,完结FT,75856
50,AWM 第一季,85095706,1245929,43,20,72770,46865,64.40%,第十四集·烙印,20284
