排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,5247323,132029,26,4,22652,6904,30.48%,5.23%,小剧场▪捉鱼,93038
2,洄天 第一季,23566824,226831,45,6,20214,8524,42.17%,3.76%,花絮03,86815
3,我在无限游戏里封神 第四季,4070978,119628,26,7,7241,4623,63.84%,3.86%,特别放送 · 谁是抽象之王,86834
4,奇洛李维斯回信,46684886,528759,83,27,49318,25575,51.86%,4.84%,回信广播剧主创FT（上）,85974
5,再世权臣 第三季（下）,188495,15200,6,3,883,697,78.94%,4.59%,第三集 · 启程南京,93437
6,情蛊,36703097,403617,67,48,49028,30229,61.66%,7.49%,完结FT·下,86178
7,早春晴朗,33620967,259461,57,24,20864,13670,65.52%,5.27%,完结FT,72230
8,娑婆,705517,27090,8,1,2695,301,11.17%,1.11%,第四集,93178
9,沉醉不醒,2512924,46906,27,9,3488,1875,53.76%,4.00%,苏墨♡生日快乐,86740
10,初三的六一儿童节,26545511,58381,282,250,6535,5304,81.16%,9.09%,番外7 生生生活（1）,85562
11,奇洛李维斯回信 番外篇,672761,49173,3,2,3845,3088,80.31%,6.28%,番外 ·  庆生宴,93420
12,天官赐福 第三季,69714325,257594,67,43,32151,26479,82.36%,10.28%,小剧场·元宵·花灯,82040
13,我在无限游戏里封神 第三季,22115828,206891,91,21,28609,21136,73.88%,10.22%,破亿纪念单曲·神明所遗落的,81851
14,反差 全一季,7208308,56406,37,18,4038,2395,59.31%,4.25%,第十五集·爱为新生,86684
15,放学等我 第一季,51268467,812330,53,18,62837,36354,57.85%,4.48%,1700W福利·P-特别小剧场「2022.12.2」,64911
16,顶级掠食者 第二季,7213881,54383,37,17,5049,4043,80.08%,7.43%,番外·官宣,86789
17,天官赐福 第二季,71472001,347365,61,43,37582,34185,90.96%,9.84%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,放学等我 第二季,30134598,434132,42,16,44399,34557,77.83%,7.96%,番外·恋爱纪念日,68837
19,天官赐福 第一季,84373729,948009,61,43,68143,36571,53.67%,3.86%,四千万福利·小剧场·从前有一位名师,52400
20,一颗苹果,12571689,145535,80,34,11856,5102,43.03%,3.51%,启动音试听 · 谢青寄,90818
21,于是麦麦决定离家出走,5132538,102237,46,29,8871,5415,61.04%,5.30%,花絮08,86179
22,藏南晚星,18423491,195996,79,42,19568,14409,73.64%,7.35%,主题曲伴奏·途经,85110
23,降水概率百分百,829080,20349,17,4,1776,632,35.59%,3.11%,˚.⊹ 第七期 ♡₊˚,93005
24,交易沦陷,27448818,167813,138,99,16668,9720,58.32%,5.79%,特别福利·星空沦陷,54171
25,吞海 第一季,50536262,521627,54,17,44552,27857,62.53%,5.34%,原创配乐·破晓,29187
26,我在无限游戏里封神 第一季,72005829,976962,64,14,76781,43078,56.11%,4.41%,线下漫展VLOG,52347
27,太傅他人人喊打 第二季,3060648,40740,29,15,3123,2031,65.03%,4.99%,花絮07,86723
28,液态欲望 全一季,504342,25636,16,5,1565,627,40.06%,2.45%,花絮2,86692
29,我在无限游戏里封神 第二季（下）,19838016,244462,55,14,26903,22925,85.21%,9.38%,花絮06,76557
30,魔道祖师 第三季,295482972,1538100,66,56,97570,89962,92.20%,5.85%,传讯符·忘羡,22602
31,初三的六一儿童节 第二季（上）,820904,9900,10,5,768,505,65.76%,5.10%,第六集 · 亲传门徒,93154
32,燎原,37333857,387445,43,34,39028,29702,76.10%,7.67%,FT,63688
33,吞海 第二季,31894372,265954,56,19,25486,23723,93.08%,8.92%,新年祝福,67085
34,小蘑菇 第二季,50419909,494743,46,33,50494,46985,93.05%,9.50%,全剧五千万福利,39605
35,魔道祖师 第一季,257988806,2257660,39,22,96856,64515,66.61%,2.86%,主创FT<下>,15861
36,某某 第一季,97343117,1704275,43,28,77314,45085,58.31%,2.65%,伴奏|《梧桐说》,58219
37,我在无限游戏里封神 第二季（上）,19843267,321917,42,11,33229,28781,86.61%,8.94%,花絮06,71605
38,吞海 第三季（上）,22050962,211950,38,16,18056,16907,93.64%,7.98%,OST·04 此地埋名,73221
39,将进酒 第一季,105010252,1429205,59,16,78241,53349,68.19%,3.73%,完结FT,25944
40,偷风不偷月 上季,8196952,128709,41,18,10460,5837,55.80%,4.54%,300w福利·楚识琛（沈若臻）·风月语录,71389
41,台风眼 第二季,28961804,152528,50,32,13372,12346,92.33%,8.09%,完结 FT,68664
42,魔道祖师 第二季,170320978,1413282,41,37,88782,81505,91.80%,5.77%,主役FT（下）,19059
43,台风眼 第一季,34460084,290165,53,20,20529,12986,63.26%,4.48%,千万福利·富士山在等一片云,52404
44,吞海 第三季（下）,18997764,187998,51,18,18468,16716,90.51%,8.89%,破亿纪念•抒情主役版「晓」,76879
45,我喜欢你的信息素 第一季,99120878,1498096,48,21,72336,45057,62.29%,3.01%,四千万福利,58217
46,愚蠢的有钱人,710489,19571,52,39,1674,795,47.49%,4.06%,【花絮4】,93113
47,惹祸精,1092823,31428,43,14,1773,997,56.23%,3.17%,100福利·斯昭起床福利音,90987
48,欢迎进入梦魇直播间 第二季,6158220,45314,28,11,3525,2556,72.51%,5.64%,《今日没说法》⑤ ·「不平安疗养院」,90985
49,小蘑菇 第一季,49482829,912554,33,17,58123,38998,67.10%,4.27%,白噪音·漫步荒原,29125
50,陈年烈苟 第二季,15702952,122719,57,31,13893,13094,94.25%,10.67%,520限定 ✦ 主役版主题曲 《世界在他心头亮遍了角落》,73251
