排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,7028427,104462,16,0,7829,0,0.00%,0.00%,正式预告·神明与信徒,91718
2,一屋暗灯 全一季,12277898,201276,53,13,33965,15291,45.02%,7.60%,福利彩蛋·看星星,93038
3,奇洛李维斯回信,53244391,566522,98,41,53109,28316,53.32%,5.00%,OST A12 · 暗恋基本法,85974
4,我在无限游戏里封神 第四季,7513067,142013,56,15,11485,8952,77.95%,6.30%,特别放送 · emoji大挑战,86834
5,满城衣冠 全一季,2109667,52457,25,5,3025,1059,35.01%,2.02%,主题曲② · 失控的月亮,90878
6,宋玉章 第一季,2624527,42549,15,0,2200,0,0.00%,0.00%,第二折 · 小团圆,86589
7,灯花笑 上季,2254304,46527,18,4,7331,860,11.73%,1.85%,第8集,94733
8,情蛊,40737702,439838,68,49,53423,32966,61.71%,7.50%,4000w福利·山大王,86178
9,伏特加与曼特宁,1373575,60216,16,0,2562,0,0.00%,0.00%,第二期,92988
10,你的雪人能活多久 第一季,773351,46860,15,0,4182,0,0.00%,0.00%,第二集 · 现在开始同居生活？,93787
11,炽火难熄 全一季,234146,17827,10,1,1299,382,29.41%,2.14%,第三集 · 升级,94917
12,囚于永夜,754450,21948,200,161,1873,502,26.80%,2.29%,温然生日小剧场,94916
13,天官赐福 第三季,71907831,270571,68,44,33577,27748,82.64%,10.26%,小剧场·元宵·花灯,82040
14,天官赐福 第二季,73370312,359179,61,43,38532,35043,90.95%,9.76%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,86971248,969364,61,43,68816,37049,53.84%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,我在无限游戏里封神 第三季,23905866,218793,91,21,30124,22443,74.50%,10.26%,破亿纪念单曲·神明所遗落的,81851
17,沉浮事,422582,13246,12,1,1303,391,30.01%,2.95%,浊世篇·第三集,94775
18,解瘾,320928,12665,18,2,778,214,27.51%,1.69%,戏曲选段❃武家坡,94782
19,我在无限游戏里封神 第一季,74466376,999819,64,14,77621,43440,55.96%,4.34%,线下漫展VLOG,52347
20,绰约,2065261,31922,34,5,1459,520,35.64%,1.63%,200W播放纪念·裴廷约,86680
21,放学等我 第一季,53792723,835422,53,18,62475,36001,57.62%,4.31%,1700W福利·P-特别小剧场「2022.12.2」,64911
22,清白之年,362674,12503,13,0,1012,0,0.00%,0.00%,第四集·人生难得是欢聚,94838
23,早春晴朗,36879488,277359,57,24,22420,14703,65.58%,5.30%,完结FT,72230
24,放学等我 第二季,31614082,449083,42,16,44407,34017,76.60%,7.57%,番外·恋爱纪念日,68837
25,一颗苹果,13776591,162967,82,35,13413,5915,44.10%,3.63%,完结FT · 谢谢光临,90818
26,魔道祖师 第三季,297243931,1545842,66,56,97502,89837,92.14%,5.81%,传讯符·忘羡,22602
27,我在无限游戏里封神 第二季（下）,21071674,255707,55,14,28018,23930,85.41%,9.36%,花絮06,76557
28,谁来言说夜晚 上季,1141479,14736,68,32,1583,840,53.06%,5.70%,第49集,94321
29,魔道祖师 第一季,259951200,2280043,39,22,97138,64658,66.56%,2.84%,主创FT<下>,15861
30,台风眼 第二季,29750069,161369,50,32,14123,13066,92.52%,8.10%,完结 FT,68664
31,江医生 第一季,16908327,236192,49,27,22948,14005,61.03%,5.93%,千万播放福利第四弹·小剧场·猫,81852
32,搭界 第一季,371370,15347,18,6,1550,781,50.39%,5.09%,小剧场 · 请墨宝,94617
33,再世权臣 第三季（下）,863642,25208,21,12,2276,2026,89.02%,8.04%,第十二集 ·  雨后风荷,93437
34,藏南晚星,19673970,205553,79,42,20685,15312,74.02%,7.45%,主题曲伴奏·途经,85110
35,嫁给一个死太监 第一季,3843605,77274,34,12,4582,2548,55.61%,3.30%,新春福利音,66726
36,台风眼 第一季,35727379,305487,53,20,21852,13696,62.68%,4.48%,千万福利·富士山在等一片云,52404
37,我在无限游戏里封神 第二季（上）,20679129,332804,42,11,34191,29603,86.58%,8.90%,花絮06,71605
38,魔道祖师 第二季,171431853,1421000,41,37,88875,81611,91.83%,5.74%,主役FT（下）,19059
39,我喜欢你的信息素 第一季,100628202,1517325,48,21,72032,44643,61.98%,2.94%,四千万福利,58217
40,洄天 第一季,28087020,246164,65,14,23345,11272,48.28%,4.58%,完结语音 · 高能量S级监护人的一天,86815
41,沉醉不醒,4014451,56549,47,28,4771,2980,62.46%,5.27%,特别福利·主题曲《方舟》丁竞元版,86740
42,降水概率百分百,1776766,27634,34,14,2672,1487,55.65%,5.38%,˚.⊹ 第十七期 ♡₊˚,93005
43,某某 第一季,98552732,1723157,43,28,77256,45086,58.36%,2.62%,伴奏|《梧桐说》,58219
44,吞海 第一季,51981404,534704,54,17,45567,28659,62.89%,5.36%,原创配乐·破晓,29187
45,江医生 第二季,8361505,121778,44,36,13611,12658,93.00%,10.39%,主役版·绝对,85256
46,小蘑菇 第二季,51792139,504629,51,34,51992,47773,91.89%,9.47%,破亿电话·双人,39605
47,娑婆,1618899,36417,24,14,3561,1005,28.22%,2.76%,第十三集,93178
48,理想型,1342208,16488,67,44,1524,943,61.88%,5.72%,55·你生气好可爱,93439
49,默读 第五季,39242672,466676,47,34,46543,40138,86.24%,8.60%,电话,59100
50,重生之将门毒后 第二季,42268136,384580,83,26,50639,34075,67.29%,8.86%,破亿福利·白噪音·花灯,52293
