排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,9244279,124468,26,5,11638,6050,51.98%,4.86%,第三集·叫天不应叫地不灵,91718
2,早春晴朗,41282973,335598,57,24,24461,15839,64.75%,4.72%,完结FT,72230
3,灯花笑 上季,3344844,55235,28,11,8328,1759,21.12%,3.18%,第14集,94733
4,奇洛李维斯回信,54726599,574253,98,41,53889,28917,53.66%,5.04%,OST A12 · 暗恋基本法,85974
5,你的雪人能活多久 第一季,1340605,55349,24,4,5266,782,14.85%,1.41%,小剧场02 · 喜糖,93787
6,情蛊,41865712,449153,68,49,54594,33804,61.92%,7.53%,4000w福利·山大王,86178
7,伏特加与曼特宁,1862819,64672,24,3,3489,1237,35.45%,1.91%,主题曲·泊岸·祝京儒版,92988
8,宋玉章 第一季,3704533,45228,20,2,2857,892,31.22%,1.97%,第五折 · 夕饮冰,86589
9,我在无限游戏里封神 第四季,7957669,145092,56,15,11962,9424,78.78%,6.50%,特别放送 · emoji大挑战,86834
10,天官赐福 第三季,72657907,274938,68,44,34170,28288,82.79%,10.29%,小剧场·元宵·花灯,82040
11,一屋暗灯 全一季,13020537,207335,54,14,34679,16003,46.15%,7.72%,主役版主题曲▪未说的,93038
12,满城衣冠 全一季,2519884,55141,33,9,3353,1391,41.49%,2.52%,白噪音 · 苏苏念经,90878
13,天官赐福 第二季,74021795,363422,61,43,38917,35409,90.99%,9.74%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
14,天官赐福 第一季,87828233,976255,61,43,69101,37257,53.92%,3.82%,四千万福利·小剧场·从前有一位名师,52400
15,尾钩,344121,16503,15,3,1654,642,38.81%,3.89%,主题曲① · 引风之祷,95503
16,囚于永夜,1356713,31096,200,161,3111,956,30.73%,3.07%,番外 少爷的生日7,94916
17,炽火难熄 全一季,363325,20608,15,4,1547,666,43.05%,3.23%,第六集 ·“顺路”,94917
18,沉浮事,821766,16331,16,5,1769,1006,56.87%,6.16%,中元小剧场·百鬼集市,94775
19,放学等我 第一季,54524199,841553,53,18,61934,35834,57.86%,4.26%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,我在无限游戏里封神 第三季,24289713,221105,91,21,30444,22703,74.57%,10.27%,破亿纪念单曲·神明所遗落的,81851
21,藏南晚星,20069950,208694,80,43,21038,15599,74.15%,7.47%,七夕小剧场 · 小许老师买菜记,85110
22,放学等我 第二季,32029011,453108,42,16,44391,33885,76.33%,7.48%,番外·恋爱纪念日,68837
23,魔道祖师 第三季,297734165,1548038,66,56,97527,89833,92.11%,5.80%,传讯符·忘羡,22602
24,魔道祖师 第一季,260464568,2285534,39,22,97089,64589,66.53%,2.83%,主创FT<下>,15861
25,江医生 第一季,17194070,238512,49,27,23205,14198,61.19%,5.95%,千万播放福利第四弹·小剧场·猫,81852
26,魔道祖师 第二季,171733347,1423200,41,37,88899,81637,91.83%,5.74%,主役FT（下）,19059
27,台风眼 第二季,29975722,163676,50,32,14339,13271,92.55%,8.11%,完结 FT,68664
28,我在无限游戏里封神 第一季,74991923,1004244,64,14,77756,43551,56.01%,4.34%,线下漫展VLOG,52347
29,台风眼 第一季,36028186,309525,53,20,22240,13894,62.47%,4.49%,千万福利·富士山在等一片云,52404
30,触礁,317469,12783,17,6,1329,915,68.85%,7.16%,EP05⟢| 吻痕如刀 |,95034
31,我喜欢你的信息素 第一季,101020518,1521431,48,21,72060,44658,61.97%,2.94%,四千万福利,58217
32,某某 第一季,98878441,1727390,43,28,76981,45050,58.52%,2.61%,伴奏|《梧桐说》,58219
33,我在无限游戏里封神 第二季（下）,21331835,257909,55,14,28309,24196,85.47%,9.38%,花絮06,76557
34,江医生 第二季,8547596,123293,44,36,13830,12872,93.07%,10.44%,主役版·绝对,85256
35,降水概率百分百,2037614,29053,42,17,2983,1742,58.40%,6.00%,特别语音 ♡ 烘焙指南,93005
36,吞海 第一季,52343146,537689,54,17,45793,28851,63.00%,5.37%,原创配乐·破晓,29187
37,我喜欢你的信息素 第二季,76934125,851155,43,26,59020,49786,84.35%,5.85%,国风版·星衍,58218
38,一颗苹果,14021252,166006,82,35,13767,6098,44.29%,3.67%,完结FT · 谢谢光临,90818
39,我在无限游戏里封神 第二季（上）,20872560,334915,42,11,34428,29819,86.61%,8.90%,花絮06,71605
40,重生之将门毒后 第二季,42611107,386495,83,26,50860,34265,67.37%,8.87%,破亿福利·白噪音·花灯,52293
41,伪装学渣 第一季,103667695,1954286,30,17,80116,47035,58.71%,2.41%,千万福利·“叫妈妈”,58262
42,难言之欲,224397,10211,8,2,760,352,46.32%,3.45%,20万福利音,94857
43,将进酒 第一季,106726755,1448209,59,16,78395,53347,68.05%,3.68%,完结FT,25944
44,某某 第二季,66792023,834890,67,39,68655,51393,74.86%,6.16%,破亿纪念·《正年少》,58220
45,解瘾,497915,13973,25,5,931,394,42.32%,2.82%,戏曲选段❃霸王别姬,94782
46,你的距离,91147916,939896,70,27,78810,56538,71.74%,6.02%,完结FT·主创版,31552
47,洄天 第一季,28382641,247826,65,14,23565,11392,48.34%,4.60%,完结语音 · 高能量S级监护人的一天,86815
48,吞海 第二季,33054459,275497,56,19,26429,24630,93.19%,8.94%,新年祝福,67085
49,沉醉不醒,4217630,57581,50,31,4958,3125,63.03%,5.43%,დ400万福利剧场·桑拿,86740
50,娑婆,1846768,37922,29,19,3755,1175,31.29%,3.10%,作者原创小剧场·中元节,93178
