排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,19988839,209360,36,2,17447,5551,31.82%,500W特别福利 · 上岸宝典,86815
2,我在无限游戏里封神 第四季,2876371,109224,16,3,5827,3149,54.04%,特别放送 · 大型恐怖游戏联赛火热进行中Ⅲ,86834
3,一屋暗灯 全一季,1961435,81935,12,0,11057,0,0.00%,第二集,93038
4,奇洛李维斯回信,43903519,511900,79,23,47352,24148,51.00%,花絮09 ·小花絮又又又又又来了,85974
5,情蛊,34645286,387190,63,44,46720,28709,61.45%,花絮14,86178
6,早春晴朗,31960212,248017,57,24,19923,13077,65.64%,完结FT,72230
7,沉醉不醒,1846621,41988,17,3,2683,1040,38.76%,同名主题曲《沉醉不醒》,86740
8,于是麦麦决定离家出走,4565235,97318,32,19,8122,4907,60.42%,完结FreeTalk,86179
9,一颗苹果,11978796,139130,80,34,11101,4657,41.95%,启动音试听 · 谢青寄,90818
10,初三的六一儿童节,24590584,53116,250,218,5857,4667,79.68%,番外2 小陆的故事（13）,85562
11,反差 全一季,6657913,52166,31,13,3459,1868,54.00%,第十一集·选择坠落,86684
12,天官赐福 第三季,68729477,253039,67,43,31635,26022,82.26%,小剧场·元宵·花灯,82040
13,顶级掠食者 第二季,6169787,51627,30,12,4343,3320,76.44%,第十二集,86789
14,我在无限游戏里封神 第三季,21412626,202639,91,21,28066,20649,73.57%,破亿纪念单曲·神明所遗落的,81851
15,恩客,955312,15806,36,23,1200,704,58.67%,29·遗憾的事,91870
16,惹祸精,861231,28606,36,14,1494,778,52.07%,第十五集,90987
17,天官赐福 第二季,70653364,343156,61,43,37183,33822,90.96%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
18,藏南晚星,17854385,192023,79,42,19034,13957,73.33%,主题曲伴奏·途经,85110
19,放学等我 第一季,50248393,801880,53,18,62415,36264,58.10%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,天官赐福 第一季,83447644,940686,61,43,67807,36387,53.66%,四千万福利·小剧场·从前有一位名师,52400
21,偷风不偷月 上季,7908773,125570,41,18,10270,5697,55.47%,300w福利·楚识琛（沈若臻）·风月语录,71389
22,降水概率百分百,532414,16502,10,0,1214,0,0.00%,˚.⊹ 第三期 ♡₊˚,93005
23,再世权臣 第三季（上）,2342340,46387,33,9,3269,2456,75.13%,第九集 ·  百岁何欢,86827
24,放学等我 第二季,29539276,427314,42,16,44266,34692,78.37%,番外·恋爱纪念日,68837
25,我在无限游戏里封神 第一季,71116913,969287,64,14,76514,42877,56.04%,线下漫展VLOG,52347
26,欢迎进入梦魇直播间 第二季,5677454,42499,26,11,3251,2338,71.92%,《非诚忽扰》第５期,90985
27,吞海 第一季,49901636,515970,54,17,44107,27506,62.36%,原创配乐·破晓,29187
28,偷风不偷月 下季,3430539,60797,35,17,4420,4148,93.85%,100W福利·白噪音,77591
29,愚蠢的有钱人,339291,15363,20,8,1205,371,30.79%,【花絮2】,93113
30,太傅他人人喊打 第二季,2499675,37882,22,10,2731,1599,58.55%,花絮05,86723
31,魔道祖师 第三季,294779632,1535248,66,56,97632,90054,92.24%,传讯符·忘羡,22602
32,你的距离,89260921,928735,70,27,78257,56168,71.77%,完结FT·主创版,31552
33,我在无限游戏里封神 第二季（下）,19365361,240419,55,14,26507,22558,85.10%,花絮06,76557
34,小蘑菇 第二季,49949988,491491,46,33,50332,46835,93.05%,全剧五千万福利,39605
35,魔道祖师 第一季,257267735,2250600,39,22,96829,64560,66.67%,主创FT<下>,15861
36,吞海 第二季,31477142,262463,56,19,25123,23378,93.05%,新年祝福,67085
37,逐玉 第二季,676566,13493,11,3,434,89,20.51%,第六集 · 不念,92520
38,美人印,522121,28124,13,5,1854,435,23.46%,第六集,92611
39,将进酒 第一季,104483803,1423758,59,16,78194,53317,68.19%,完结FT,25944
40,吞海 第三季（上）,21745381,208790,38,16,17736,16597,93.58%,OST·04 此地埋名,73221
41,魔道祖师 第二季,169891395,1410415,41,37,88770,81512,91.82%,主役FT（下）,19059
42,我在无限游戏里封神 第二季（上）,19527206,317845,42,11,32865,28451,86.57%,花絮06,71605
43,初三的六一儿童节 第二季（上）,175253,6759,3,0,413,0,0.00%,第一集 · 与狼共舞,93154
44,某某 第一季,96869495,1697369,43,28,77245,45088,58.37%,伴奏|《梧桐说》,58219
45,吞海 第三季（下）,18665640,184711,51,18,18071,16334,90.39%,破亿纪念•抒情主役版「晓」,76879
46,小蘑菇 第一季,49013637,907269,33,17,57991,38942,67.15%,白噪音·漫步荒原,29125
47,重生之将门毒后 第二季,40505678,374233,83,26,49577,33252,67.07%,破亿福利·白噪音·花灯,52293
48,我喜欢你的信息素 第一季,98579207,1491705,48,21,72446,45223,62.42%,四千万福利,58217
49,欢迎进入梦魇直播间 第一季,22850589,187939,62,20,18963,8256,43.54%,完结FT,75856
50,交易沦陷,26296645,162113,138,99,16149,9411,58.28%,特别福利·星空沦陷,54171
