排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,8010474,116596,21,2,10358,4420,42.67%,3.79%,小剧场·姻缘签,91718
2,奇洛李维斯回信,53950768,570280,98,41,53524,28629,53.49%,5.02%,OST A12 · 暗恋基本法,85974
3,你的雪人能活多久 第一季,1085553,52036,19,2,4815,460,9.55%,0.88%,七夕节福利彩蛋,93787
4,伏特加与曼特宁,1589284,62327,19,1,3001,594,19.79%,0.95%,七夕迷你剧场,92988
5,灯花笑 上季,2713793,50335,21,6,7763,1253,16.14%,2.49%,盛京杂谈·贰,94733
6,情蛊,41280768,444458,68,49,53957,33333,61.78%,7.50%,4000w福利·山大王,86178
7,一屋暗灯 全一季,12620627,204195,54,14,34338,15639,45.54%,7.66%,主役版主题曲▪未说的,93038
8,我在无限游戏里封神 第四季,7732199,143529,56,15,11722,9184,78.35%,6.40%,特别放送 · emoji大挑战,86834
9,宋玉章 第一季,3094608,43774,16,0,2428,0,0.00%,0.00%,第三折 ·  啼笑因缘,86589
10,满城衣冠 全一季,2299060,53680,29,7,3179,1237,38.91%,2.30%,七夕福利音,90878
11,天官赐福 第三季,72249942,272541,68,44,33831,27974,82.69%,10.26%,小剧场·元宵·花灯,82040
12,囚于永夜,1053757,27663,200,161,2517,723,28.72%,2.61%,温然生日小剧场,94916
13,炽火难熄 全一季,290295,19438,12,2,1432,529,36.94%,2.72%,七夕节福利彩蛋,94917
14,天官赐福 第二季,73652670,361072,61,43,38683,35185,90.96%,9.74%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,87331619,972460,61,43,68956,37126,53.84%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,沉浮事,606845,14840,14,3,1574,791,50.25%,5.33%,七夕小剧场·红线,94775
17,我在无限游戏里封神 第三季,24090628,219912,91,21,30270,22561,74.53%,10.26%,破亿纪念单曲·神明所遗落的,81851
18,早春晴朗,37202896,278877,57,24,22581,14802,65.55%,5.31%,完结FT,72230
19,放学等我 第一季,54107582,838028,53,18,62246,36017,57.86%,4.30%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,放学等我 第二季,31798158,450895,42,16,44401,33959,76.48%,7.53%,番外·恋爱纪念日,68837
21,我在无限游戏里封神 第一季,74714098,1001946,64,14,77684,43497,55.99%,4.34%,线下漫展VLOG,52347
22,魔道祖师 第三季,297457765,1546810,66,56,97514,89835,92.13%,5.81%,传讯符·忘羡,22602
23,魔道祖师 第一季,260182846,2282584,39,22,97160,64638,66.53%,2.83%,主创FT<下>,15861
24,藏南晚星,19834681,206999,80,43,20835,15428,74.05%,7.45%,七夕小剧场 · 小许老师买菜记,85110
25,台风眼 第二季,29849797,162419,50,32,14220,13159,92.54%,8.10%,完结 FT,68664
26,江医生 第一季,17042700,237266,49,27,23072,14104,61.13%,5.94%,千万播放福利第四弹·小剧场·猫,81852
27,我在无限游戏里封神 第二季（下）,21193583,256764,55,14,28144,24041,85.42%,9.36%,花絮06,76557
28,触礁,214303,11453,13,3,1164,734,63.06%,6.41%,七夕福利音,95034
29,台风眼 第一季,35862571,307322,53,20,22036,13788,62.57%,4.49%,千万福利·富士山在等一片云,52404
30,魔道祖师 第二季,171566381,1421979,41,37,88882,81615,91.82%,5.74%,主役FT（下）,19059
31,降水概率百分百,1908702,28516,39,16,2849,1644,57.70%,5.77%,七夕语音 ♡ 晚安好梦,93005
32,我喜欢你的信息素 第一季,100808196,1519320,48,21,72059,44650,61.96%,2.94%,四千万福利,58217
33,我在无限游戏里封神 第二季（上）,20769951,333830,42,11,34297,29697,86.59%,8.90%,花絮06,71605
34,沉醉不醒,4125694,57259,49,30,4880,3069,62.89%,5.36%,七夕迷你剧场,86740
35,绰约,2143536,32269,36,6,1505,570,37.87%,1.77%,律法小贴士·8则,86680
36,江医生 第二季,8447313,122545,44,36,13712,12756,93.03%,10.41%,主役版·绝对,85256
37,某某 第一季,98695965,1725031,43,28,77211,45096,58.41%,2.61%,伴奏|《梧桐说》,58219
38,一颗苹果,13889828,164474,82,35,13589,6002,44.17%,3.65%,完结FT · 谢谢光临,90818
39,再世权臣 第三季（下）,904183,25773,21,12,2345,2088,89.04%,8.10%,第十二集 ·  雨后风荷,93437
40,搭界 第一季,412574,15901,21,8,1601,838,52.34%,5.27%,七夕·剧场,94617
41,吞海 第一季,52143210,536031,54,17,45670,28746,62.94%,5.36%,原创配乐·破晓,29187
42,解瘾,395097,13229,21,3,867,325,37.49%,2.46%,福利音❃七夕,94782
43,重生之将门毒后 第二季,42429681,385438,83,26,50728,34156,67.33%,8.86%,破亿福利·白噪音·花灯,52293
44,嫁给一个死太监 第一季,3907864,78422,34,12,4688,2614,55.76%,3.33%,新春福利音,66726
45,我喜欢你的信息素 第二季,76789555,850021,43,26,59008,49809,84.41%,5.86%,国风版·星衍,58218
46,洄天 第一季,28228999,246951,65,14,23440,11331,48.34%,4.59%,完结语音 · 高能量S级监护人的一天,86815
47,伪装学渣 第一季,103490843,1951974,30,17,80137,47000,58.65%,2.41%,千万福利·“叫妈妈”,58262
48,小蘑菇 第二季,51887357,505336,51,34,52048,47825,91.89%,9.46%,破亿电话·双人,39605
49,将进酒 第一季,106532014,1446377,59,16,78369,53330,68.05%,3.69%,完结FT,25944
50,默读 第五季,39282601,467069,47,34,46559,40155,86.25%,8.60%,电话,59100
