排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,3198345,104274,16,1,花絮02,93038
2,洄天 第一季,21272637,216236,39,4,第六期,86815
3,奇洛李维斯回信,44841212,518541,79,23,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,35414938,393504,67,48,完结FT·下,86178
5,二哈和他的白猫师尊,161734559,3150626,76,0,第肆季-第九期,20741
6,囚于永夜,4396362,270134,1,0,织音发布会纯享PV · 概念预告,86822
7,放学等我 第一季,50637868,806122,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
8,见春天,12480197,222572,54,8,魏清越书信·02,80533
9,我在无限游戏里封神 第四季,3297731,113440,21,5,第五集 · 纸鬼桥,86834
10,一颗苹果,12211115,141719,80,34,启动音试听 · 谢青寄,90818
11,早春晴朗,32394107,250699,57,24,完结FT,72230
12,天官赐福 第一季,83743530,943296,61,43,四千万福利·小剧场·从前有一位名师,52400
13,我在无限游戏里封神 第一季,71444801,972264,64,14,线下漫展VLOG,52347
14,虚拟偶像团综丨《NEW DAYS（一起又出发）》,26886457,108509,94,0,《Break of day》幕后花絮·戏里戏外,84529
15,伏特加与曼特宁,546712,38580,2,0,五一迷你剧场,92988
16,魔道祖师 第一季,257513562,2253275,39,22,主创FT<下>,15861
17,放学等我 第二季,29752404,430060,42,16,番外·恋爱纪念日,68837
18,天官赐福 第四季,4438331,72574,10,0,新年小剧场《压岁钱》,91718
19,再世权臣 第一季,20718770,251503,79,17,花絮07,71321
20,于是麦麦决定离家出走,4753175,98884,35,21,花絮04,86179
21,我喜欢你的信息素 第一季,98772335,1494053,48,21,四千万福利,58217
22,伪装学渣 第一季,101918484,1922864,30,17,千万福利·“叫妈妈”,58262
23,重生之将门毒后 第一季,91607610,821659,82,27,主役reaction·片段03,43922
24,娘娘腔,36500284,698773,31,0,主役听剧Reaction,46640
25,干涸地,1751914,74234,1,0,概念预告,86725
26,将进酒 第一季,104648245,1425617,59,16,完结FT,25944
27,小蘑菇 第一季,49160108,909204,33,17,白噪音·漫步荒原,29125
28,初三的六一儿童节,25276397,55473,262,230,番外3 兄弟（5）,85562
29,某某 第一季,97039093,1699984,43,28,伴奏|《梧桐说》,58219
30,台风眼 第一季,34153890,286935,53,20,千万福利·富士山在等一片云,52404
31,交易沦陷,26654118,163942,138,99,特别福利·星空沦陷,54171
32,全球高考 第一季（全新版）,20572654,360002,37,11,— 「全季完结FT」—,60289
33,天官赐福 第三季,69032951,254696,67,43,小剧场·元宵·花灯,82040
34,我在无限游戏里封神 第三季,21652829,204250,91,21,破亿纪念单曲·神明所遗落的,81851
35,液态欲望 全一季,299086,21531,7,0,主题曲·液态欲望,86692
36,沉醉不醒,2050900,43431,20,6,第六期,86740
37,藏南晚星,18035643,193531,79,42,主题曲伴奏·途经,85110
38,二哈和他的白猫师尊,14345210,95963,669,603,完结FT,81979
39,逐玉 第一季,4278301,71466,43,14,原创配乐 · 凶夜,89245
40,坠落,10084277,166247,59,22,台风眼S02E17,76041
41,难哄,145448726,1570286,76,48,破亿福利·纪念FT,38074
42,你的距离,89423894,929796,70,27,完结FT·主创版,31552
43,反差 全一季,6803718,53439,32,14,第十二集·接住你了,86684
44,针锋对决,37252583,921019,19,0,完结FT  互动问答,19249
45,偷偷藏不住,201547261,2411129,89,54,2亿福利·双人电话语音,34632
46,魔道祖师 第三季,295009875,1536365,66,56,传讯符·忘羡,22602
47,顶级掠食者 第二季,6471862,52530,31,13,第十三集,86789
48,南方海啸,22566604,164691,102,68,花絮⑤,85492
49,FOG[电竞] 第一季,69549172,756927,39,14,2000W福利·whisper伴奏抒情版,29122
50,吞海 第一季,50100949,517855,54,17,原创配乐·破晓,29187
51,不二之臣,40378315,844268,16,0,大结局·下,25580
52,愚蠢的有钱人,463278,17013,31,18,【花絮3】,93113
53,天官赐福 第二季,70921054,344677,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
54,这题超纲了 第一季,20176521,485317,44,17,【回放】《这题超纲了》M星直播,41369
55,判官 第一季,37629488,644114,45,21,听剧reaction,37773
56,我在无限游戏里封神 第二季（下）,19527386,241941,55,14,花絮06,76557
57,虚拟偶像团综丨《一起再出发》,89336901,249293,179,0,中秋特辑·清道夫,58225
58,偏偏宠爱,16983011,356729,49,13,四百万语音·江忍,52353
59,重生之将门毒后 第二季,40671248,375191,83,26,破亿福利·白噪音·花灯,52293
60,虚拟偶像团综丨《LASER出道日》,82002647,674001,89,0,专业小课堂：电子竞技运动与管理专业,28989
61,逐玉 第二季,723701,14038,15,4,小剧场 · 退学记,92520
62,破云 第一季,58646179,1086287,20,15,圣诞特辑,59047
63,欢迎进入梦魇直播间 第一季,22965482,188987,62,20,完结FT,75856
64,欢迎进入梦魇直播间 第二季,5893286,43633,28,11,《今日没说法》⑤ ·「不平安疗养院」,90985
65,江医生 第一季,15572054,224907,49,27,千万播放福利第四弹·小剧场·猫,81852
66,初三的六一儿童节 第一季,11187847,56286,53,16,新年♥快乐,85497
67,恩客,1107983,16791,45,32,38·“新婚快乐”,91870
68,提灯看刺刀 上季,14045533,234943,32,8,花絮·韩楚,77771
69,虚拟偶像综艺 |《VANITY FAIR（名利场）》,26913364,125263,71,0,梦系列小剧场06·白日,78684
70,再世权臣 第三季（上）,2486246,47128,34,10,第十集 ·  再度启程,86827
71,奇洛李维斯回信 番外篇,185953,20120,3,2,番外 ·  庆生宴,93420
72,你就当我死了吧  全一季,12431850,242432,30,0,主役版主题曲（纯享）,76841
73,娑婆,162708,15272,4,0,第一集,93178
74,悬日 上季,11233085,148221,52,18,ଫ苏洄生日福利,88192
75,惹祸精,961698,29725,38,14,花絮4.0,90987
76,我在无限游戏里封神 第二季（上）,19637983,319429,42,11,花絮06,71605
77,AWM 第一季,85241093,1247624,43,20,第十四集·烙印,20284
78,谁把谁当真,14551927,768650,4,0,第四期,726
79,魔道祖师 第二季,170032775,1411549,41,37,主役FT（下）,19059
80,降水概率百分百,619361,17996,12,1,˚.⊹ 第四期 ♡₊˚,93005
81,别来无恙 第一季,22593698,446353,48,22,1000W福利•《满心》（合唱版）,37937
82,我喜欢你的信息素 第二季,75497107,838588,43,26,国风版·星衍,58218
83,夫人你马甲又掉了 第一季,64190223,1017143,25,0,小剧场3,32574
84,虚拟偶像综艺丨《险象环声》,82102763,434343,138,0,三千万福利·偶像问答,38165
85,偷风不偷月 上季,7995589,126538,41,18,300w福利·楚识琛（沈若臻）·风月语录,71389
86,小蘑菇 第二季,50090014,492669,46,33,全剧五千万福利,39605
87,落池,68077174,1343555,15,0,落池·番外,22032
88,君有疾否 第一季,26438150,456294,67,56,苏世誉 ✦ 第一季启动音,34592
89,等风热吻你,16259174,305768,56,18,插曲《约定》,52292
90,可爱过敏原 第一季,26124047,576868,63,15,主役版主题曲《不冻港》,45209
91,太傅他人人喊打 第二季,2686524,38945,25,13,第十二集,86723
92,将进酒 第二季,71728615,808234,45,22,第二季完结FT,30383
93,FOG[电竞]第二季,57098304,430573,50,28,破亿特别直播回放,39588
94,恃宠 全一季,10751346,133049,67,26,500w播放纪念· 谢砚礼 会议闲暇,76670
95,伏特加与曼特宁,173232,9377,28,19,°☆. 第24集 « *,92968
96,美人印,560414,28787,14,6,第七集,92611
97,失忆后死对头成了我男朋友？,4599947,94070,44,20,花絮·陆云笙,86693
98,两A相逢必有一O 第一季,15345137,419092,54,12,主役版主题曲·与风,51265
99,初三的六一儿童节 第二季（上）,345214,8214,5,2,第三集 · 明德小事,93154
100,顽石 全一季,3854625,60742,61,15,花絮 ·18,88696
