排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,情蛊,41604377,447083,68,49,4000w福利·山大王,86178
2,奇洛李维斯回信,54373553,572449,98,41,OST A12 · 暗恋基本法,85974
3,二哈和他的白猫师尊,167166636,3196188,84,0,概念曲-拜长久（+童声版）,20741
4,放学等我 第一季,54325467,840017,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
5,囚于永夜,5359548,321401,1,0,织音发布会纯享PV · 概念预告,86822
6,灯花笑 上季,3058601,52939,24,8,主题曲贰·隔雾看花,94733
7,天官赐福 第四季,8637550,121176,24,3,夏日提示音·处暑·花城,91718
8,一屋暗灯 全一季,12854511,206017,54,14,主役版主题曲▪未说的,93038
9,你的雪人能活多久 第一季,1239575,54081,23,3,傅让夷生日快乐,93787
10,天官赐福 第一季,87585817,974477,61,43,四千万福利·小剧场·从前有一位名师,52400
11,伪装学渣 第一季,103585140,1953278,30,17,千万福利·“叫妈妈”,58262
12,虚拟偶像团综丨《去世界尽头》,5423023,52418,44,0,柏闻生日小剧场·亲爱的老朋友,94354
13,早春晴朗,37874341,284989,57,24,完结FT,72230
14,魔道祖师 第一季,260335159,2284198,39,22,主创FT<下>,15861
15,我在无限游戏里封神 第一季,74866453,1003214,64,14,线下漫展VLOG,52347
16,宋玉章 第一季,3449362,44677,19,1,主题曲 · 玉堂春· 伴奏,86589
17,伏特加与曼特宁,1737135,63636,22,2,第四期,92988
18,我喜欢你的信息素 第一季,100924269,1520465,48,21,四千万福利,58217
19,台风眼 第一季,35952949,308515,53,20,千万福利·富士山在等一片云,52404
20,我在无限游戏里封神 第四季,7856707,144418,56,15,特别放送 · emoji大挑战,86834
21,将进酒 第一季,106635129,1447306,59,16,完结FT,25944
22,天官赐福 第三季,72476295,273861,68,44,小剧场·元宵·花灯,82040
23,放学等我 第二季,31920841,452159,42,16,番外·恋爱纪念日,68837
24,重生之将门毒后 第一季,94989008,841837,82,27,主役reaction·片段03,43922
25,某某 第一季,98796507,1726461,43,28,伴奏|《梧桐说》,58219
26,囚于永夜,1224318,29522,200,161,番外 少爷的生日7,94916
27,恒星时刻 第一季,352700,50004,1,0,歌曲《狮心》（Live）,94789
28,洄天 第一季,28313542,247447,65,14,完结语音 · 高能量S级监护人的一天,86815
29,一颗苹果,13962019,165351,82,35,完结FT · 谢谢光临,90818
30,娘娘腔,38580298,724315,31,0,主役听剧Reaction,46640
31,全球高考 第一季（全新版）,22001975,377074,37,11,— 「全季完结FT」—,60289
32,再世权臣 第一季,22163699,261970,79,17,花絮07,71321
33,天官赐福 第二季,73848837,362353,61,43,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
34,藏南晚星,19966673,207970,80,43,七夕小剧场 · 小许老师买菜记,85110
35,迪奥先生 第一季,79757882,1079198,30,15,王氏破产 铃声,23329
36,二哈和他的白猫师尊,16584697,106831,669,603,完结FT,81979
37,虚拟偶像团综丨《NEW DAYS（一起又出发）》,31773124,115381,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
38,唇枪 上季,344313,20960,1,0,织音发布会纯享PV,94802
39,小蘑菇 第一季,50971488,931659,33,17,白噪音·漫步荒原,29125
40,江医生 第一季,17122442,237902,49,27,千万播放福利第四弹·小剧场·猫,81852
41,难哄,147382777,1580769,76,48,破亿福利·纪念FT,38074
42,见春天,13432498,234281,54,8,魏清越书信·02,80533
43,满城衣冠 全一季,2418629,54443,30,8,第9集 · 正义,90878
44,FOG[电竞] 第一季,71371345,768816,39,14,2000W福利·whisper伴奏抒情版,29122
45,奇洛李维斯回信 番外篇,1190388,73952,3,2,番外 ·  庆生宴,93420
46,虚拟偶像团综丨《一起再出发》,93354795,254917,179,0,中秋特辑·清道夫,58225
47,魔道祖师 第三季,297607904,1547457,66,56,传讯符·忘羡,22602
48,判官 第一季,38833144,656545,45,21,听剧reaction,37773
49,虚拟偶像团综丨《LASER出道日》,84044256,682523,89,0,专业小课堂：电子竞技运动与管理专业,28989
50,偷偷藏不住,203203120,2418685,89,54,2亿福利·双人电话语音,34632
51,针锋对决,38217179,939874,19,0,完结FT  互动问答,19249
52,我在无限游戏里封神 第三季,24199866,220596,91,21,破亿纪念单曲·神明所遗落的,81851
