排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,7843333,114720,20,1,10169,4167,40.98%,3.63%,第一集·立天地神人破铜炉,91718
2,奇洛李维斯回信,53797745,569532,98,41,53445,28576,53.47%,5.02%,OST A12 · 暗恋基本法,85974
3,灯花笑 上季,2616326,49487,20,6,7664,1193,15.57%,2.41%,第10集,94733
4,一屋暗灯 全一季,12536328,203629,53,13,34233,15564,45.46%,7.64%,福利彩蛋·看星星,93038
5,我在无限游戏里封神 第四季,7685539,143236,56,15,11677,9139,78.26%,6.38%,特别放送 · emoji大挑战,86834
6,你的雪人能活多久 第一季,1023501,51142,18,2,4711,310,6.58%,0.61%,第三集（下）· 我可能不会爱你,93787
7,情蛊,41163612,443482,68,49,53828,33250,61.77%,7.50%,4000w福利·山大王,86178
8,伏特加与曼特宁,1539282,61781,18,1,2872,401,13.96%,0.65%,第三期,92988
9,满城衣冠 全一季,2254967,53486,27,6,3156,1212,38.40%,2.27%,第8集 · 暗涌,90878
10,宋玉章 第一季,3000159,43572,16,0,2399,0,0.00%,0.00%,第三折 ·  啼笑因缘,86589
11,囚于永夜,989106,26956,200,161,2397,674,28.12%,2.50%,温然生日小剧场,94916
12,天官赐福 第三季,72171751,272108,68,44,33781,27923,82.66%,10.26%,小剧场·元宵·花灯,82040
13,炽火难熄 全一季,278237,19054,11,2,1406,514,36.56%,2.70%,第四集 ·“哥哥”,94917
14,天官赐福 第二季,73586961,360656,61,43,38655,35164,90.97%,9.75%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,天官赐福 第一季,87246640,971814,61,43,68900,37105,53.85%,3.82%,四千万福利·小剧场·从前有一位名师,52400
16,沉浮事,559984,14434,13,2,1533,738,48.14%,5.11%,浊世篇·第四集,94775
17,我在无限游戏里封神 第三季,24049038,219683,91,21,30242,22547,74.56%,10.26%,破亿纪念单曲·神明所遗落的,81851
18,早春晴朗,37128969,278571,57,24,22544,14775,65.54%,5.30%,完结FT,72230
19,放学等我 第一季,54038398,837489,53,18,62339,36018,57.78%,4.30%,1700W福利·P-特别小剧场「2022.12.2」,64911
20,放学等我 第二季,31756672,450522,42,16,44431,34001,76.53%,7.55%,番外·恋爱纪念日,68837
21,我在无限游戏里封神 第一季,74661605,1001545,64,14,77674,43486,55.99%,4.34%,线下漫展VLOG,52347
22,魔道祖师 第三季,297409107,1546617,66,56,97505,89829,92.13%,5.81%,传讯符·忘羡,22602
23,魔道祖师 第一季,260132304,2282074,39,22,97138,64640,66.54%,2.83%,主创FT<下>,15861
24,我在无限游戏里封神 第二季（下）,21165875,256555,55,14,28118,24015,85.41%,9.36%,花絮06,76557
25,台风眼 第二季,29826548,162199,50,32,14190,13129,92.52%,8.09%,完结 FT,68664
26,藏南晚星,19790042,206683,79,42,20790,15391,74.03%,7.45%,主题曲伴奏·途经,85110
27,江医生 第一季,17012392,237049,49,27,23046,14076,61.08%,5.94%,千万播放福利第四弹·小剧场·猫,81852
28,触礁,193893,11111,12,3,1144,720,62.94%,6.48%,✰花絮·01✰,95034
29,台风眼 第一季,35831909,306927,53,20,21999,13773,62.61%,4.49%,千万福利·富士山在等一片云,52404
30,魔道祖师 第二季,171536143,1421775,41,37,88868,81602,91.82%,5.74%,主役FT（下）,19059
31,我喜欢你的信息素 第一季,100767834,1518938,48,21,72034,44641,61.97%,2.94%,四千万福利,58217
32,降水概率百分百,1879056,28355,36,15,2822,1620,57.41%,5.71%,花絮04,93005
33,绰约,2129205,32182,36,6,1492,560,37.53%,1.74%,律法小贴士·8则,86680
34,解瘾,380214,13178,20,3,861,318,36.93%,2.41%,第五集,94782
35,我在无限游戏里封神 第二季（上）,20749655,333614,42,11,34263,29664,86.58%,8.89%,花絮06,71605
36,沉醉不醒,4104996,57197,48,29,4857,3049,62.78%,5.33%,番外·墨源·下,86740
37,一颗苹果,13863845,164148,82,35,13553,5990,44.20%,3.65%,完结FT · 谢谢光临,90818
38,某某 第一季,98664666,1724765,43,28,77210,45104,58.42%,2.62%,伴奏|《梧桐说》,58219
39,再世权臣 第三季（下）,895455,25648,21,12,2329,2072,88.97%,8.08%,第十二集 ·  雨后风荷,93437
40,搭界 第一季,404124,15800,20,7,1588,825,51.95%,5.22%,花絮03,94617
41,嫁给一个死太监 第一季,3893863,78194,34,12,4659,2596,55.72%,3.32%,新春福利音,66726
42,吞海 第一季,52107919,535758,54,17,45648,28722,62.92%,5.36%,原创配乐·破晓,29187
43,江医生 第二季,8426897,122384,44,36,13692,12737,93.03%,10.41%,主役版·绝对,85256
44,重生之将门毒后 第二季,42393397,385235,83,26,50700,34135,67.33%,8.86%,破亿福利·白噪音·花灯,52293
45,洄天 第一季,28199983,246787,65,14,23422,11316,48.31%,4.59%,完结语音 · 高能量S级监护人的一天,86815
46,我喜欢你的信息素 第二季,76762381,849799,43,26,58994,49801,84.42%,5.86%,国风版·星衍,58218
47,小蘑菇 第二季,51866358,505201,51,34,52027,47805,91.88%,9.46%,破亿电话·双人,39605
48,伪装学渣 第一季,103461600,1951628,30,17,80117,46990,58.65%,2.41%,千万福利·“叫妈妈”,58262
49,将进酒 第一季,106498783,1446104,59,16,78398,53357,68.06%,3.69%,完结FT,25944
50,谁来言说夜晚 上季,1353294,15142,75,39,1638,890,54.33%,5.88%,第56集,94321
