排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,洄天 第一季,21916189,219498,40,4,19035,7253,38.10%,0.00%,花絮02,86815
2,一屋暗灯 全一季,3736107,112341,19,2,18916,4582,24.22%,0.00%,第四集,93038
3,我在无限游戏里封神 第四季,3513554,115241,22,5,6648,4006,60.26%,0.00%,特别放送 · 大型恐怖游戏联赛火热进行中Ⅳ,86834
4,奇洛李维斯回信,45412873,521668,81,25,48542,24942,51.38%,0.00%,回信广播剧完结FT（下） · 花都冰室,85974
5,情蛊,35837263,396630,67,48,48166,29646,61.55%,0.01%,完结FT·下,86178
6,早春晴朗,32745453,253251,57,24,20434,13389,65.52%,0.01%,完结FT,72230
7,沉醉不醒,2180629,44244,23,6,3080,1475,47.89%,0.01%,ღ200万福利·晚安语音·苏墨,86740
8,再世权臣 第三季（下）,77375,9799,3,1,462,242,52.38%,0.01%,第一集 ·  草原之王,93437
9,初三的六一儿童节,25680028,56626,268,236,6241,5023,80.48%,0.42%,番外3 兄弟（11）,85562
10,娑婆,454249,22895,6,0,2230,0,0.00%,0.00%,第二集,93178
11,一颗苹果,12325858,142917,80,34,11551,4920,42.59%,0.02%,启动音试听 · 谢青寄,90818
12,初三的六一儿童节 第二季（上）,459635,8816,7,3,702,416,59.26%,0.03%,第四集 · 绝命追捕,93154
13,我在无限游戏里封神 第三季,21792838,205007,91,21,28369,20919,73.74%,0.01%,破亿纪念单曲·神明所遗落的,81851
14,愚蠢的有钱人,543675,17969,37,24,1486,635,42.73%,0.13%,【花絮3】,93113
15,天官赐福 第三季,69232371,255519,67,43,31920,26284,82.34%,0.02%,小剧场·元宵·花灯,82040
16,反差 全一季,6922623,54409,34,16,3712,2092,56.36%,0.03%,花絮5·喵条～,86684
17,放学等我 第一季,50817239,807849,53,18,62657,36339,58.00%,0.00%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,顶级掠食者 第二季,6772319,53406,34,15,4763,3749,78.71%,0.03%,第十四集·下,86789
19,于是麦麦决定离家出走,4848830,99569,36,22,8511,5181,60.87%,0.02%,小剧场✦静电,86179
20,降水概率百分百,683370,18916,14,2,1632,492,30.15%,0.01%,˚.⊹ 第五期 ♡₊˚,93005
21,放学等我 第二季,29864286,431172,42,16,44209,34497,78.03%,0.00%,番外·恋爱纪念日,68837
22,天官赐福 第二季,71081242,345458,61,43,37401,34017,90.95%,0.01%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
23,藏南晚星,18156042,194257,79,42,19332,14206,73.48%,0.02%,主题曲伴奏·途经,85110
24,天官赐福 第一季,83925092,944672,61,43,67993,36493,53.67%,0.00%,四千万福利·小剧场·从前有一位名师,52400
25,我在无限游戏里封神 第一季,71608604,973607,64,14,76660,42979,56.06%,0.00%,线下漫展VLOG,52347
26,惹祸精,1004083,30181,40,14,1673,917,54.81%,0.05%,100W福利·斯昭晚安福利音,90987
27,太傅他人人喊打 第二季,2793300,39518,26,13,2961,1853,62.58%,0.03%,花絮06,86723
28,吞海 第一季,50236888,519007,54,17,44369,27704,62.44%,0.00%,原创配乐·破晓,29187
29,奇洛李维斯回信 番外篇,417237,35771,3,2,2870,2352,81.95%,0.01%,番外 ·  庆生宴,93420
30,魔道祖师 第三季,295150897,1536867,66,56,97596,90001,92.22%,0.00%,传讯符·忘羡,22602
31,交易沦陷,26898496,165129,138,99,16440,9580,58.27%,0.06%,特别福利·星空沦陷,54171
32,再世权臣 第三季（上）,2544459,47425,34,10,3465,2670,77.06%,0.02%,第十集 ·  再度启程,86827
33,我在无限游戏里封神 第二季（下）,19619290,242664,55,14,26727,22755,85.14%,0.01%,花絮06,76557
34,欢迎进入梦魇直播间 第二季,5985659,44164,28,11,3444,2487,72.21%,0.02%,《今日没说法》⑤ ·「不平安疗养院」,90985
35,魔道祖师 第一季,257655070,2254416,39,22,96851,64529,66.63%,0.00%,主创FT<下>,15861
36,偷风不偷月 上季,8055242,127154,41,18,10370,5779,55.73%,0.01%,300w福利·楚识琛（沈若臻）·风月语录,71389
37,吞海 第二季,31695724,264362,56,19,25315,23562,93.08%,0.01%,新年祝福,67085
38,我在无限游戏里封神 第二季（上）,19698043,320174,42,11,33068,28637,86.60%,0.00%,花絮06,71605
39,小蘑菇 第二季,50186288,493299,46,33,50448,46944,93.05%,0.01%,全剧五千万福利,39605
40,某某 第一季,97125487,1701044,43,28,77257,45113,58.39%,0.00%,伴奏|《梧桐说》,58219
41,吞海 第三季（上）,21904899,210517,38,16,17902,16756,93.60%,0.01%,OST·04 此地埋名,73221
42,你的距离,89525371,930385,70,27,78322,56213,71.77%,0.00%,完结FT·主创版,31552
43,恩客,1229568,17405,53,39,1407,931,66.17%,0.22%,44·不欢迎哦,91870
44,魔道祖师 第二季,170121431,1412019,41,37,88823,81558,91.82%,0.00%,主役FT（下）,19059
45,将进酒 第一季,104759043,1426585,59,16,78185,53310,68.18%,0.00%,完结FT,25944
46,初三的六一儿童节 第一季,11220076,56769,53,16,3270,1581,48.35%,0.03%,新年♥快乐,85497
47,台风眼 第二季,28821839,151185,50,32,13269,12254,92.35%,0.02%,完结 FT,68664
48,偷风不偷月 下季,3529491,61983,35,17,4520,4246,93.94%,0.03%,100W福利·白噪音,77591
49,吞海 第三季（下）,18836979,186500,51,18,18272,16528,90.46%,0.01%,破亿纪念•抒情主役版「晓」,76879
50,台风眼 第一季,34244234,287827,53,20,20328,12868,63.30%,0.01%,千万福利·富士山在等一片云,52404
