排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,天官赐福 第四季,9362328,124979,26,5,11696,6110,52.24%,4.89%,第三集·叫天不应叫地不灵,91718
2,早春晴朗,42124290,346530,57,24,24813,16076,64.79%,4.64%,完结FT,72230
3,灯花笑 上季,3400774,55646,28,11,8366,1804,21.56%,3.24%,第14集,94733
4,奇洛李维斯回信,54788314,574516,98,41,53913,28938,53.68%,5.04%,OST A12 · 暗恋基本法,85974
5,你的雪人能活多久 第一季,1370777,55695,25,5,5307,858,16.17%,1.54%,第五集 · 不成对的天生一对,93787
6,情蛊,41908697,449465,68,49,54631,33830,61.92%,7.53%,4000w福利·山大王,86178
7,伏特加与曼特宁,1897489,64930,25,4,3551,1311,36.92%,2.02%,第五期,92988
8,宋玉章 第一季,3761371,45295,22,2,2886,900,31.19%,1.99%,导演花絮01· 好多人啊,86589
9,我在无限游戏里封神 第四季,7975491,145214,56,15,11980,9441,78.81%,6.50%,特别放送 · emoji大挑战,86834
10,天官赐福 第三季,72688972,275128,68,44,34182,28299,82.79%,10.29%,小剧场·元宵·花灯,82040
11,天官赐福 第二季,74056590,363586,61,43,38937,35430,90.99%,9.74%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
12,一屋暗灯 全一季,13046003,207502,54,14,34693,16021,46.18%,7.72%,主役版主题曲▪未说的,93038
13,天官赐福 第一季,87875851,976536,61,43,69073,37243,53.92%,3.81%,四千万福利·小剧场·从前有一位名师,52400
14,满城衣冠 全一季,2535573,55283,33,9,3364,1401,41.65%,2.53%,白噪音 · 苏苏念经,90878
15,尾钩,381069,17342,16,4,1740,739,42.47%,4.26%,第11集 · 越界,95503
16,囚于永夜,1377726,31305,200,161,3147,973,30.92%,3.11%,番外 少爷的生日7,94916
17,炽火难熄 全一季,366966,20673,15,4,1555,673,43.28%,3.26%,第六集 ·“顺路”,94917
18,沉浮事,838644,16419,16,5,1777,1014,57.06%,6.18%,中元小剧场·百鬼集市,94775
19,藏南晚星,20087435,208825,80,43,21054,15610,74.14%,7.48%,七夕小剧场 · 小许老师买菜记,85110
20,放学等我 第一季,54555354,841748,53,18,61925,35823,57.85%,4.26%,1700W福利·P-特别小剧场「2022.12.2」,64911
21,我在无限游戏里封神 第三季,24305196,221189,91,21,30458,22717,74.58%,10.27%,破亿纪念单曲·神明所遗落的,81851
22,放学等我 第二季,32045821,453241,42,16,44386,33879,76.33%,7.47%,番外·恋爱纪念日,68837
23,魔道祖师 第三季,297756708,1548124,66,56,97521,89827,92.11%,5.80%,传讯符·忘羡,22602
24,魔道祖师 第一季,260487119,2285758,39,22,97092,64592,66.53%,2.83%,主创FT<下>,15861
25,江医生 第一季,17206849,238591,49,27,23219,14211,61.20%,5.96%,千万播放福利第四弹·小剧场·猫,81852
26,魔道祖师 第二季,171746843,1423277,41,37,88905,81645,91.83%,5.74%,主役FT（下）,19059
27,台风眼 第二季,29986311,163744,50,32,14349,13281,92.56%,8.11%,完结 FT,68664
28,台风眼 第一季,36040320,309674,53,20,22253,13902,62.47%,4.49%,千万福利·富士山在等一片云,52404
29,我在无限游戏里封神 第一季,75011070,1004369,64,14,77767,43555,56.01%,4.34%,线下漫展VLOG,52347
30,我喜欢你的信息素 第一季,101035607,1521570,48,21,72063,44664,61.98%,2.94%,四千万福利,58217
31,触礁,325864,12861,17,6,1330,915,68.80%,7.11%,EP05⟢| 吻痕如刀 |,95034
32,江医生 第二季,8556714,123338,44,36,13841,12883,93.08%,10.45%,主役版·绝对,85256
33,某某 第一季,98891588,1727488,43,28,76972,45047,58.52%,2.61%,伴奏|《梧桐说》,58219
34,我在无限游戏里封神 第二季（下）,21341813,257970,55,14,28318,24204,85.47%,9.38%,花絮06,76557
35,吞海 第一季,52358455,537802,54,17,45796,28852,63.00%,5.36%,原创配乐·破晓,29187
36,降水概率百分百,2048672,29086,43,17,2990,1748,58.46%,6.01%,200W语音 ♡ 肌肉测评,93005
37,我喜欢你的信息素 第二季,76945137,851239,43,26,59031,49796,84.36%,5.85%,国风版·星衍,58218
38,一颗苹果,14029642,166094,82,35,13779,6101,44.28%,3.67%,完结FT · 谢谢光临,90818
39,难言之欲,228318,10314,8,2,766,356,46.48%,3.45%,20万福利音,94857
40,重生之将门毒后 第二季,42624315,386583,83,26,50867,34272,67.38%,8.87%,破亿福利·白噪音·花灯,52293
41,我在无限游戏里封神 第二季（上）,20879983,334985,42,11,34437,29822,86.60%,8.90%,花絮06,71605
42,伪装学渣 第一季,103680069,1954418,30,17,80113,47042,58.72%,2.41%,千万福利·“叫妈妈”,58262
43,将进酒 第一季,106742600,1448328,59,16,78395,53346,68.05%,3.68%,完结FT,25944
44,恒星时刻 第一季,434705,53616,2,0,6683,0,0.00%,0.00%,预告 · sternstunde,94789
45,某某 第二季,66801395,834935,67,39,68646,51379,74.85%,6.15%,破亿纪念·《正年少》,58220
46,你的距离,91162404,939991,70,27,78818,56541,71.74%,6.02%,完结FT·主创版,31552
47,吞海 第二季,33065569,275578,56,19,26444,24644,93.19%,8.94%,新年祝福,67085
48,清白之年,516939,14699,20,1,1330,238,17.89%,1.62%,第七集·与子成说,94838
49,洄天 第一季,28394933,247861,65,14,23571,11395,48.34%,4.60%,完结语音 · 高能量S级监护人的一天,86815
50,娑婆,1855980,37985,29,19,3762,1182,31.42%,3.11%,作者原创小剧场·中元节,93178
