排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,6962266,152979,33,6,第八集,93038
2,奇洛李维斯回信,47967726,536664,83,27,回信广播剧主创FT（上）,85974
3,洄天 第一季,25324992,233796,52,9,第十一期,86815
4,情蛊,37512132,410205,67,48,完结FT·下,86178
5,二哈和他的白猫师尊,163230834,3162832,77,0,第肆季-第十期,20741
6,囚于永夜,4656018,284454,1,0,织音发布会纯享PV · 概念预告,86822
7,放学等我 第一季,51766979,817262,53,18,1700W福利·P-特别小剧场「2022.12.2」,64911
8,奇洛李维斯回信 番外篇,801536,54927,3,2,番外 ·  庆生宴,93420
9,早春晴朗,34522427,265391,57,24,完结FT,72230
10,小蘑菇 第一季,49848789,917105,33,17,白噪音·漫步荒原,29125
11,我在无限游戏里封神 第四季,4759786,124900,31,10,第十集 · 拉塞尔公墓,86834
12,天官赐福 第四季,5024213,82991,12,0,花城生辰快乐,91718
13,天官赐福 第一季,84879173,951905,61,43,四千万福利·小剧场·从前有一位名师,52400
14,魔道祖师 第一季,258365397,2261560,39,22,主创FT<下>,15861
15,见春天,12844202,226890,54,8,魏清越书信·02,80533
16,我在无限游戏里封神 第一季,72478411,981350,64,14,线下漫展VLOG,52347
17,伪装学渣 第一季,102395292,1932121,30,17,千万福利·“叫妈妈”,58262
18,迪奥先生 第一季,79244521,1075340,30,15,王氏破产 铃声,23329
19,虚拟偶像团综丨《NEW DAYS（一起又出发）》,28595772,110772,95,0,许向安&许向宁生日小剧场·那片山那片海,84529
20,一颗苹果,12813632,148508,80,34,启动音试听 · 谢青寄,90818
21,我喜欢你的信息素 第一季,99416648,1501784,48,21,四千万福利,58217
22,放学等我 第二季,30434810,437453,42,16,番外·恋爱纪念日,68837
23,小蘑菇 第二季,50923749,498019,48,34,破亿福利·《风过荒野》主役版,39605
24,交易沦陷,28005257,170631,138,99,特别福利·星空沦陷,54171
25,将进酒 第一季,105295433,1432330,59,16,完结FT,25944
26,台风眼 第一季,34732795,293006,53,20,千万福利·富士山在等一片云,52404
27,重生之将门毒后 第一季,92597749,827003,82,27,主役reaction·片段03,43922
28,某某 第一季,97580367,1707899,43,28,伴奏|《梧桐说》,58219
29,于是麦麦决定离家出走,5342795,104010,49,31,花絮10,86179
30,娘娘腔,37171902,706638,31,0,主役听剧Reaction,46640
31,坠落,10542726,171574,59,22,台风眼S02E17,76041
32,天官赐福 第三季,70183405,260016,67,43,小剧场·元宵·花灯,82040
33,入蛊 全一季,403742,15250,10,4,Ⱄⱄᐝ第七回,93646
34,再世权臣 第一季,21165292,255069,79,17,花絮07,71321
35,干涸地,1837676,80085,1,0,概念预告,86725
36,沉醉不醒,2921369,51025,31,13,第十一期,86740
37,我在无限游戏里封神 第三季,22473608,209247,91,21,破亿纪念单曲·神明所遗落的,81851
38,藏南晚星,18698464,198086,79,42,主题曲伴奏·途经,85110
39,伏特加与曼特宁,720131,45333,3,0,520小剧场·吻醒,92988
40,全球高考 第一季（全新版）,20996858,365047,37,11,— 「全季完结FT」—,60289
41,反差 全一季,7484672,58263,41,19,小剧场·家人的爱,86684
42,不二之臣,40692270,847757,16,0,大结局·下,25580
43,娑婆,868900,29223,11,4,第六集,93178
44,针锋对决,37565847,926639,19,0,完结FT  互动问答,19249
45,难哄,146044715,1573525,76,48,破亿福利·纪念FT,38074
46,FOG[电竞] 第一季,70119577,760307,39,14,2000W福利·whisper伴奏抒情版,29122
47,偷偷藏不住,202126862,2413597,89,54,2亿福利·双人电话语音,34632
48,南方海啸,23479676,168139,102,68,花絮⑤,85492
49,江医生 第一季,16045830,228743,49,27,千万播放福利第四弹·小剧场·猫,81852
50,液态欲望 全一季,646715,28385,21,9,EP06（下）,86692
51,魔道祖师 第三季,295836083,1539533,66,56,传讯符·忘羡,22602
52,吞海 第一季,50830934,524296,54,17,原创配乐·破晓,29187
