排名,剧名,播放量,订阅数,总集数,付费集数,宣发策略,最新更新,剧集ID
28,我喜欢你的信息素 第一季,101243801,1523382,48,21,D2,四千万福利,58217
29,伏特加与曼特宁,2147936,66811,31,8,D2,第七期,92988
30,放学等我 第二季,32274567,455111,42,16,D2,番外·恋爱纪念日,68837
31,藏南晚星,20385079,210556,81,44,D2,✧2000万福利·番外·美梦,85110
32,见春天,13585199,236483,54,8,D2,魏清越书信·02,80533
33,尾钩,863529,22729,31,17,D2,第24集 · 泊岸,95503
34,我在无限游戏里封神 第四季,8210512,146840,56,15,D2,特别放送 · emoji大挑战,86834
35,如果月亮不抱你,84211238,1196224,24,0,B,全网2000万福利突击采访,25485
36,不想了,10001654,115753,93,66,D2,500W福利·主役版主题曲《同谋》,70445
37,天官赐福 第二季,74972142,366096,61,43,D2,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
38,再世权臣 第一季,22434224,264120,79,17,D2,花絮07,71321
39,洄天 第一季,28568469,248794,65,14,D2,完结语音 · 高能量S级监护人的一天,86815
40,娘娘腔,38872588,727309,31,0,B,主役听剧Reaction,46640
41,宋玉章 第一季,4500704,46599,27,4,D2,九月月历语音 · 静玉,86589
42,一颗苹果,14148875,167582,82,35,C,完结FT · 谢谢光临,90818
43,全球高考 第一季（全新版）,22226366,379400,37,11,D2,— 「全季完结FT」—,60289
44,魔道祖师 第三季,298080856,1549168,66,56,D2,传讯符·忘羡,22602
45,江医生 第一季,17374475,239686,49,27,D2,千万播放福利第四弹·小剧场·猫,81852
46,囚于永夜,1620790,33819,200,161,D2,番外 少爷的生日7,94916
47,满城衣冠 全一季,2801691,57311,36,11,D2,第12集 · 绑架,90878
48,你的距离,91376319,941241,70,27,D2,完结FT·主创版,31552
49,虚拟偶像团综丨《NEW DAYS（一起又出发）》,32234129,116135,95,0,B,许向安&许向宁生日小剧场·那片山那片海,84529
50,二哈和他的白猫师尊,16949409,108301,669,603,D2,完结FT,81979
51,FOG[电竞] 第一季,71664736,770205,39,14,D2,2000W福利·whisper伴奏抒情版,29122
52,虚拟偶像团综丨《一起再出发》,93888168,255641,179,0,B,中秋特辑·清道夫,58225
53,交易沦陷,30481728,179617,138,99,D2,特别福利·星空沦陷,54171
54,吞海 第一季,52592023,539386,54,17,D2,原创配乐·破晓,29187
55,重生之将门毒后 第二季,42820704,387651,83,26,D2,破亿福利·白噪音·花灯,52293
56,迪奥先生 第一季,79878678,1080103,30,15,D2,王氏破产 铃声,23329
57,虚拟偶像团综丨《LASER出道日》,84296377,683600,89,0,B,专业小课堂：电子竞技运动与管理专业,28989
58,南方海啸,25570371,175231,102,68,D2,花絮⑤,85492
59,夫人你马甲又掉了 第一季,65481822,1027610,25,0,B,小剧场3,32574
60,判官 第一季,39020477,658078,45,21,D2,听剧reaction,37773
61,我在无限游戏里封神 第三季,24510461,222305,91,21,D2,破亿纪念单曲·神明所遗落的,81851
62,奇洛李维斯回信 番外篇,1255333,76778,3,2,D2,番外 ·  庆生宴,93420
63,针锋对决,38338780,941769,19,0,B,完结FT  互动问答,19249
64,酸梅,4295540,260945,4,0,B,第二期,51020
65,于是麦麦决定离家出走,6185239,114845,53,33,D2,七夕小剧场✦小天使,86179
66,魔道祖师 第二季,171949815,1424361,41,37,D2,主役FT（下）,19059
67,这题超纲了 第一季,21315420,501623,44,17,D2,【回放】《这题超纲了》M星直播,41369
68,第二十八年春,10933137,385108,13,0,B,第四期,26751
69,唇枪 上季,470713,23774,1,0,B,织音发布会纯享PV,94802
70,坠落,11761701,186515,59,22,D2,番外二·新生,76041
71,等风热吻你,16934200,315720,56,18,D2,插曲《约定》,52292
72,撒野 第一季,88676676,1846035,36,8,D2,千万播放纪念,58443
73,封建糟粕,16300040,157679,143,110,D2,充电·李叔堂,87589
74,虚拟偶像综艺 |《VANITY FAIR（名利场）》,29062326,130985,71,0,B,梦系列小剧场06·白日,78684
75,恃宠 全一季,11652260,139656,67,26,D2,500w播放纪念· 谢砚礼 会议闲暇,76670
76,是心跳说谎 全一季,122566,6792,7,0,D2,主题曲I·去逐梦,95516
77,别来无恙 第一季,23533235,460148,48,22,D2,1000W福利•《满心》（合唱版）,37937
78,我喜欢你的信息素 第二季,77092778,852310,43,26,D2,国风版·星衍,58218
79,逐玉 第一季,4713685,75074,43,14,D2,原创配乐 · 凶夜,89245
80,FOG[电竞]第二季,59122922,438143,50,28,D2,破亿特别直播回放,39588
81,君有疾否 第一季,27419142,469583,67,56,D2,苏世誉 ✦ 第一季启动音,34592
82,虚拟偶像综艺丨《险象环声》,84822206,440130,138,0,B,三千万福利·偶像问答,38165
83,营业悖论 第一季,48497488,663115,50,13,D2,中秋特别语音,36817
84,破云 第一季,59598523,1106940,20,15,D2,圣诞特辑,59047
85,欢迎进入梦魇直播间 第一季,24239895,199843,62,20,D2,完结FT,75856
86,落池,68780515,1353220,15,0,B,落池·番外,22032
87,我在无限游戏里封神 第二季（下）,21480633,259042,55,14,D2,花絮06,76557
88,告白 第一季,21632286,373604,54,12,D2,1000w福利·早安·周京泽,59041
89,乘鸾 第一季,130215,5130,12,2,D2,第五集·命运的岔路口,94849
90,台风眼 第二季,30130274,164871,50,32,D2,完结 FT,68664
91,失忆后死对头成了我男朋友？,5617289,105275,48,20,D2,花絮15·恢复,86693
92,将进酒 第二季,73209126,816677,45,22,D2,第二季完结FT,30383
93,放学后别来我办公室 全一季,738246,19916,17,4,D2,第六课「初施妙计」,86868
94,秉性下等,26418680,209621,99,35,D2,两千万福利·时间的情书,64528
95,杀破狼 第一季,51213104,1019193,16,11,D2,第一季完结花絮,9888
96,娑婆,2062468,39282,32,21,D2,第十八集,93178
97,结婚而已,3383489,46573,49,24,D2,☾ · 春节福利音,88370
98,提灯看刺刀 上季,15043539,244711,32,8,D2,花絮·韩楚,77771
99,你就当我死了吧  全一季,13334782,254821,30,0,B,主役版主题曲（纯享）,76841
100,偏偏宠爱,17971698,368205,49,13,D2,四百万语音·江忍,52353
