排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,1318303,68792,10,0,通话语音·宋谨,93038
2,洄天 第一季,19078609,203876,34,1,沈酌生日福利 · 东方玄学,86815
3,顶级掠食者 第二季,6007110,50966,28,11,第十一集,86789
4,我在无限游戏里封神 第四季,2627367,106244,14,2,特别放送 · 大型恐怖游戏联赛火热进行中Ⅱ,86834
5,再世权臣 第三季（上）,2233521,45568,33,9,第九集 ·  百岁何欢,86827
6,沉醉不醒,1690884,40798,14,1,第四集,86740
7,愚蠢的有钱人,237377,13234,13,1,【花絮1】,93113
8,嫁入高门的人,35611,2957,6,0,前传3,93169
9,降水概率百分百,469510,15688,8,0,˚.⊹ 第二期 ♡₊˚,93005
10,语义错误 第一季,3145943,23528,17,4,Ep.07 BLUE,92155
11,反差 全一季,6540155,51110,30,12,彩蛋·总裁助理的自我修养,86684
12,欢迎进入梦魇直播间 第二季,5494315,41635,23,10,《非诚忽扰》第４期,90985
13,初三的六一儿童节 第二季（上）,122494,5758,3,0,第一集 · 与狼共舞,93154
14,伏特加与曼特宁,448208,32817,1,0,京儒♡生日快乐,92988
15,恩客,847054,15117,30,17,23·装模作样,91870
16,迟爱,114222,5938,8,0,第三集,92710
17,美人印,496690,27705,12,4,ost《诱他》,92611
18,伏特加与曼特宁,122395,8555,13,4,°☆. 第9集 « *,92968
19,太傅他人人喊打 第二季,2391387,37216,20,9,第九集,86723
20,君有疾否,1302856,30728,71,43,第54集,90896
21,逐玉 第二季,646860,13062,10,2,第五集 · 诛心,92520
22,液态欲望 全一季,112579,13565,1,0,周则枫生日福利,86692
23,四方来食,353432,12104,75,58,Dish 69··忙中亲昵,91796
24,岁岁未停,45799,3691,3,0,倒计时2天-沈未亭,93196
25,沉浮事,116465,7772,19,9,第拾陆集 出逃,92895
26,穿成阴鸷反派的联姻对象 第二季,660181,20869,22,13,小剧场·秦伦还算是个忠厚人,91771
27,一诺一生 全一季,817360,27195,20,6,第八集,91354
28,二哈和他的白猫师尊日语版 第二季,59104,1284,10,3,夏司逆CV,92769
29,六州歌头 下季,616321,8355,76,71,75 血债需血偿,92061
30,第二十八年春II,116020,4696,2,0,第五期,92633
