排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,最新更新,剧集ID
1,洄天 第一季,14134976,180852,28,0,11977,0,0.00%,第一期,86815
2,逐玉 第一季,3999521,69392,43,14,2170,959,44.19%,原创配乐 · 凶夜,89245
3,奇洛李维斯回信,40204800,498250,79,23,45997,23209,50.46%,花絮09 ·小花絮又又又又又来了,85974
4,情蛊,32855443,372477,61,42,44795,27502,61.40%,番外·此为情蛊,86178
5,我在无限游戏里封神 第四季,1731407,93606,7,0,3353,0,0.00%,清明节福利音 · 黑桃,86834
6,顶级掠食者 第二季,4846808,48356,23,8,3850,2826,73.40%,主题曲·天分·伴奏,86789
7,于是麦麦决定离家出走,3884958,90711,27,16,6979,3974,56.94%,第十一期,86179
8,一颗苹果,10658085,131229,67,26,9915,3739,37.71%,第15集 · 祷告 Breath by Breath,90818
9,反差 全一季,5934707,47727,25,8,2950,1391,47.15%,第八集·雪崩无声,86684
10,再世权臣 第三季（上）,1798387,43191,29,6,2676,1807,67.53%,第六集 ·  到此为止,86827
11,太傅他人人喊打 第二季,1816585,35086,17,7,2379,1212,50.95%,第七集,86723
12,天官赐福 第三季,66393782,248863,67,43,31218,25635,82.12%,小剧场·元宵·花灯,82040
13,欢迎进入梦魇直播间 第二季,4410808,38564,18,8,2820,1927,68.33%,第八集 ♱ MINE MARRY,90985
14,天官赐福 第二季,68939383,339370,61,43,36906,33561,90.94%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,惹祸精,582978,24067,30,9,1125,488,43.38%,第十一集,90987
16,天官赐福 第一季,81597026,934267,61,43,67477,36194,53.64%,四千万福利·小剧场·从前有一位名师,52400
17,藏南晚星,17329256,187908,79,42,18468,13481,73.00%,主题曲伴奏·途经,85110
18,沉醉不醒,1157878,36860,9,0,1478,0,0.00%,第一期,86740
19,重生之将门毒后 第二季,40055719,372027,83,26,49344,33070,67.02%,破亿福利·白噪音·花灯,52293
20,初三的六一儿童节,21860141,46584,223,193,4856,3689,75.97%,Chapter.108A 心魔（上）,85562
21,偷风不偷月 上季,7569918,121858,41,18,10041,5518,54.95%,300w福利·楚识琛（沈若臻）·风月语录,71389
22,放学等我 第一季,49393362,792816,53,18,62393,36334,58.23%,1700W福利·P-特别小剧场「2022.12.2」,64911
23,我在无限游戏里封神 第三季,20736502,198470,91,21,27592,20250,73.39%,破亿纪念单曲·神明所遗落的,81851
24,早春晴朗,30469973,237253,57,24,19047,12502,65.64%,完结FT,72230
25,放学等我 第二季,29024394,421398,42,16,44018,34689,78.81%,番外·恋爱纪念日,68837
26,逐玉 第二季,498669,10932,6,0,305,0,0.00%,第二集 · 夜会,92520
27,小蘑菇 第二季,48734702,488446,46,33,50147,46663,93.05%,全剧五千万福利,39605
28,将进酒 第一季,103997867,1418847,59,16,78122,53256,68.17%,完结FT,25944
29,魔道祖师 第三季,294128214,1532577,66,56,97597,90030,92.25%,传讯符·忘羡,22602
30,重生之将门毒后 第一季,90528297,815826,82,27,87937,42054,47.82%,主役reaction·片段03,43922
31,吞海 第一季,49284035,511121,54,17,43766,27253,62.27%,原创配乐·破晓,29187
32,偷风不偷月 下季,3229871,58076,35,17,4219,3949,93.60%,100W福利·白噪音,77591
33,失忆后死对头成了我男朋友？,4301619,91433,44,20,5788,3831,66.19%,花絮·陆云笙,86693
34,魔道祖师 第一季,256641432,2244451,39,22,96741,64533,66.71%,主创FT<下>,15861
35,美人印,342604,24107,6,0,1446,0,0.00%,OST《美人印》,92611
36,小蘑菇 第一季,48353203,902412,33,17,57891,38874,67.15%,白噪音·漫步荒原,29125
37,我在无限游戏里封神 第一季,70281723,962137,64,14,76191,42701,56.04%,线下漫展VLOG,52347
38,魔道祖师 第二季,169504325,1407794,41,37,88672,81436,91.84%,主役FT（下）,19059
39,吞海 第二季,31088176,259298,56,19,24780,23048,93.01%,新年祝福,67085
40,某某 第一季,96479487,1691891,43,28,77290,45029,58.26%,伴奏|《梧桐说》,58219
41,将进酒 第二季,71293002,805493,45,22,66995,60900,90.90%,第二季完结FT,30383
42,吞海 第三季（上）,21471954,205760,38,16,17441,16312,93.53%,OST·04 此地埋名,73221
43,我在无限游戏里封神 第二季（下）,18926305,236657,55,14,26152,22243,85.05%,花絮06,76557
44,我喜欢你的信息素 第一季,98078688,1486345,48,21,72334,45206,62.50%,四千万福利,58217
45,太傅他人人喊打 第一季,6467318,116829,46,31,8081,4805,59.46%,充电·燕迟,73214
46,语义错误 第一季,2247750,21323,11,1,1487,316,21.25%,Ep.04 SHIFT,92155
47,欢迎进入梦魇直播间 第一季,22430070,185044,62,20,18675,8079,43.26%,完结FT,75856
48,你的距离,88671118,925195,70,27,78109,56068,71.78%,完结FT·主创版,31552
49,再世权臣 第一季,20224984,247609,79,17,22789,10652,46.74%,花絮07,71321
50,吞海 第三季（下）,18369688,181670,51,18,17731,16002,90.25%,破亿纪念•抒情主役版「晓」,76879
