排名,剧名,播放量,订阅数,总集数,付费集数,全部集弹幕UID数,付费集弹幕UID数,弹幕留存率,收订比,最新更新,剧集ID
1,一屋暗灯 全一季,8986472,173507,41,9,29266,11517,39.35%,6.64%,第十一集,93038
2,我在无限游戏里封神 第四季,5696777,131204,38,12,9456,6918,73.16%,5.27%,特别放送 · 打工人的亿些日常之反骨日常,86834
3,洄天 第一季,26735312,240014,56,11,22463,10584,47.12%,4.41%,第十三期,86815
4,奇洛李维斯回信,49624649,546521,85,28,51139,26801,52.41%,4.90%,5000W福利第①弹 · 主役版《昨日歌》,85974
5,早春晴朗,35479428,270803,57,24,21790,14321,65.72%,5.29%,完结FT,72230
6,情蛊,38503463,418672,67,48,50865,31393,61.72%,7.50%,完结FT·下,86178
7,满城衣冠 全一季,1254313,43532,9,0,1663,0,0.00%,0.00%,花絮① · let's唱歌！,90878
8,坠落,11168045,179478,59,22,14761,4892,33.14%,2.73%,番外二·新生,76041
9,小蘑菇 第二季,51268574,500307,51,34,51763,47587,91.93%,9.51%,破亿电话·双人,39605
10,沉醉不醒,3364037,53621,38,19,4197,2496,59.47%,4.65%,主题曲《方舟》,86740
11,我在无限游戏里封神 第三季,22932406,212256,91,21,29247,21704,74.21%,10.23%,破亿纪念单曲·神明所遗落的,81851
12,天官赐福 第三季,70696228,262986,67,43,32712,26977,82.47%,10.26%,小剧场·元宵·花灯,82040
13,再世权臣 第三季（下）,471156,20516,14,7,1408,1234,87.64%,6.01%,日历语音 · 盛夏,93437
14,天官赐福 第二季,72321868,352304,61,43,37993,34574,91.00%,9.81%,三千万福利·小剧场·《鬼市生存法则：大伯公篇》,75026
15,小蘑菇 第一季,50208112,920870,33,17,58317,39136,67.11%,4.25%,白噪音·漫步荒原,29125
16,天官赐福 第一季,85489069,957036,61,43,68536,36815,53.72%,3.85%,四千万福利·小剧场·从前有一位名师,52400
17,放学等我 第一季,52412631,823377,53,18,63047,36313,57.60%,4.41%,1700W福利·P-特别小剧场「2022.12.2」,64911
18,愚蠢的有钱人,1372752,27041,87,70,2315,1265,54.64%,4.68%,【花絮6】,93113
19,放学等我 第二季,30815238,441447,42,16,44514,34345,77.16%,7.78%,番外·恋爱纪念日,68837
20,我在无限游戏里封神 第一季,73095279,987051,64,14,77209,43301,56.08%,4.39%,线下漫展VLOG,52347
21,门生故旧,459864,15239,32,20,1469,1051,71.55%,6.90%,☆ 25·得寸进尺,93774
22,魔道祖师 第三季,296298770,1541505,66,56,97591,89973,92.19%,5.84%,传讯符·忘羡,22602
23,藏南晚星,19026022,200326,79,42,20134,14876,73.88%,7.43%,主题曲伴奏·途经,85110
24,我在无限游戏里封神 第二季（下）,20392213,249476,55,14,27366,23345,85.31%,9.36%,花絮06,76557
25,逆鳞 第一季,274681,12500,15,3,1251,464,37.09%,3.71%,第五剑,93750
26,魔道祖师 第一季,258868567,2267243,39,22,97049,64613,66.58%,2.85%,主创FT<下>,15861
27,一颗苹果,13111539,152295,80,34,12481,5452,43.68%,3.58%,启动音试听 · 谢青寄,90818
28,吞海 第一季,51206079,527540,54,17,45004,28248,62.77%,5.35%,原创配乐·破晓,29187
29,默读 第五季,39055104,464260,47,34,46432,40029,86.21%,8.62%,电话,59100
30,台风眼 第二季,29349790,156486,50,32,13703,12663,92.41%,8.09%,完结 FT,68664
31,魔道祖师 第二季,170830350,1416723,41,37,88837,81563,91.81%,5.76%,主役FT（下）,19059
32,台风眼 第一季,35067747,296933,53,20,21077,13285,63.03%,4.47%,千万福利·富士山在等一片云,52404
33,绰约,1651906,28487,16,0,888,0,0.00%,0.00%,主题曲·流亡地,86680
34,我在无限游戏里封神 第二季（上）,20214853,326773,42,11,33662,29154,86.61%,8.92%,花絮06,71605
35,江医生 第一季,16321988,231070,49,27,22457,13622,60.66%,5.90%,千万播放福利第四弹·小剧场·猫,81852
36,秋燥 第一季,321754,13831,12,3,1440,432,30.00%,3.12%,第六集,93438
37,娑婆,1093378,31375,15,7,3136,686,21.88%,2.19%,第八集,93178
38,交易沦陷,28623375,173404,138,99,17183,10027,58.35%,5.78%,特别福利·星空沦陷,54171
39,太傅他人人喊打 第二季,3551230,43038,36,21,3626,2552,70.38%,5.93%,小剧场·《龙床》,86723
40,某某 第一季,97880915,1712741,43,28,77534,45186,58.28%,2.64%,伴奏|《梧桐说》,58219
41,将进酒 第一季,105650983,1436328,59,16,78370,53395,68.13%,3.72%,完结FT,25944
42,我喜欢你的信息素 第一季,99788896,1506587,48,21,72371,45012,62.20%,2.99%,四千万福利,58217
43,吞海 第二季,32333001,269554,56,19,25836,24058,93.12%,8.93%,新年祝福,67085
44,反差 全一季,7672926,59087,43,19,4551,2842,62.45%,4.81%,《Turning The Key》,86684
45,吞海 第三季（上）,22368441,215262,38,16,18350,17190,93.68%,7.99%,OST·04 此地埋名,73221
46,初三的六一儿童节,27901925,61478,287,255,7126,5847,82.05%,9.51%,番外9 跨年夜,85562
47,伪装学渣 第一季,102683530,1937730,30,17,79863,46848,58.66%,2.42%,千万福利·“叫妈妈”,58262
48,默读 第四季,45913566,541313,31,23,41998,40150,95.60%,7.42%,骆一锅的一天,59099
49,江医生 第二季,7984017,118427,44,36,13198,12249,92.81%,10.34%,主役版·绝对,85256
50,顶级掠食者 第二季,7714221,55975,49,18,5356,4356,81.33%,7.78%,番外·金龙舟,86789
