排名,剧名,播放量,订阅数,总集数,付费集数,最新更新,剧集ID
1,一屋暗灯 全一季,3856786,114292,20,2,花絮03,93038
2,洄天 第一季,22077292,220052,41,5,第七期,86815
3,奇洛李维斯回信 番外篇,447387,37639,3,2,番外 ·  庆生宴,93420
4,我在无限游戏里封神 第四季,3569187,115537,23,6,第六集 · 抢亲,86834
5,娑婆,483065,23427,6,0,第二集,93178
6,再世权臣 第三季（下）,88722,10634,3,1,第一集 ·  草原之王,93437
7,蜉蝣,134731,13825,6,0,ೀ˖˚ 主题曲·浮游,93202
8,沉醉不醒,2197429,44330,23,6,ღ200万福利·晚安语音·苏墨,86740
9,恩客,1249712,17526,54,40,45·“租客”,91870
10,液态欲望 全一季,381039,23034,11,2,雪饼日记1.0,86692
11,入蛊 全一季,8083,1861,2,0,主题曲♡不识情 伴奏,93646
12,语义错误 第一季,3513226,25218,25,8,300W · 小剧场「GAME TIME」,92155
13,再世权臣 第三季（上）,2553692,47498,34,10,第十集 ·  再度启程,86827
14,沉浮事,249236,9867,44,34,第肆拾壹集 天意如此,92895
15,君有疾否,1504289,32206,93,65,第76集,90896
16,愚蠢的有钱人,554380,18042,38,25,【花絮3】,93113
17,初三的六一儿童节 第二季（上）,482631,8938,7,3,第四集 · 绝命追捕,93154
18,降水概率百分百,695437,19076,14,2,˚.⊹ 第五期 ♡₊˚,93005
19,禁区,196702,9238,31,11,19 滑稽,92575
20,余污 第一季,236720,12923,10,0,第三期,92701
21,落火 全一季,259546,13716,14,4,第六集,92245
22,不良执念清除师 全一季,1088530,10337,16,3,第六集·流浪之人,86818
23,逐玉 第二季,758228,14378,16,5,第八集 · 赐婚,92520
24,美人印,589394,29162,16,7,第八集,92611
25,闭嘴，你这假粉 全一季,1962723,24180,33,20,番外2 · 一日为友，终生为父,87641
26,欲言难止,19347,1692,180,158,欲言难止 第171集 我做了一个很长的梦（完）,93138
27,重回我爸少年时 第一季,1358845,17446,49,19,花絮13,91872
28,全球进化后我站在食物链顶端 第二季（下）,122954,9095,8,5,小剧场·全球进化,92775
29,烟花情书,62857,3299,4,0,第二集,93337
30,二哈和他的白猫师尊日语版 第二季,86391,1749,13,6,夏司逆CV,92769
